N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	65
2	то есть	1	45
3	и др	1	24
4	как бы	1	22
5	и не	8	22
6	вовсе не	2	18
7	в сущности	2	16
8	в том	11	16
9	в этом	3	15
10	но в	4	14
11	в нем	4	13
12	в условиях	1	13
13	нового времени	5	13
14	мы уже	1	12
15	и на	3	11
16	прежде всего	5	11
17	не только	10	10
18	и его	8	10
19	так и	5	10
20	но и	11	10
21	и потому	1	10
22	том числе	1	10
23	во всех	1	9
24	в его	5	9
25	все это	5	9
26	за пределы	2	8
27	в своем	1	8
28	в духе	1	8
29	культуры и	1	8
30	в дальнейшем	1	8
31	и даже	5	8
32	здесь в	3	8
33	по своему	3	8
34	и другие	1	8
35	формы и	1	7
36	его в	3	7
37	точки зрения	4	7
38	в области	2	7
39	только в	3	7
40	жизни и	1	7
41	на самом	1	6
42	в году	3	6
43	в ней	1	6
44	еще не	2	6
45	все же	3	6
46	и у	3	6
47	главным образом	3	6
48	при этом	5	6
49	том что	12	6
50	в отношении	6	6
51	как мы	4	6
52	времени и	2	6
53	в значительной	1	6
54	в литературе	1	6
55	так как	4	6
56	может быть	9	6
57	не знает	1	6
58	сказать что	1	6
59	отличие от	2	5
60	как в	5	5
61	на протяжении	4	5
62	в них	3	5
63	как и	9	5
64	земли и	1	5
65	между людьми	1	5
66	потому что	5	5
67	между тем	5	5
68	и одновременно	3	5
69	в одном	8	5
70	еще и	2	5
71	превращается в	1	5
72	связь с	1	5
73	в частности	3	5
74	в той	1	5
75	и все	3	5
76	еще более	1	5
77	в своих	2	5
78	здесь и	2	4
79	в общем	1	4
80	и к	1	4
81	поэтому и	1	4
82	в самом	2	4
83	в этой	7	4
84	эпохи возрождения	1	4
85	и еще	3	4
86	на всю	3	4
87	во время	5	4
88	в их	4	4
89	в отличие	1	4
90	не в	6	4
91	до сих	2	4
92	можно только	1	4
93	большей или	1	4
94	начало в	1	4
95	в жизни	1	4
96	из них	10	4
97	отношение к	3	4
98	или меньшей	1	4
99	сих пор	2	4
100	это уже	1	4
101	этих явлений	1	4
102	мира и	1	4
103	культуры в	1	4
104	совершенно не	1	4
105	это в	1	4
106	новое время	3	3
107	можно говорить	1	3
108	в применении	1	3
109	по его	1	3
110	мы и	1	3
111	и возрождения	1	3
112	и вовсе	1	3
113	в себя	2	3
114	но все	1	3
115	то что	2	3
116	в себе	2	3
117	европейской культуры	1	3
118	и с	3	3
119	на этой	1	3
120	и других	7	3
121	в новое	2	3
122	далеко не	1	3
123	пародия на	1	3
124	отрыве от	1	3
125	он дает	1	3
126	но это	2	3
127	даже в	3	3
128	ничего не	3	3
129	по своей	2	3
130	этом отношении	3	3
131	и здесь	2	3
132	не могут	1	3
133	и прежде	1	3
134	с ним	1	3
135	о нем	1	3
136	с другой	5	3
137	и во	2	3
138	к нему	2	3
139	в форме	2	3
140	здесь во	1	3
141	что он	6	3
142	до нас	5	3
143	мир в	1	3
144	друг друга	1	3
145	золотого века	5	3
146	как раз	3	3
147	в других	2	3
148	даже и	1	3
149	и эта	1	3
150	на весь	1	3
151	мира в	1	3
152	из мира	1	3
153	применении к	1	3
154	в тех	3	3
155	в состоянии	2	3
156	в более	3	3
157	на землю	3	3
158	не может	2	3
159	что в	6	3
160	одним из	1	2
161	мы здесь	1	2
162	или к	1	2
163	видеть в	2	2
164	из всех	2	2
165	для своего	1	2
166	не была	1	2
167	который был	1	2
168	бы ни	1	2
169	и он	1	2
170	это время	2	2
171	в народном	5	2
172	он был	2	2
173	в чем	3	2
174	различия между	1	2
175	но не	2	2
176	либо как	2	2
177	не входит	1	2
178	почти до	1	2
179	связанной с	1	2
180	его к	1	2
181	в маске	1	2
182	из этих	1	2
183	он не	3	2
184	отрицательные явления	2	2
185	не к	2	2
186	и вот	4	2
187	на его	5	2
188	его от	1	2
189	и по	6	2
190	так например	1	2
191	значительной степени	1	2
192	конечно в	1	2
193	а его	1	2
