N	3gram	Bakhtin_Pr_2	KulturaY
1	с точки зрения	9	16
2	в самом деле	3	11
3	для того чтобы	1	11
4	можно было бы	1	10
5	тем не менее	1	9
6	до сих пор	2	8
7	в том что	4	8
8	в зависимости от	3	7
9	той или иной	3	5
10	в этом случае	1	4
11	в данном случае	1	4
12	и в этом	6	4
13	и в самом	2	4
14	на самом деле	1	3
15	сих пор еще	1	3
16	не только в	1	3
17	с другой стороны	1	3
18	не может быть	6	3
19	о том что	3	3
20	смысле этого слова	2	2
21	в той или	2	2
22	и того же	1	2
23	по отношению к	8	2
24	в том числе	2	2
25	как раз и	1	2
26	в таком случае	1	2
27	в отличие от	1	2
28	в нашем смысле	1	2
29	точки зрения на	1	2
30	лишь с точки	1	2
31	так как он	1	2
32	более или менее	1	2
33	одного и того	1	2
34	тем более что	1	2
35	от того как	1	2
36	сама по себе	5	2
37	к тому же	1	2
38	как мы видели	3	2
39	в свое время	2	2
40	уже не только	1	2
41	на этот вопрос	1	1
42	хотя и не	1	1
43	что она не	1	1
44	мере в какой	1	1
45	что же касается	1	1
46	в целом ряде	2	1
47	еще раз подчеркнуть	2	1
48	в чем же	2	1
49	бы из того	1	1
50	раз подчеркнуть что	1	1
51	прежде всего в	1	1
52	и той же	1	1
53	далеко не все	1	1
54	к учению о	1	1
55	том что на	1	1
56	в этом смысле	5	1
57	так в особенности	1	1
58	не только слово	1	1
59	так чтобы она	1	1
60	и не может	2	1
61	в другом месте	1	1
62	что он не	1	1
63	я говорю о	1	1
64	а может быть	2	1
65	точки зрения ее	1	1
66	по крайней мере	2	1
67	это вовсе не	2	1
68	в той мере	1	1
69	или иной степени	2	1
70	здесь же мы	1	1
71	но все они	1	1
72	хотя бы и	2	1
73	зависимости от них	1	1
74	в то время	1	1
75	все должно быть	1	1
76	был бы не	1	1
77	он есть и	1	1
78	так же как	3	1
79	как раз тех	1	1
80	в этих словах	1	1
81	не потому что	1	1
82	о нем как	1	1
83	как и слово	2	1
84	по природе своей	1	1
85	то что он	1	1
86	а не как	1	1
87	это не значит	1	1
88	нашем смысле в	1	1
89	они уже не	1	1
90	не должна быть	1	1
91	в каком смысле	1	1
92	не имеет ничего	1	1
93	самом деле в	1	1
94	в особенности и	1	1
95	этой точки зрения	2	1
96	тому как в	1	1
97	то же время	3	1
98	все те же	1	1
99	никогда не может	2	1
100	само по себе	2	1
101	и независимо от	1	1
102	но все же	2	1
103	мы имеем в	2	1
104	в ее целом	1	1
105	в то же	3	1
106	уместно еще раз	1	1
107	в одном из	1	1
108	в том смысле	1	1
109	одной и той	1	1
110	друг от друга	2	1
111	не понимает что	1	1
112	здесь уместно еще	1	1
113	той мере в	1	1
114	тех или иных	1	1
115	литературного жанра в	1	1
116	быть не может	1	1
117	того как мы	1	1
118	вовсе еще не	1	1
119	именно потому что	1	1
