N	2gram	Losev_Dial_2	FransuaR
1	и в	19	45
2	и не	30	15
3	в этом	8	14
4	но в	2	14
5	не только	19	14
6	во всех	2	13
7	и его	5	13
8	в его	1	13
9	как бы	14	12
10	во время	2	12
11	что в	7	12
12	то же	12	11
13	в своем	4	11
14	в то	6	11
15	в нем	10	10
16	и с	5	10
17	как и	10	10
18	в том	14	10
19	но и	12	10
20	прежде всего	8	10
21	же время	5	9
22	в ней	2	8
23	таким образом	4	8
24	как мы	3	8
25	мира и	1	8
26	жизни и	6	8
27	вовсе не	13	8
28	и др	1	8
29	так же	2	8
30	также и	2	7
31	он был	1	7
32	том что	10	7
33	не в	8	7
34	потому что	14	7
35	что и	5	7
36	на мир	2	7
37	в конце	2	7
38	и все	12	7
39	все это	4	7
40	здесь не	1	6
41	в этой	3	6
42	он не	4	6
43	всех этих	3	6
44	весь мир	1	6
45	в них	1	6
46	связи с	4	6
47	так и	10	6
48	что он	6	6
49	так как	14	6
50	например в	2	5
51	самом деле	4	5
52	на самом	2	5
53	это и	3	5
54	с ее	2	5
55	и на	1	5
56	в акте	2	5
57	и как	10	5
58	и к	7	5
59	все эти	2	5
60	на этом	2	5
61	форм и	2	5
62	его в	3	5
63	и образы	2	5
64	с ним	4	5
65	этом отношении	1	5
66	мы видим	2	5
67	со всеми	1	5
68	человека с	1	5
69	и их	3	5
70	как раз	5	5
71	в связи	4	5
72	не может	9	5
73	но это	7	5
74	есть и	6	5
75	же как	3	4
76	мы уже	8	4
77	его не	2	4
78	мы не	1	4
79	и о	1	4
80	в сущности	2	4
81	колокольный звон	1	4
82	но не	6	4
83	в общем	2	4
84	перед нами	2	4
85	кроме того	3	4
86	в самом	5	4
87	тому же	1	4
88	по своему	5	4
89	об этом	3	4
90	это было	3	4
91	между собою	3	4
92	точки зрения	12	4
93	в их	2	4
94	вернемся к	1	4
95	в основе	1	4
96	у него	1	4
97	и это	5	4
98	здесь как	1	4
99	ничего не	3	4
100	и здесь	1	4
101	о том	5	4
102	и во	1	4
103	только в	5	4
104	с этим	3	4
105	мы находим	3	4
106	и даже	14	4
107	здесь в	1	4
108	сказать что	10	4
109	а не	16	4
110	его как	1	4
111	как это	7	4
112	и от	3	4
113	все они	1	4
114	а в	4	4
115	как на	1	4
116	ведь и	1	3
117	века в	1	3
118	но она	1	3
119	того же	1	3
120	и он	1	3
121	из этих	1	3
122	как в	2	3
123	в одной	4	3
124	выйти из	3	3
125	как он	4	3
126	но на	1	3
127	вообще не	1	3
128	что она	14	3
129	связанные с	1	3
130	и вот	4	3
131	как они	3	3
132	об этой	2	3
133	здесь нет	1	3
134	тела в	1	3
135	ни в	10	3
136	до сих	2	3
137	нисколько не	4	3
138	в своей	8	3
139	от его	1	3
140	не менее	3	3
141	не имеет	1	3
142	что на	2	3
143	тела и	5	3
144	от того	4	3
145	от их	2	3
146	и образ	1	3
147	то время	4	3
148	в другом	4	3
149	нем не	1	3
150	нуждается в	3	3
151	это не	10	3
152	именно в	2	3
153	того что	6	3
154	и прежде	2	3
155	и одновременно	1	3
156	поэтому и	1	3
157	есть в	2	3
158	в поэзии	7	3
159	в одном	4	3
160	но он	4	3
161	не было	3	3
162	еще и	1	3
163	миром в	1	3
164	о чем	3	3
165	там где	1	3
