N	2gram	Tiupa_Hudo_2	Istorich
1	и в	28	28
2	и т	4	25
3	может быть	8	25
4	т д	2	22
5	а не	14	15
6	не может	4	15
7	никогда не	5	14
8	мы имеем	1	13
9	для нас	3	13
10	то же	6	12
11	не только	11	12
12	что в	5	12
13	только в	4	11
14	мы не	1	10
15	все же	2	10
16	и что	1	10
17	что он	8	10
18	но и	9	10
19	прежде всего	3	10
20	т е	2	10
21	не в	13	9
22	так и	8	9
23	о том	12	9
24	то что	6	9
25	в том	15	9
26	и не	18	9
27	в этом	13	8
28	но в	2	8
29	что это	5	8
30	не всегда	1	8
31	если бы	6	8
32	в лесу	1	8
33	в ней	3	7
34	здесь мы	1	7
35	это не	6	7
36	еще не	3	7
37	и здесь	1	7
38	так же	3	7
39	том что	19	7
40	было бы	3	7
41	в этих	3	7
42	а в	6	7
43	в этой	5	6
44	ни один	1	6
45	о смерти	3	6
46	его в	2	6
47	тем не	4	6
48	не менее	5	6
49	к тому	7	6
50	что и	4	6
51	вслед за	4	6
52	так как	1	6
53	с другой	3	6
54	вместе с	2	6
55	когда он	1	6
56	видно что	1	6
57	например в	1	5
58	что они	4	5
59	в своем	5	5
60	что она	7	5
61	в силу	1	5
62	по существу	1	5
63	их в	1	5
64	дело не	2	5
65	в дальнейшем	1	5
66	можно было	3	5
67	в его	11	5
68	но не	4	5
69	в качестве	4	5
70	в одном	3	5
71	до сих	2	5
72	к которому	1	5
73	сих пор	2	5
74	или в	3	5
75	не знает	1	5
76	сказать что	2	5
77	другой стороны	1	5
78	героя в	1	5
79	и даже	1	4
80	и для	2	4
81	и на	3	4
82	между собой	1	4
83	не то	1	4
84	не все	3	4
85	представляет собой	1	4
86	все эти	1	4
87	но все	1	4
88	об этом	7	4
89	и с	6	4
90	как и	11	4
91	даже в	1	4
92	на него	3	4
93	в основе	2	4
94	здесь не	2	4
95	в пределах	1	4
96	того что	1	4
97	с одной	3	4
98	потому что	2	4
99	так что	1	4
100	мы знаем	2	4
101	а именно	1	4
102	превращается в	4	4
103	один из	2	4
104	одной стороны	3	4
105	там где	1	4
106	как будто	4	4
107	все это	3	4
108	это так	1	4
109	хотя бы	2	4
110	но это	1	4
111	обстоит дело	1	4
112	и другие	5	4
113	также и	1	3
114	чтобы не	3	3
115	время как	1	3
116	я не	7	3
117	ему в	2	3
118	не совсем	1	3
119	и он	3	3
120	по отношению	7	3
121	не просто	1	3
122	перед нами	11	3
123	при этом	11	3
124	не как	2	3
125	в сад	1	3
126	на этом	2	3
127	же не	2	3
128	в другом	2	3
129	из них	2	3
130	не с	2	3
131	и тогда	2	3
132	во время	1	3
133	в котором	6	3
134	по себе	1	3
135	раз и	1	3
136	эта мысль	1	3
137	в то	6	3
138	дело в	1	3
139	того как	2	3
140	однако это	1	3
141	у меня	1	3
142	есть только	1	3
143	же самое	3	3
144	как мы	2	3
145	только через	1	3
146	с того	2	3
147	ли он	2	3
148	и его	5	3
149	уже не	10	3
150	в начале	1	3
151	или даже	1	3
152	то время	1	3
153	тем что	6	3
154	именно в	2	3
155	как это	7	3
156	наряду с	5	3
157	это за	1	3
158	что же	2	3
159	будто бы	3	3
160	отношению к	7	3
161	точно так	1	3
162	отношения к	1	2
163	одним из	1	2
164	же как	2	2
165	и потому	1	2
166	по его	3	2
167	что если	1	2
168	у себя	1	2
169	а для	2	2
170	когда мы	1	2
171	это время	1	2
172	на них	1	2
173	столь же	3	2
174	бы то	1	2
175	во всех	1	2
176	то он	1	2
177	легко может	1	2
178	точка зрения	1	2
179	этого мотива	1	2
180	ответ на	2	2
181	как в	5	2
182	без другого	2	2
183	как уже	2	2
184	в действительности	1	2
185	от этого	1	2
186	за собой	1	2
187	он в	1	2
188	тоже не	2	2
189	не более	2	2
190	и тот	1	2
191	в себе	9	2
192	в жертву	1	2
193	как он	3	2
194	его но	1	2
195	в нем	3	2
196	он не	4	2
197	пор мы	1	2
198	том чтобы	1	2
199	так часто	1	2
200	мы получим	1	2
201	момент когда	1	2
202	то ни	1	2
203	а затем	1	2
204	а по	2	2
205	и тем	1	2
206	для него	5	2
207	только для	2	2
208	однако в	2	2
209	а иногда	1	2
210	как о	3	2
211	и другое	1	2
212	самого начала	1	2
213	одна из	2	2
214	только из	1	2
215	не видели	1	2
216	по своей	1	2
217	не по	2	2
218	окна и	1	2
219	всего в	1	2
220	в области	1	2
221	на это	1	2
222	в ее	18	2
223	мысль о	2	2
224	с самого	1	2
225	приводит к	2	2
226	и когда	1	2
227	на нее	1	2
228	еще в	1	2
229	том как	2	2
230	что от	1	2
231	мы в	1	2
232	с ним	7	2
233	ничего не	5	2
234	о нем	2	2
235	но мы	1	2
236	нас в	1	2
237	между тем	8	2
238	этот момент	1	2
239	в конечном	4	2
240	и только	2	2
241	и она	1	2
242	одной из	3	2
243	дело с	2	2
244	именно на	2	2
245	себя в	8	2
246	для всех	1	2
247	то и	4	2
248	еще одну	1	2
249	его и	2	2
250	вовсе не	2	2
251	говорит в	2	2
252	как раз	4	2
253	были бы	1	2
254	со стороны	3	2
255	еще и	2	2
256	с ней	1	2
257	а с	3	2
258	один и	1	2
259	что не	2	2
260	говорит о	4	2
261	же обстоит	1	2
262	не означает	1	2
263	вступает в	1	2
264	здесь кроется	1	2
265	как бы	5	2
266	именно так	2	2
267	у вас	4	2
268	еще одна	2	2
269	не существует	1	2
270	и от	2	2
271	бы в	1	2
272	по ходу	1	2
273	она его	1	2
274	между ними	2	2
275	была бы	3	2
276	в темноте	1	2
277	в точности	1	2
278	из этого	1	2
279	конечном итоге	1	2
280	самое что	2	2
281	в виде	2	2
282	в частности	7	2
283	это было	2	2
284	к этому	1	2
285	можно назвать	1	2
286	этой связи	2	1
287	не остается	1	1
288	и то	2	1
289	где мы	1	1
290	тех же	1	1
291	это и	1	1
292	но тем	2	1
293	упоминается и	1	1
294	не меняется	1	1
295	последней главе	1	1
296	в первом	2	1
297	те же	2	1
298	едва ли	3	1
299	мы уже	3	1
300	а как	2	1
301	обратимся к	2	1
302	себе как	1	1
303	та же	2	1
304	ответить на	1	1
305	говорить о	2	1
306	на себя	3	1
307	происходит и	1	1
308	бы с	2	1
309	своей жене	1	1
310	он был	1	1
311	мы читаем	2	1
312	заключена в	1	1
313	сад и	1	1
314	но как	1	1
315	в сторону	1	1
316	мешает ему	1	1
317	только тогда	1	1
318	а он	1	1
319	иногда и	1	1
320	или иное	1	1
321	из комнаты	1	1
322	отнюдь не	2	1
323	не видно	1	1
324	независимо от	1	1
325	поскольку они	1	1
326	как нам	1	1
327	это отнюдь	1	1
328	нем он	1	1
329	в полном	1	1
330	заботе о	1	1
331	и к	2	1
332	имеет в	1	1
333	смерти в	1	1
334	страх перед	2	1
335	то в	4	1
336	с детьми	2	1
337	со своей	2	1
338	оттого что	1	1
339	в которой	1	1
340	и у	2	1
341	мне не	1	1
342	образом и	1	1
343	в нашем	2	1
344	бы не	3	1
345	где также	1	1
346	из этих	2	1
347	быть объяснена	1	1
348	но он	1	1
349	тому же	2	1
350	ее как	1	1
351	но ведь	1	1
352	уже иное	1	1
353	над ними	1	1
354	ей в	2	1
355	так сказать	1	1
356	от которого	2	1
357	о которой	2	1
358	и еще	1	1
359	ими в	1	1
360	которому она	1	1
361	у читателя	1	1
362	содержит в	1	1
363	после свадьбы	1	1
364	какой бы	1	1
365	подобно тому	4	1
366	он об	1	1
367	значительной степени	1	1
368	могла бы	2	1
369	этом он	1	1
370	том случае	1	1
371	времени и	1	1
372	того или	2	1
373	и стала	1	1
374	дело здесь	1	1
375	лучше чем	1	1
376	за ней	1	1
377	претендует на	1	1
378	вопрос и	1	1
379	в жизни	8	1
380	что непосредственно	1	1
381	здесь однако	1	1
382	в них	3	1
383	соответствии с	3	1
384	этого не	1	1
385	и уже	4	1
386	которой он	1	1
387	для чего	1	1
388	легче всего	1	1
389	чем в	1	1
390	не мог	1	1
391	в саду	1	1
392	только тем	2	1
393	нее все	1	1
394	искать в	1	1
395	в своей	6	1
396	наших дней	1	1
397	за этими	2	1
398	она в	2	1
399	о личной	2	1
400	знаем что	1	1
401	от себя	1	1
402	с уверенностью	1	1
403	от его	1	1
404	всякий раз	3	1
405	одном из	1	1
406	с дочерью	1	1
407	бы так	1	1
