N	3gram	Tiupa_Disk_2	Komedia
1	в том что	6	9
2	в самом деле	1	6
3	в то же	4	4
4	о том что	3	4
5	то же время	5	4
6	с самого начала	1	4
7	по отношению к	4	3
8	с точки зрения	2	3
9	во всяком случае	1	3
10	речь идет о	1	3
11	с одной стороны	4	3
12	тем не менее	1	3
13	состоит в том	2	2
14	в этом случае	2	2
15	бы то ни	1	2
16	в этом отношении	4	2
17	то ни было	1	2
18	с другой стороны	1	2
19	в конечном счете	1	2
20	не в состоянии	1	1
21	в обоих случаях	2	1
22	равно как и	1	1
23	не говоря уже	1	1
24	подобно тому как	2	1
25	в том числе	1	1
26	в соответствии с	2	1
27	одной стороны и	2	1
28	ни одно из	2	1
29	говоря уже о	1	1
30	и в то	1	1
31	то что и	1	1
32	в отличие от	12	1
33	в первую очередь	2	1
34	но и здесь	1	1
35	отнюдь не является	1	1
36	и не может	2	1
37	в частности на	1	1
38	по крайней мере	1	1
39	с ней в	1	1
40	и в частности	1	1
41	не знает он	1	1
42	на мой взгляд	2	1
43	и не дает	1	1
44	не сводится к	2	1
45	но при этом	2	1
46	и в пределах	1	1
47	к лицу с	1	1
48	из той же	1	1
49	ближе к тому	1	1
50	в себе самом	1	1
51	который по самой	1	1
52	для литературного жанра	1	1
53	так и в	3	1
54	можно сказать что	1	1
55	в основе своей	2	1
56	не менее в	1	1
57	друг от друга	1	1
58	лицом к лицу	1	1
59	друг друга и	1	1
60	может быть все	1	1
61	том числе и	1	1
62	свое право на	1	1
63	в свое время	2	1
