N	3gram	Potebnia_M_2	Marksizm
1	не может быть	2	10
2	то же время	2	8
3	в то же	2	8
4	в связи с	1	7
5	для того чтобы	2	6
6	в том что	7	6
7	с самого начала	2	5
8	в свою очередь	6	5
9	в большинстве случаев	1	5
10	смысле этого слова	3	4
11	и того же	6	4
12	бы то ни	1	4
13	то ни было	1	4
14	на самом деле	2	4
15	одного и того	6	4
16	если бы он	1	3
17	и не может	1	3
18	в таком случае	2	3
19	в отличие от	1	3
20	до сих пор	4	3
21	и не в	1	3
22	одно и то	2	3
23	с одной стороны	3	3
24	и то же	2	3
25	о том что	1	3
26	одной стороны и	1	2
27	если б мы	1	2
28	более или менее	8	2
29	том что он	1	2
30	внутренней и внешней	1	2
31	не было бы	4	2
32	в собственном смысле	1	2
33	по крайней мере	5	2
34	во всяком случае	7	2
35	мы можем сказать	1	2
36	на то что	3	2
37	слова для него	1	1
38	и связанные с	1	1
39	мы не воспринимаем	1	1
40	не только по	2	1
41	прежде всего на	1	1
42	их жизни и	1	1
43	дело в том	1	1
44	с одним из	1	1
45	к другому в	1	1
46	в слове и	1	1
47	будет никаких оснований	1	1
48	не будет никаких	1	1
49	и как увидим	1	1
50	в этом случае	1	1
51	языка и не	1	1
52	же касается до	1	1
53	если не исключительно	1	1
54	сам по себе	4	1
55	сами по себе	7	1
56	связанные с этим	2	1
57	себе не может	1	1
58	ни начала ни	1	1
59	внимание на следующее	1	1
60	и каждому из	1	1
61	и в других	1	1
62	но тем не	3	1
63	и тогда когда	2	1
64	лишь в той	1	1
65	и не имеет	2	1
66	и на все	1	1
67	слово чужого языка	1	1
68	и в процессе	1	1
69	а не иначе	1	1
70	может обойтись без	1	1
71	начала ни конца	1	1
72	по сравнению с	1	1
73	тем не менее	5	1
74	не могут быть	3	1
75	во всех этих	1	1
76	на первых порах	1	1
77	на которые мы	1	1
78	а в обществе	1	1
79	само по себе	2	1
80	при этом мы	1	1
81	с другой стороны	2	1
82	о которых мы	1	1
83	мы видели что	1	1
84	связи с другими	1	1
85	при этом как	1	1
86	им как бы	1	1
87	и в свою	4	1
88	в переносном смысле	1	1
89	таким образом в	2	1
90	в душевной жизни	1	1
91	так и в	2	1
92	даже и в	1	1
93	этого слова и	1	1
94	с тем что	1	1
95	если бы в	1	1
96	не имеет значения	1	1
97	не менее в	1	1
98	но все же	1	1
99	не было в	1	1
100	друг от друга	1	1
101	есть прежде всего	2	1
102	за другим и	1	1
103	но во всяком	3	1
104	для него как	1	1
105	то что они	1	1
106	не может обойтись	2	1
107	но не только	1	1
108	на все остальные	1	1
109	а не сами	1	1
110	как и в	1	1
111	здесь как и	1	1
112	так а не	1	1
113	они не имеют	1	1
114	нам кажется что	2	1
