N	3gram	Vygotskiy__7	Problemy
1	с точки зрения	21	8
2	в большинстве случаев	2	8
3	до сих пор	3	7
4	по отношению к	5	5
5	сам по себе	1	5
6	в то же	1	5
7	и не может	1	4
8	в отличие от	2	4
9	сама по себе	1	4
10	не может быть	4	4
11	друг с другом	2	4
12	в самом деле	4	4
13	можно было бы	1	3
14	мы уже говорили	1	3
15	как мы увидим	1	3
16	с другой стороны	1	3
17	той или иной	1	3
18	никак не может	1	3
19	как и в	3	3
20	в самой этой	1	2
21	слово может быть	1	2
22	в этом смысле	1	2
23	том что он	2	2
24	как раз и	1	2
25	друг на друга	1	2
26	слова и мысли	1	2
27	того и другого	2	2
28	и в этих	1	2
29	в конце концов	1	2
30	но при этом	1	2
31	и то же	3	2
32	в одной плоскости	1	2
33	то время как	2	2
34	одно и то	3	2
35	друг к другу	1	2
36	тем не менее	3	2
37	в то время	2	2
38	никогда не может	1	2
39	те изменения которые	1	2
40	но все же	1	2
41	на то что	4	2
42	друг от друга	2	2
43	по себе но	1	2
44	а следовательно и	1	1
45	представим себе что	1	1
46	мысли и слова	4	1
47	и в речи	2	1
48	он как и	1	1
49	остается тем же	1	1
50	прежде всего в	2	1
51	как бы не	1	1
52	одна из важнейших	1	1
53	к учению о	1	1
54	также и в	1	1
55	есть прежде всего	1	1
56	в том числе	1	1
57	в том и	3	1
58	так что в	1	1
59	то же самое	5	1
60	в том же	1	1
61	одной стороны и	3	1
62	же как и	2	1
63	что он живет	1	1
64	со всеми ее	1	1
65	но между тем	1	1
66	что с точки	1	1
67	и во всех	1	1
68	в сущности все	1	1
69	не может найти	1	1
70	что он не	1	1
71	не вещь а	1	1
72	и ту же	1	1
73	собственные мысли и	1	1
74	в собственном смысле	3	1
75	заместить его в	1	1
76	том числе и	1	1
77	не как речь	1	1
78	от мысли к	5	1
79	здесь не в	1	1
80	речи там в	1	1
81	то что было	1	1
82	своего пути и	2	1
83	сильнее чем у	1	1
84	его отношения к	1	1
85	его мысли в	1	1
86	дело идет о	1	1
87	неизбежно приводит к	2	1
88	по своей структуре	2	1
89	с одной стороны	5	1
90	то к чему	1	1
91	смысле этого слова	3	1
92	в той же	2	1
93	все больше и	2	1
94	до некоторой степени	1	1
95	для него и	1	1
96	прежде всего на	1	1
97	в противоположных направлениях	2	1
98	во всяком случае	1	1
99	этого слова с	1	1
100	то же слово	1	1
101	о которых мы	2	1
102	вместо того чтобы	1	1
103	о том что	4	1
104	речи и в	3	1
105	только на то	1	1
106	своего выражения в	2	1
107	отношении к другим	1	1
108	найти своего выражения	1	1
109	речь а не	1	1
110	тем что здесь	1	1
111	так и в	1	1
112	слова с точки	2	1
113	само по себе	1	1
114	на самом деле	2	1
115	слова как мы	1	1
116	этой точки зрения	4	1
117	не только не	9	1
118	поэтому мы и	1	1
119	можно сказать что	3	1
120	благоприятные условия для	1	1
121	мы не только	1	1
122	все что ему	1	1
123	после того как	1	1
124	больше и больше	2	1
125	как мы уже	1	1
126	и его значение	2	1
127	может найти своего	1	1
128	мы упоминали выше	1	1
129	одну и ту	1	1
130	в том что	13	1
131	точки зрения того	1	1
