N	2gram	Tiupa_Disk_1	Dialekti
1	не есть	2	40
2	и не	11	30
3	и есть	2	19
4	а не	22	18
5	может быть	17	17
6	то что	5	16
7	и в	16	15
8	как бы	5	14
9	точки зрения	3	14
10	не имеет	1	14
11	что это	1	13
12	по себе	3	13
13	того что	3	13
14	это не	3	12
15	в этом	15	11
16	говорить о	1	11
17	в том	23	11
18	прежде всего	11	11
19	не может	9	11
20	и все	2	11
21	том что	19	10
22	в основе	7	10
23	потому что	4	10
24	с ее	2	10
25	личности и	1	10
26	это и	1	9
27	то же	7	9
28	мы не	1	9
29	было бы	1	9
30	с точки	1	9
31	в виду	2	9
32	и что	2	9
33	уже не	4	9
34	в чем	1	8
35	не в	7	8
36	в себе	7	8
37	не только	28	8
38	и это	1	8
39	и о	4	8
40	и ее	2	8
41	и мы	1	7
42	как и	16	7
43	по крайней	2	7
44	и вообще	2	7
45	и его	2	7
46	только в	7	7
47	крайней мере	2	7
48	или в	2	7
49	что он	4	7
50	что в	4	7
51	мифа и	1	6
52	перед нами	3	6
53	хотя и	2	6
54	и тем	2	6
55	если бы	1	6
56	в то	3	6
57	же время	4	6
58	что и	3	6
59	и даже	3	6
60	а именно	1	6
61	в результате	1	6
62	тем более	1	6
63	в мифе	1	6
64	сказать что	3	6
65	той же	1	5
66	мы имеем	2	5
67	в сущности	2	5
68	утверждаю что	1	5
69	и на	5	5
70	быть в	1	5
71	с его	4	5
72	в своем	6	5
73	учение о	1	5
74	на то	1	5
75	что она	1	5
76	в нем	9	5
77	в жизни	1	5
78	что такое	1	5
79	но только	1	5
80	как таковой	1	5
81	я не	1	5
82	в каком	1	5
83	таким образом	3	5
84	о том	8	5
85	в себя	5	5
86	так и	8	5
87	можно сказать	5	5
88	именно в	3	5
89	личности в	1	5
90	в меру	1	5
91	в смысле	1	5
92	также и	3	4
93	хотя бы	3	4
94	что они	1	4
95	в этой	2	4
96	и как	6	4
97	с их	1	4
98	не как	4	4
99	в силу	5	4
100	подобно тому	2	4
101	этом смысле	1	4
102	с тем	1	4
103	мир и	1	4
104	уже о	2	4
105	той или	3	4
106	еще не	14	4
107	в его	7	4
108	мы должны	1	4
109	с ними	1	4
110	есть в	2	4
111	в одном	2	4
112	не о	1	4
113	как раз	1	4
114	отнюдь не	8	4
115	в особенности	4	4
116	тому как	3	4
117	но это	1	4
118	один из	3	4
119	тех или	1	4
120	или не	1	4
121	но и	14	4
122	должны быть	3	4
123	отношения к	2	3
124	и то	1	3
125	только потому	1	3
126	чего не	1	3
127	едва ли	2	3
128	со стороны	7	3
129	событий а	2	3
130	в истории	4	3
131	как в	10	3
132	с этим	3	3
133	и нет	1	3
134	когда он	2	3
135	но в	8	3
136	от этого	1	3
137	бы и	1	3
138	на этом	2	3
139	ни чисто	2	3
140	об этом	2	3
141	не всегда	2	3
142	в данном	5	3
143	в своей	5	3
144	в их	5	3
145	возможно только	2	3
146	и притом	1	3
147	мы можем	1	3
148	как формы	2	3
149	могут быть	4	3
150	лежит в	1	3
151	более не	1	3
152	говоря уже	2	3
153	в словах	1	3
154	быть и	1	3
155	для всех	1	3
156	в виде	1	3
157	при помощи	1	3
158	в области	1	3
159	за пределы	2	3
160	себя и	1	3
161	что не	4	3
162	говорит о	1	3
163	ни о	1	3
164	когда она	1	3
165	и потому	3	3
166	что здесь	1	3
167	или нет	1	3
168	в свою	3	3
169	не говоря	2	3
170	только о	1	3
171	это понятие	3	3
172	тем самым	1	3
173	к этому	2	3
174	нем нет	1	2
175	можно говорить	1	2
176	и без	2	2
177	он всегда	2	2
178	и само	1	2
179	вопрос о	1	2
180	совпадает с	2	2
181	сам по	1	2
182	на нем	1	2
183	как вещь	1	2
184	во всех	5	2
185	как таковая	1	2
186	но как	2	2
187	себе и	1	2
188	нет и	1	2
189	и чем	1	2
190	из возможных	1	2
191	все же	3	2
192	просто как	1	2
193	себе не	3	2
194	или иную	1	2
195	в самом	3	2
196	в которой	1	2
197	из этих	1	2
198	что даже	2	2
199	претендует на	4	2
200	всей его	2	2
201	при этом	13	2
202	тем не	1	2
203	в понятии	1	2
204	с этой	1	2
205	но все	1	2
206	не будет	1	2
207	есть все	1	2
208	на все	1	2
209	лишь в	4	2
210	это было	2	2
211	заключается в	3	2
212	время и	1	2
213	от одного	1	2
214	в них	4	2
215	и вне	1	2
216	том как	1	2
217	в котором	5	2
218	представление о	1	2
219	что было	1	2
220	не могли	1	2
221	однако в	3	2
222	необходимо чтобы	1	2
223	что с	2	2
224	не менее	2	2
225	но они	2	2
226	никогда не	2	2
227	и по	2	2
228	во всем	1	2
229	как не	3	2
230	не по	1	2
231	как будто	1	2
232	может и	2	2
233	что на	1	2
234	не могут	1	2
235	свою очередь	3	2
236	в ее	3	2
237	и может	1	2
238	мог бы	1	2
239	на что	1	2
240	даже не	1	2
241	о ней	1	2
242	о нем	2	2
243	есть само	1	2
244	и во	2	2
245	тем или	1	2
246	и требует	2	2
247	одной из	4	2
248	как нечто	1	2
249	в качестве	34	2
250	себя в	2	2
251	то и	1	2
252	в нашей	1	2
253	из них	3	2
254	ту или	1	2
255	и их	1	2
256	отличие от	5	2
257	тем что	3	2
258	от того	1	2
259	не было	7	2
260	что человек	1	2
261	с той	1	2
262	же о	1	2
263	другой стороны	3	2
264	его как	2	2
265	понятие о	3	2
266	в частности	9	2
267	вместе с	1	2
268	как это	1	2
269	только его	1	2
270	что же	2	2
271	да и	1	2
272	но для	1	2
273	не мог	1	2
274	за его	2	2
275	и часто	1	2
276	при таком	1	2
277	это как	1	2
278	у достоевского	1	2
279	а как	1	2
280	отношении к	1	2
281	цель и	1	2
282	функций и	1	2
283	и при	1	2
284	оно не	2	2
285	в свое	1	2
286	того или	2	2
287	в противоположность	2	2
288	во всяком	2	2
289	второй из	1	1
290	говорили о	2	1
291	речь идет	1	1
292	чтобы не	1	1
293	на самом	1	1
294	переход от	1	1
295	всего это	1	1
296	и должны	1	1
297	идет о	1	1
298	и реального	1	1
299	к другому	2	1
300	дело не	2	1
301	видеть в	1	1
302	которое может	1	1
303	состояния в	1	1
304	жизни для	1	1
305	для своего	2	1
306	из своих	1	1
307	имеет свою	3	1
308	только благодаря	1	1
309	а принципиально	1	1
310	но она	1	1
311	в изложении	1	1
312	из того	1	1
313	и он	2	1
314	к общему	1	1
315	как таковые	1	1
316	на них	1	1
317	он сам	1	1
318	или во	1	1
319	не требует	1	1
320	говорим только	1	1
321	из сторон	1	1
322	не то	1	1
323	и всякий	1	1
324	очевидно что	1	1
325	в новом	2	1
326	отношение к	4	1
327	тут же	1	1
328	в едином	2	1
329	как говорит	1	1
330	в одной	3	1
331	стороны и	2	1
332	как к	2	1
333	категории в	1	1
334	такое слово	1	1
335	целый ряд	2	1
336	это тоже	1	1
337	и художественного	1	1
338	говорит не	1	1
339	не приходится	2	1
340	зависит и	1	1
341	в нашем	1	1
342	следы и	1	1
343	что так	1	1
344	утверждение в	1	1
345	роль в	7	1
346	в философии	1	1
347	она еще	1	1
348	на объект	1	1
349	человек не	1	1
350	он не	1	1
351	всех этих	1	1
352	в первую	1	1
353	категорий в	1	1
354	и более	1	1
355	содержит в	1	1
356	чем она	1	1
357	имевшие место	1	1
358	или иных	1	1
359	одно и	1	1
360	и заключается	1	1
361	другое в	1	1
362	этом последнем	1	1
363	оно весьма	1	1
364	том случае	1	1
365	а его	1	1
366	не предполагает	4	1
367	с другими	1	1
368	новое и	1	1
369	данном случае	2	1
370	чаще всего	1	1
371	только лишь	1	1
372	о которых	1	1
373	к своим	1	1
374	их как	1	1
375	мы видели	1	1
376	искать не	1	1
377	ведет к	3	1
378	потому и	1	1
379	одного и	2	1
380	бы на	1	1
381	интерес представляет	1	1
382	установки и	1	1
383	себе а	1	1
384	в отличие	5	1
385	в которых	4	1
386	понятно что	1	1
387	не от	2	1
388	произведение есть	1	1
389	только самим	1	1
390	которые в	1	1
391	не должна	1	1
392	образ не	1	1
393	и вся	1	1
394	к мировому	1	1
395	естественный результат	1	1
396	вплоть до	1	1
397	виду что	1	1
398	она могла	1	1
399	то чего	1	1
400	своего существования	1	1
401	в процессе	5	1
402	событий это	1	1
403	восхождение к	1	1
404	имеем дело	2	1
405	его смысл	1	1
406	и теперь	1	1
407	связи с	4	1
408	здесь же	1	1
409	это уже	1	1
410	однако это	2	1
411	понятие как	1	1
412	такие же	1	1
413	а в	5	1
414	в специальном	1	1
415	к себе	2	1
416	жизни которая	1	1
417	когда мы	1	1
418	и вполне	1	1
419	человека в	2	1
420	ли не	3	1
