1	в то же	5	9
2	то же время	5	9
3	по отношению к	5	8
4	в том что	16	6
5	том что он	2	4
6	а не как	1	4
7	не может быть	3	4
8	на самом деле	1	4
9	в этом отношении	2	3
10	все то что	1	3
11	и т п	2	3
12	само по себе	3	3
13	с другой стороны	4	3
14	подобно тому как	2	3
15	сами по себе	1	3
16	то же что	4	3
17	до сих пор	3	2
18	именно потому что	1	2
19	не только в	4	2
20	себе еще не	1	2
21	в данном случае	1	2
22	в самом деле	1	2
23	по себе еще	1	2
24	для него самого	1	2
25	только то что	1	2
26	не могут быть	2	1
27	на первый взгляд	1	1
28	в противном случае	1	1
29	между собою в	1	1
30	а потому и	1	1
31	у него в	1	1
32	что оно есть	1	1
33	в каждом отдельном	1	1
34	о том что	1	1
35	таким образом и	1	1
36	по себе а	4	1
37	в себе все	1	1
38	точек зрения и	1	1
39	так и в	2	1
40	отношения к миру	1	1
41	в его сознании	1	1
42	не образ а	1	1
43	по себе не	1	1
44	то что я	2	1
45	слова и его	1	1
46	но что же	1	1
47	один из этих	1	1
48	с нею в	1	1
49	притом не только	1	1
50	том что это	1	1
51	но как в	1	1
52	тем что в	1	1
53	потому что он	3	1
54	к нему как	2	1
55	все это в	1	1
56	тем что оно	1	1
57	сама по себе	2	1
58	в нас самих	1	1
59	может быть только	3	1
60	к тому что	2	1
61	бы оно ни	1	1
62	и т д	3	1
63	на котором мы	1	1
64	именно в том	2	1
65	в этом рассказе	1	1
66	по крайней мере	5	1
67	для того чтобы	3	1
68	и оно не	1	1
69	в одно время	1	1
70	нам кажется что	1	1
71	не все в	1	1
72	то же самое	1	1
73	мы ее понимаем	1	1
74	хотя далеко не	1	1
75	более или менее	3	1
76	на котором оно	1	1
77	и в других	1	1
78	те же что	1	1
79	может находиться в	1	1
80	есть то что	1	1
81	художественного произведения и	1	1
82	имеет значение только	2	1
83	и относится к	1	1
84	именно тем что	1	1
85	может быть назван	1	1
86	как мы уже	1	1
87	что все эти	1	1
88	если бы эти	1	1
89	не в том	5	1
90	можно сказать что	2	1
91	глубокое и верное	1	1
92	быть не может	1	1
93	сравнить его с	1	1
94	друг с другом	1	1
95	в свою очередь	3	1
96	что и в	3	1
97	в то время	4	1
98	в художественном произведении	1	1
99	а в том	5	1
100	только в форме	1	1
101	ни одно не	1	1
102	и что в	1	1
103	что мы видим	1	1
104	несмотря на свою	1	1
105	как мы видели	1	1
106	таким образом в	1	1
107	или лучше сказать	2	1
108	не было как	1	1
109	же что и	1	1
110	зависит от того	2	1
111	в первом случае	2	1
112	предметом и его	1	1
113	в своей совокупности	1	1
114	то время как	1	1
115	то все же	1	1
116	же что мы	1	1
117	но не в	1	1
118	заключается в том	1	1
119	как бы ни	2	1
120	как мы ее	2	1
121	то и другое	1	1
122	мы видим не	1	1
123	не только не	2	1
124	но не только	1	1
125	самим по себе	1	1
126	же время и	1	1
