N	3gram	Bakhtin_Fr_8	Literetu
1	то же время	10	9
2	в то же	10	9
3	не может быть	2	7
4	с одной стороны	2	6
5	в том что	6	5
6	состоит в том	1	4
7	с другой стороны	2	4
8	с точки зрения	2	3
9	в этом отношении	1	3
10	в данном случае	2	3
11	по отношению к	1	3
12	речь идет о	1	3
13	о том что	2	2
14	подобно тому как	1	2
15	в свое время	1	2
16	в том числе	3	2
17	и наконец в	1	1
18	то же самое	1	1
19	одной стороны и	1	1
20	вместе с тем	1	1
21	в отличие от	1	1
22	бы то ни	2	1
23	же время не	1	1
24	только то что	1	1
25	и понятий в	1	1
26	говорит о себе	1	1
27	себе и себя	1	1
28	том числе и	2	1
29	можно было бы	1	1
30	и то что	1	1
31	и в то	5	1
32	в самом начале	1	1
33	в действительности же	1	1
34	уже не раз	1	1
35	во всех этих	1	1
36	не в том	1	1
37	прежде всего в	1	1
38	и др наконец	1	1
39	из которых он	1	1
40	с тем чтобы	1	1
41	при этом как	1	1
42	в частности в	1	1
43	и некоторые другие	1	1
44	мы не можем	1	1
45	вещей и понятий	4	1
46	имел в виду	1	1
47	сказать и о	1	1
48	на самом деле	1	1
49	речь шла о	1	1
50	никогда не бывает	1	1
51	не только не	2	1
52	и прежде всего	1	1
53	той или иной	1	1
54	в этой системе	1	1
55	то ни было	1	1
56	книге о рабле	1	1
57	после того как	1	1
58	а с другой	1	1
59	была своего рода	1	1
60	и притом в	1	1
61	для того чтобы	2	1
62	как мы видели	2	1
