N	2gram	Tiupa_Anal_3	Vladivir
1	и в	18	40
2	то что	2	28
3	не только	22	25
4	и не	12	25
5	учение о	1	24
6	у него	1	24
7	то есть	10	24
8	том что	12	18
9	в том	9	18
10	но и	13	18
11	еще и	3	18
12	что в	9	17
13	в этом	14	16
14	в его	7	14
15	так что	1	14
16	не может	2	14
17	точки зрения	3	13
18	вовсе не	1	13
19	только в	2	13
20	в конце	5	12
21	а именно	1	12
22	сказать что	2	12
23	едва ли	3	11
24	никогда не	5	11
25	потому что	1	11
26	таким образом	4	11
27	о том	6	11
28	в году	3	10
29	тем не	2	10
30	и его	13	10
31	не есть	4	10
32	прежде всего	5	10
33	как раз	7	10
34	и потому	2	10
35	уже не	5	9
36	в себе	2	9
37	в своей	1	9
38	не менее	4	9
39	под названием	1	9
40	как мы	1	8
41	в своем	4	8
42	в этой	6	8
43	он не	6	8
44	а также	2	8
45	для него	6	8
46	может быть	9	8
47	а не	9	8
48	хотя и	2	7
49	и как	4	7
50	с тем	2	7
51	как и	14	7
52	несмотря на	2	7
53	в то	3	7
54	что и	5	7
55	того что	1	7
56	вместе с	2	7
57	к тому	6	7
58	а в	10	7
59	в своих	1	7
60	оно есть	1	6
61	и на	4	6
62	то в	2	6
63	не будет	3	6
64	не мог	2	6
65	с точки	2	6
66	по себе	4	6
67	во всем	3	6
68	и от	2	6
69	так и	14	6
70	об этом	2	6
71	и здесь	2	6
72	и даже	8	6
73	да и	2	6
74	но это	1	6
75	хотя бы	1	6
76	отношения к	2	5
77	мы уже	1	5
78	в ней	2	5
79	отнюдь не	4	5
80	в истории	1	5
81	все эти	2	5
82	тому же	3	5
83	должно быть	1	5
84	но если	1	5
85	дело в	2	5
86	тем что	2	5
87	ничего не	3	5
88	у нас	1	5
89	для себя	1	5
90	с другой	7	5
91	что он	4	5
92	в одном	4	5
93	не говорит	1	5
94	не было	3	5
95	в данном	4	5
96	между прочим	1	5
97	в самом	5	4
98	то же	3	4
99	что если	1	4
100	и о	1	4
101	вопрос о	1	4
102	еще не	6	4
103	но не	7	4
104	все же	4	4
105	но в	2	4
106	бы и	2	4
107	на то	1	4
108	было бы	3	4
109	даже в	2	4
110	или как	1	4
111	только при	1	4
112	в дальнейшем	2	4
113	в глаза	2	4
114	не с	2	4
115	мог бы	1	4
116	никак не	1	4
117	а с	1	4
118	говорит о	2	4
119	однако и	3	4
120	и все	2	4
121	как это	3	4
122	в течение	1	4
123	такого рода	5	4
124	поскольку он	3	4
125	в результате	5	4
126	мы должны	1	4
127	есть и	1	4
128	на самом	1	3
129	мы имеем	5	3
130	на первом	1	3
131	я не	1	3
132	и был	1	3
133	здесь не	3	3
134	не все	1	3
135	отличие от	2	3
136	за пределы	1	3
137	независимо от	1	3
