N	3gram	Tiupa_Anal_1	Myshleni
1	в том что	9	19
2	по отношению к	5	10
3	с точки зрения	4	10
4	для того чтобы	3	8
5	к тому что	1	7
6	то же самое	2	6
7	в зависимости от	1	5
8	и тем самым	1	5
9	друг с другом	1	5
10	и того же	2	4
11	в сущности говоря	1	4
12	одного и того	2	4
13	и той же	1	3
14	до сих пор	1	3
15	в этом отношении	2	3
16	из того что	3	3
17	одной и той	1	3
18	в первом случае	2	3
19	отношение к предмету	1	2
20	не в состоянии	1	2
21	состоит в том	3	2
22	это означает что	2	2
23	в этом смысле	1	2
24	в том же	1	2
25	и не может	4	2
26	именно в этом	2	2
27	вместе с тем	1	2
28	у одного и	1	2
29	что то что	1	2
30	во втором случае	1	2
31	не могут быть	2	2
32	с другой стороны	2	2
33	то что мы	1	2
34	в связи с	1	2
35	и отношений между	1	2
36	мы имеем дело	4	2
37	не может быть	16	2
38	друг друга а	1	1
39	один и тот	1	1
40	что иное как	5	1
41	к объекту в	1	1
42	нет и не	2	1
43	оно может быть	1	1
44	в том числе	3	1
45	в том и	2	1
46	о том как	1	1
47	в качестве своего	2	1
48	как раз и	1	1
49	что как бы	1	1
50	только в том	1	1
51	он не должен	1	1
52	и в разных	1	1
53	есть в сущности	1	1
54	сами по себе	2	1
55	в отличие от	6	1
56	и все их	1	1
57	по своему содержанию	1	1
58	связей и отношений	1	1
59	по аналогии с	1	1
60	в собственном смысле	1	1
61	том числе и	1	1
62	с этой точки	1	1
63	случае мы имеем	1	1
64	в равной мере	1	1
65	и тогда когда	1	1
66	в том или	2	1
67	сам по себе	1	1
68	в данном случае	2	1
69	не только в	1	1
70	с одной стороны	3	1
71	и тот же	1	1
72	и не могут	1	1
73	имеем дело с	3	1
74	самом деле как	1	1
75	в любой другой	1	1
76	феноменов и не	1	1
77	с возвращением в	1	1
78	собственном смысле слова	1	1
79	в широком смысле	2	1
80	этой точки зрения	1	1
81	и все же	2	1
82	есть не что	3	1
83	на фоне которых	1	1
84	и как бы	1	1
85	только тогда когда	1	1
86	не что иное	4	1
87	мышления в частности	1	1
88	как и в	1	1
89	в свою очередь	1	1
90	содержат в себе	1	1
91	мы увидим далее	1	1
92	но отнюдь не	1	1
93	в самом деле	2	1
94	той или иной	6	1
95	включает в себя	1	1
96	возможно только в	1	1
97	смысле этого слова	1	1
98	тогда когда оно	1	1
99	но не может	1	1
100	и отношения между	1	1
101	мы встречаемся с	1	1
102	тех или иных	2	1
103	подобно тому как	3	1
104	связи и отношения	1	1
