N	3gram	Potebnia_M_3	Hudozhes
1	по отношению к	5	10
2	то же время	5	6
3	в то же	5	6
4	более или менее	3	5
5	с другой стороны	4	5
6	в том что	16	5
7	одно и то	5	3
8	и то же	5	3
9	тем не менее	3	3
10	можно сказать что	2	3
11	искусства может быть	1	2
12	в таком случае	2	2
13	в противном случае	1	2
14	с одной стороны	3	2
15	так или иначе	1	2
16	в свою очередь	3	2
17	для того чтобы	3	2
18	к тому что	2	2
19	сама по себе	2	2
20	таким образом что	1	1
21	бы ни был	1	1
22	точки зрения и	1	1
23	может быть назван	1	1
24	то же художественное	1	1
25	себя и что	1	1
26	одним и тем	3	1
27	это было бы	1	1
28	подобно тому как	2	1
29	а тем более	1	1
30	форма в которой	2	1
31	в таких случаях	1	1
32	что он не	3	1
33	только то что	1	1
34	из того что	1	1
35	состоит не в	1	1
36	заключает в себе	5	1
37	несмотря на свою	1	1
38	могли бы быть	1	1
39	значении этого слова	1	1
40	в его сознание	1	1
41	по крайней мере	5	1
42	в том случае	1	1
43	к субъекту и	1	1
44	и не дает	1	1
45	в художественном произведении	1	1
46	по себе еще	1	1
47	таким образом и	1	1
48	к вопросу о	1	1
49	отношения к миру	1	1
50	того что не	1	1
51	в произведении искусства	3	1
52	не могут быть	2	1
53	в его сознании	1	1
54	лично для себя	1	1
55	их отношении к	1	1
56	может быть названо	1	1
57	и в том	2	1
58	все то что	1	1
59	в свое время	1	1
60	в то время	4	1
61	а в том	5	1
62	что даже в	1	1
63	по себе а	4	1
64	имея в виду	1	1
65	не принадлежат к	1	1
66	на свое место	1	1
67	о том что	1	1
68	тем и другим	1	1
69	а можно только	1	1
70	в себе самом	1	1
71	и тем самым	1	1
72	и в самом	2	1
73	и в слове	2	1
74	именно потому что	1	1
75	может и не	1	1
76	друг от друга	1	1
77	легко может быть	1	1
78	и тем же	3	1
79	художественное произведение и	1	1
80	быть не может	1	1
81	том что он	2	1
82	не может быть	3	1
83	к нему как	2	1
84	в их отношении	1	1
85	как и в	2	1
86	к тому же	1	1
87	себе еще не	1	1
