N	4gram	Vinokur_Ku_3	Narrotol
1	в то же время	1	4
2	обращает на себя внимание	1	3
3	в войне и мире	1	2
4	в первом случае мы	1	1
5	и не может быть	1	1
6	лишь в том случае	2	1
7	если бы не было	1	1
8	мы тем не менее	1	1
9	до сих пор еще	3	1
10	который в данном случае	1	1
11	но для того чтобы	1	1
12	в той или иной	2	1
13	в рамках одного и	1	1
14	и в самом деле	3	1
15	одного и того же	2	1
16	и в то же	1	1
17	один и тот же	2	1
18	рамках одного и того	1	1
19	той или иной степени	1	1
20	в том что на	1	1
