N	2gram	Voloshinov_1	Istorich
1	и в	16	26
2	так как	4	18
3	мы имеем	1	14
4	никогда не	2	13
5	и на	4	12
6	в этом	9	12
7	таким образом	9	12
8	в том	3	12
9	что в	3	12
10	может быть	17	11
11	связь с	1	11
12	не только	7	10
13	том что	3	10
14	с другой	1	10
15	и не	4	10
16	еще не	5	9
17	о смерти	1	9
18	что он	2	9
19	но и	4	9
20	и это	6	8
21	все эти	5	8
22	все же	1	8
23	в нем	4	8
24	с ним	2	8
25	вместе с	3	8
26	но в	4	7
27	мы можем	9	7
28	и его	8	7
29	о том	2	7
30	с одной	1	7
31	уже не	1	7
32	у него	2	7
33	одной стороны	1	7
34	мы уже	2	6
35	мы не	2	6
36	как он	1	6
37	и с	8	6
38	то что	3	6
39	в более	1	6
40	ее в	2	6
41	не может	8	6
42	то же	2	5
43	в ней	1	5
44	не будет	2	5
45	и этим	2	5
46	как и	2	5
47	и что	1	5
48	же мы	1	5
49	так и	4	5
50	в его	4	5
51	мы видим	2	5
52	только в	4	5
53	у нас	1	5
54	как это	3	5
55	этот мотив	1	5
56	его в	4	5
57	как мы	4	4
58	с его	7	4
59	что оно	2	4
60	но как	2	4
61	из этих	2	4
62	имеем в	1	4
63	на его	1	4
64	в мифах	1	4
65	и по	2	4
66	с тем	1	4
67	не всегда	1	4
68	здесь же	2	4
69	что и	2	4
70	что между	1	4
71	до сих	3	4
72	прежде всего	9	4
73	связано с	1	4
74	зависит от	1	4
75	как бы	5	4
76	сих пор	3	4
77	но это	2	4
78	есть и	2	4
79	на своем	1	4
80	все что	4	4
81	же как	2	3
82	и через	2	3
83	и то	1	3
84	на место	1	3
85	когда он	1	3
86	и наконец	4	3
87	та же	1	3
88	вообще не	2	3
89	что она	1	3
90	главным образом	1	3
91	при этом	6	3
92	если бы	1	3
93	и вот	3	3
94	в них	2	3
95	в своей	2	3
96	и ее	4	3
97	в одном	3	3
98	их в	3	3
99	она не	1	3
100	могут быть	3	3
101	данном случае	1	3
102	если они	1	3
103	другими словами	2	3
104	но так	1	3
105	один из	2	3
106	и действительно	2	3
107	в качестве	1	3
108	и других	2	3
109	ее не	1	3
110	от того	1	3
111	и только	9	3
112	со стороны	1	3
113	от этого	1	3
114	в частности	2	3
115	в него	5	3
116	предположить что	1	3
117	в данном	1	3
118	что здесь	1	3
119	только одна	1	3
120	вопрос о	1	3
121	на первый	2	3
122	а в	3	3
123	еще в	1	3
124	и эта	1	3
125	сказать что	7	3
126	является и	1	3
127	как на	1	3
128	в своих	1	3
129	к этому	2	3
130	во сне	2	3
131	они не	2	3
132	ту же	2	2
133	того же	2	2
134	заранее обречены	1	2
135	нам кажется	2	2
136	что эти	1	2
137	всех его	2	2
138	что иное	1	2
139	он был	1	2
140	первый план	1	2
141	но не	1	2
142	в свои	1	2
143	с этим	2	2
144	дает нам	1	2
145	и как	3	2
146	увидим что	1	2
147	что это	2	2
148	в этой	4	2
149	и они	1	2
150	то и	1	2
151	он не	2	2
152	из него	1	2
153	с этой	2	2
154	можно было	1	2
155	человека в	1	2
156	его не	1	2
157	на этой	3	2
158	было бы	2	2
159	уже знаем	1	2
160	кажется что	2	2
161	по всему	2	2
162	ни в	5	2
163	ступенях развития	3	2
164	вовсе не	1	2
165	а потом	1	2
166	здесь она	1	2
167	в эту	1	2
168	семейных отношений	1	2
169	знаем что	2	2
170	не будем	1	2
171	образом и	1	2
172	которые в	1	2
173	находится на	2	2
174	на другую	1	2
175	есть еще	1	2
176	однако в	1	2
177	можно указать	1	2
178	не имеет	1	2
179	одна из	1	2
180	это мы	1	2
181	в форму	1	2
182	тела и	1	2
183	зависимости от	1	2
184	отличается от	1	2
185	должны быть	1	2
186	к тому	1	2
187	от нее	1	2
188	что при	1	2
189	в свое	2	2
190	только то	2	2
191	и сам	1	2
192	ничего не	1	2
193	эта сторона	1	2
194	сводится к	2	2
195	но мы	4	2
196	можно сказать	4	2
197	ранних ступенях	2	2
198	эти два	1	2
199	отметить что	1	2
200	все время	1	2
201	мы знаем	3	2
202	мир не	1	2
203	не будут	1	2
204	пока не	1	2
205	всяком случае	3	2
206	что они	1	2
207	а с	1	2
208	и др	3	2
209	что не	2	2
210	в некоторых	1	2
211	а не	1	2
212	в одно	2	2
213	может иметь	2	2
214	так же	2	2
215	к себе	3	2
216	что же	1	2
217	быть только	1	2
218	в уже	1	2
219	что мы	2	2
220	под названием	1	2
221	мира и	3	2
222	для нас	2	2
223	мы должны	1	2
224	только что	1	2
225	в этих	3	2
226	не есть	2	2
227	с ними	4	2
228	обречены на	1	2
229	жизни и	3	2
230	переносит в	1	2
231	во всяком	3	2
232	с новыми	1	1
233	переносятся на	1	1
234	отношения к	3	1
235	потом и	1	1
236	в движение	1	1
237	в связи	1	1
238	и есть	3	1
239	которые были	1	1
240	полагают что	1	1
241	о перенесении	1	1
242	смерть в	1	1
243	и этот	2	1
244	именно здесь	1	1
245	со всех	1	1
246	что если	1	1
