N	3gram	Losev_Prob_5	RusskieA
1	в том что	8	18
2	состоит в том	1	13
3	в других местах	1	7
4	в данном случае	2	6
5	для того чтобы	2	6
6	и т д	1	5
7	вместе с тем	3	4
8	о том что	9	4
9	в xix в	1	3
10	не может быть	2	3
11	только тогда когда	3	3
12	тем не менее	5	2
13	из земли и	2	2
14	что иное как	3	2
15	может быть только	3	2
16	не что иное	3	2
17	бросается в глаза	1	2
18	в то время	3	2
19	после того как	3	2
20	по этому поводу	2	2
21	с одной стороны	3	2
22	а именно в	3	2
23	ничего общего не	1	1
24	потому что он	2	1
25	всего дома и	1	1
26	же говорит и	1	1
27	земли и глины	2	1
28	в настоящее время	3	1
29	так что в	1	1
30	о том как	1	1
31	и то и	1	1
32	с тем он	1	1
33	это для нас	1	1
34	но и в	2	1
35	как мы увидим	1	1
36	между тем как	1	1
37	а так как	1	1
38	в этом отношении	1	1
39	по аналогии с	1	1
40	xix в и	1	1
41	а как раз	1	1
42	но это не	1	1
43	можно было бы	1	1
44	все же в	1	1
45	человека а не	1	1
46	в это время	2	1
47	и с ней	1	1
48	во всяком случае	2	1
49	на первый взгляд	1	1
50	и на земле	1	1
51	не входит в	1	1
52	те или другие	1	1
53	и в этом	1	1
54	в какой степени	1	1
55	то время как	3	1
56	в природе и	1	1
57	как и вообще	1	1
58	не только как	1	1
59	в такой же	1	1
60	той и другой	1	1
61	а в других	1	1
62	дело в том	2	1
63	которые как бы	1	1
64	с другой стороны	5	1
65	и в том	1	1
66	огонь путем трения	1	1
67	на земле все	1	1
68	можно заключить что	1	1
69	дома и хозяйства	1	1
70	имея в виду	1	1
71	не имеет с	1	1
72	что представление о	1	1
73	можно сказать что	3	1
74	но в ее	1	1
75	на то что	2	1
76	вопрос о том	1	1
77	и таким образом	1	1
78	до некоторой степени	4	1
79	но не только	1	1
80	по его мнению	1	1
81	для нас не	2	1
82	это и есть	1	1
83	общего не имеет	1	1
