N	2gram	Propp_Isto_7	Komedia
1	и в	24	22
2	т е	16	13
3	том что	10	12
4	но и	11	11
5	в том	7	11
6	не только	21	10
7	в то	2	10
8	из них	2	10
9	и т	17	9
10	как и	6	9
11	может быть	14	9
12	таким образом	7	8
13	должны были	3	8
14	о том	9	8
15	и его	3	8
16	и не	4	8
17	в этой	1	7
18	из комедии	1	6
19	то же	8	6
20	и по	3	6
21	не в	9	6
22	ни в	2	6
23	в конце	3	6
24	что он	21	6
25	к тому	1	6
26	а в	10	6
27	в которой	2	6
28	что в	13	6
29	в народном	1	5
30	как в	12	5
31	то время	2	5
32	на его	2	5
33	при этом	4	5
34	во время	6	5
35	потому что	9	5
36	со своим	4	5
37	мы встречаем	1	5
38	так и	5	5
39	и даже	3	5
40	один из	7	5
41	уже в	3	5
42	в его	1	5
43	прежде всего	2	5
44	т п	1	5
45	о которых	1	5
46	с другой	9	5
47	все это	8	5
48	другой стороны	8	5
49	из его	1	4
50	время как	2	4
51	что они	3	4
52	ср также	1	4
53	но в	5	4
54	в греции	1	4
55	в нем	6	4
56	т д	16	4
57	и вот	1	4
58	в другом	1	4
59	на протяжении	1	4
60	известно что	2	4
61	участие в	2	4
62	точки зрения	4	4
63	в котором	2	4
64	в их	4	4
65	так как	8	4
66	как мы	3	4
67	на него	2	4
68	так в	4	4
69	ясно что	1	4
70	а также	1	4
71	что и	8	4
72	в качестве	3	4
73	мы можем	4	4
74	тем что	6	4
75	именно в	1	4
76	же в	1	4
77	к этому	2	4
78	же как	4	3
79	в тех	5	3
80	мы не	4	3
81	и о	2	3
82	и на	2	3
83	в чем	5	3
84	с одной	5	3
85	в этом	12	3
86	все же	9	3
87	хотя и	3	3
88	и как	1	3
89	можно сделать	1	3
90	в целом	1	3
91	на то	3	3
92	он не	6	3
93	здесь мы	5	3
94	и с	1	3
95	его в	3	3
96	чаще всего	3	3
97	в них	3	3
98	на основании	1	3
99	и ее	2	3
100	вопрос о	3	3
