N	2gram	Losev_Prob_2	Freidism
1	таким образом	4	24
2	и не	37	23
3	не может	13	20
4	точки зрения	2	19
5	прежде всего	11	18
6	в этом	17	15
7	в его	7	15
8	мы можем	6	13
9	может быть	18	13
10	и его	1	12
11	все эти	7	11
12	как и	5	11
13	как бы	4	11
14	то что	38	11
15	самом деле	4	10
16	но в	6	10
17	его в	3	10
18	с ним	1	10
19	как мы	5	10
20	так и	7	10
21	и потому	1	10
22	с его	1	9
23	во всех	2	9
24	и в	35	9
25	то же	5	8
26	не только	24	8
27	он не	2	8
28	еще не	10	8
29	оно и	1	8
30	что он	4	8
31	только в	14	8
32	так как	7	8
33	все это	4	8
34	и все	5	8
35	все что	3	8
36	в самом	5	7
37	мы уже	3	7
38	отношение к	1	7
39	и наконец	3	7
40	ни в	6	7
41	к нему	2	7
42	один из	3	7
43	тот же	4	7
44	всяком случае	10	7
45	что же	9	7
46	сказать что	24	7
47	во всяком	13	7
48	в ней	2	6
49	все те	1	6
50	так сказать	1	6
51	и с	10	6
52	и ее	2	6
53	того что	12	6
54	вовсе не	37	6
55	никогда не	1	6
56	хотя бы	12	6
57	совершенно не	2	6
58	на самом	4	5
59	и на	5	5
60	он сам	3	5
61	и к	3	5
62	в этой	9	5
63	что такое	18	5
64	не в	2	5
65	мы должны	3	5
66	в то	6	5
67	в каком	4	5
68	для этого	3	5
69	но мы	3	5
70	можно сказать	6	5
71	для того	3	5
72	и прежде	2	5
73	а в	4	5
74	но и	16	5
75	с этим	5	5
76	что в	11	5
77	смысле слова	7	4
78	в зависимости	2	4
79	той же	2	4
80	мы не	7	4
81	говорить о	10	4
82	я не	1	4
83	зависимости от	2	4
84	совсем не	7	4
85	но не	4	4
86	нашего сознания	2	4
87	в собственном	1	4
88	все же	8	4
89	не было	3	4
90	из этих	3	4
91	в пределах	1	4
92	с их	1	4
93	в нем	1	4
94	всех этих	4	4
95	на этом	1	4
96	то ни	3	4
97	при этом	3	4
98	об этом	2	4
99	с другими	5	4
100	во время	1	4
101	не менее	13	4
102	в основе	3	4
103	потому что	13	4
104	и для	6	4
105	к тому	3	4
106	если мы	9	4
107	того чтобы	2	4
108	данном случае	5	4
109	сводится к	2	4
110	характер и	1	4
111	с самого	3	4
112	это только	3	4
113	другими словами	6	4
114	конечно не	2	4
115	уже не	8	4
116	как раз	8	4
117	от того	1	4
118	и др	2	4
119	себя и	1	4
120	в данном	10	4
121	и о	4	4
122	в более	1	4
123	в следующей	1	4
124	сознания и	2	4
125	в этих	4	4
126	этот вопрос	1	4
127	в таком	11	4
128	таком случае	10	3
129	и есть	4	3
130	собственном смысле	1	3
131	на себя	1	3
132	он был	1	3
133	такие же	1	3
134	а только	6	3
135	в общем	4	3
136	один и	2	3
137	как в	1	3
138	и той	4	3
139	и как	4	3
140	этой теории	4	3
141	учение о	2	3
142	и тот	3	3
143	в себе	5	3
144	и те	1	3
145	но ведь	3	3
146	о которой	1	3
147	в узком	1	3
148	одной и	2	3
149	и по	3	3
150	всех своих	1	3
151	что все	6	3
152	было бы	8	3
153	мы имеем	1	3
154	очень важный	1	3
155	такой же	1	3
156	мысли и	2	3
157	войти в	2	3
158	тому чтобы	1	3
159	случае не	4	3
160	тому что	3	3
161	этой области	3	3
162	нет никакого	1	3
163	в психике	1	3
164	самого начала	2	3
165	одна из	3	3
166	на него	2	3
167	чем не	1	3
168	ни о	4	3
169	не могут	4	3
170	бы он	1	3
171	она не	3	3
172	ничего общего	3	3
173	с ее	1	3
174	всем этим	3	3
175	только то	3	3
176	что может	2	3
177	если бы	4	3
178	и что	13	3
179	бы то	2	3
180	которого оно	2	3
181	и она	1	3
182	человека с	1	3
183	об его	2	3
184	в них	2	3
185	со стороны	1	3
186	вместе с	2	3
187	по своему	5	3
188	слова и	4	3
189	и от	3	3
190	но это	6	3
191	не является	7	3
192	узком смысле	1	3
193	в голову	2	3
194	не знает	3	3
195	для настоящего	2	3
