N	2gram	Berdyaev_M_1	Problemy
1	из подполья	10	36
2	и в	28	34
3	и не	11	29
4	как бы	2	27
5	что он	10	23
6	в его	9	22
7	к другому	1	20
8	в нем	13	19
9	может быть	30	19
10	не может	28	19
11	и все	10	19
12	как и	5	18
13	о себе	3	18
14	к себе	1	17
15	в этом	20	16
16	но в	7	16
17	и его	9	16
18	все это	6	16
19	он не	24	15
20	и с	3	15
21	что я	1	15
22	прежде всего	10	15
23	с самим	2	14
24	к нему	7	14
25	самом деле	1	13
26	человека из	2	13
27	для него	11	13
28	у достоевского	42	13
29	и к	2	12
30	в то	2	12
31	потому что	16	12
32	но и	25	12
33	т е	2	12
34	на самом	1	11
35	вовсе не	1	11
36	то что	5	11
37	не только	29	10
38	не в	16	9
39	в отношении	1	9
40	а не	25	9
41	и т	1	8
42	никогда не	14	8
43	с ним	2	8
44	в самом	11	8
45	себя и	3	8
46	так же	1	8
47	что же	1	8
48	о мире	2	8
49	и для	2	8
50	точки зрения	4	8
51	слово о	1	7
52	я не	1	7
53	знает и	1	7
54	как будто	2	7
55	настасьи филипповны	1	7
56	и даже	1	7
57	что не	1	7
58	все же	2	7
59	отношении к	2	7
60	что в	10	7
61	мы уже	1	6
62	и на	6	6
63	с его	3	6
64	отношение к	4	6
65	что они	1	6
66	в пределах	1	6
67	в плане	1	6
68	у меня	1	6
69	так и	1	6
70	в себе	7	6
71	только в	6	6
72	т п	1	6
73	от него	4	6
74	не знает	4	6
75	которым он	1	6
76	отношению к	2	6
77	он сам	6	5
78	по отношению	2	5
79	и наконец	1	5
80	и у	2	5
81	и вот	3	5
82	лишь в	6	5
83	на протяжении	2	5
84	с тем	9	5
85	он и	2	5
86	не мог	3	5
87	нему и	1	5
88	в конце	7	5
89	к тому	3	5
90	себе самом	1	5
91	и сам	1	5
92	это я	1	5
93	и что	2	5
94	что и	4	5
95	это не	5	5
96	все время	1	5
97	того что	7	5
98	так что	1	5
99	творчестве достоевского	4	5
100	всяком случае	1	5
101	в одном	1	5
102	себе и	2	5
103	когда я	1	5
104	и от	2	5
105	хотя бы	3	5
106	а в	4	5
107	во всяком	1	5
108	с таким	1	4
109	еще не	1	4
110	но не	8	4
111	как в	2	4
112	героев достоевского	2	4
113	над собой	1	4
114	бы и	3	4
115	он в	2	4
116	все эти	2	4
117	на этом	3	4
118	ни был	1	4
119	в мире	10	4
120	его в	3	4
121	рядом с	1	4
122	все и	1	4
123	но это	1	4
124	ничего не	3	4
125	со смердяковым	1	4
126	он хочет	1	4
127	его с	2	4
128	и это	12	4
129	если бы	2	4
130	герой из	1	4
131	его мысль	2	4
132	и кажется	1	4
133	в начале	2	4
134	не принимает	1	4
135	так как	3	4
136	у него	17	4
137	протяжении всего	1	4
138	даже и	2	4
139	тем что	4	4
140	человека как	2	4
141	вместе с	6	4
142	да и	1	4
143	как к	1	4
144	бы он	1	4
145	для достоевского	5	4
146	я в	1	4
147	отношением к	1	4
148	кто бы	1	3
149	в такой	1	3
150	и то	1	3
151	за собой	2	3
152	достоевского в	9	3
153	высшей степени	2	3
154	бы уже	1	3
155	достоевского очень	2	3
156	уверен что	1	3
157	в виду	2	3
158	в ней	15	3
159	мне все	1	3
160	для других	1	3
161	ивана карамазова	7	3
162	нет и	5	3
163	в одной	1	3
164	романах достоевского	1	3
165	и как	2	3
166	ставрогина с	1	3
167	уже в	4	3
168	ее как	1	3
169	как он	2	3
170	в братьях	3	3
171	в записках	1	3
172	он ни	2	3
173	к одному	1	3
174	не как	4	3
175	я бы	2	3
176	в каждом	1	3
177	знает что	1	3
178	это было	1	3
179	он все	1	3
180	его и	1	3
181	достоевского и	10	3
182	в высшей	2	3
183	а что	1	3
184	должно быть	3	3
185	достоевского нет	5	3
186	в своей	15	3
187	в котором	8	3
188	не менее	1	3
189	но он	9	3
190	с миром	1	3
191	том что	3	3
192	во всем	1	3
193	записок из	5	3
194	есть только	2	3
195	не могу	1	3
196	в ее	3	3
197	еще в	2	3
198	в глаза	1	3
199	и во	2	3
200	между тем	1	3
201	к концу	4	3
202	в него	3	3
203	в том	6	3
204	человека с	2	3
205	братьях карамазовых	3	3
206	до конца	14	3
207	под влиянием	1	3
208	в творчестве	10	3
209	эти слова	2	3
210	он уже	6	3
211	по своему	2	3
212	в романах	1	3
213	вот я	1	3
214	сам не	2	3
215	про себя	1	3
216	же я	1	3
217	если не	1	3
218	сознания и	1	3
219	бы в	2	3
220	конце концов	2	3
221	его к	1	3
222	только с	1	3
223	жизни и	2	3
224	я и	1	2
225	обращено к	1	2
226	себя как	1	2
227	это и	4	2
228	его внутреннюю	1	2
229	не хочет	2	2
230	и этот	4	2
231	а как	2	2
232	он знает	2	2
233	и тут	1	2
234	та же	1	2
235	во внутреннем	1	2
236	еще до	1	2
237	и он	12	2
238	в которых	4	2
239	в преступлении	2	2
240	во всех	1	2
241	бы не	2	2
242	в сторону	1	2
243	это сказать	1	2
244	отличие от	1	2
245	за пределы	4	2
246	с этим	3	2
247	в своем	10	2
248	когда он	3	2
249	скажете что	1	2
250	увидим что	4	2
251	в этот	2	2
252	уже с	1	2
253	к чему	2	2
254	в которой	6	2
255	можно лишь	1	2
256	вообще не	2	2
257	в первых	1	2
258	всех этих	1	2
259	а вовсе	1	2
260	он должен	3	2
261	же не	1	2
262	входит в	2	2
263	было в	1	2
264	чтобы все	1	2
265	федора павловича	1	2
266	было бы	10	2
267	в жизни	3	2
268	мог бы	4	2
269	кажется что	1	2
270	в них	4	2
271	всю жизнь	4	2
272	был бы	10	2
273	что такое	1	2
274	она в	1	2
275	он дает	1	2
276	в отличие	1	2
277	мышкина с	1	2
278	вы скажете	1	2
279	войти в	1	2
280	что сам	1	2
281	тому чтобы	2	2
282	и почти	1	2
283	между двумя	1	2
284	в той	2	2
285	почти все	1	2
286	мою душу	2	2
287	если и	1	2
288	знал что	1	2
289	этими двумя	1	2
290	во время	1	2
291	чем не	1	2
292	и без	1	2
293	к ней	4	2
294	такая же	1	2
295	мире и	1	2
296	и мысли	1	2
297	же он	1	2
298	о нем	2	2
299	нет ни	1	2
300	лежит в	1	2
301	одно только	2	2
302	отличается от	2	2
303	как для	2	2
304	обращенный к	1	2
305	так в	1	2
306	особенно в	3	2
307	жизнь и	1	2
308	от власти	1	2
309	с человеком	1	2
310	в мою	1	2
311	находится в	1	2
312	именно потому	1	2
313	о том	2	2
314	все его	3	2
315	переходит в	15	2
316	на одном	1	2
317	тему о	4	2
318	и только	1	2
319	еще более	1	2
320	достоевского это	2	2
321	и мир	2	2
322	быть и	1	2
323	один из	4	2
324	мы увидим	3	2
325	кириллова и	2	2
326	с какой-то	1	2
327	да ведь	1	2
328	и ее	1	2
329	в эти	1	2
330	же и	1	2
331	конечно не	3	2
332	уже не	4	2
333	записках из	1	2
334	него и	2	2
335	в душе	1	2
336	чего бы	1	2
337	него нет	1	2
338	свой собственный	1	2
339	как его	1	2
340	нет в	4	2
341	связан с	1	2
342	выходит за	1	2
343	о своей	2	2
344	к которому	1	2
345	он во	1	2
346	говорит о	1	2
347	не было	18	2
348	у человека	5	2
349	точек зрения	1	2
350	о чем	2	2
351	когда она	1	2
352	я хочу	3	2
353	вступает в	1	2
354	человек в	9	2
355	и потому	10	2
356	но этот	1	2
357	в человеке	8	2
358	не знал	4	2
359	ивана и	1	2
360	самого себя	2	2
361	с этой	4	2
362	которой он	1	2
363	нисколько не	1	2
364	достоевского по	1	2
365	великого инквизитора	5	2
366	вопрос о	2	2
367	в другой	1	2
368	человек и	6	2
369	а к	1	2
370	словом о	1	2
371	я хотел	2	2
372	его нельзя	1	2
373	будто бы	3	2
374	которых он	4	2
375	мысли о	2	2
376	сказать что	2	2
377	я уверен	1	2
378	ставрогина и	1	2
379	петра верховенского	1	2
380	великом инквизиторе	5	1
381	если вы	1	1
382	ту же	1	1
383	нем нет	1	1
384	одним из	2	1
385	также и	2	1
386	целым дням	1	1
387	чтобы не	2	1
388	человека и	14	1
389	оно менее	1	1
390	начинается с	1	1
391	достоевского у	2	1
392	к духовной	1	1
393	и пришел	1	1
394	тех же	1	1
395	он хотел	2	1
396	нему все	2	1
397	проникает в	2	1
398	был и	1	1
399	отношения к	4	1
400	в их	4	1
401	человеческий и	1	1
402	из всех	1	1
403	ни того	2	1
404	достоевского даже	1	1
405	а где	1	1
406	достоевского мы	2	1
407	время как	2	1
408	но она	1	1
409	все переходит	1	1
410	бы ни	1	1
411	то это	1	1
412	достоевского есть	19	1
413	и самой	1	1
414	зависимости от	1	1
415	не способен	1	1
416	слово он	1	1
417	и был	1	1
418	обращен к	4	1
419	собой в	1	1
420	он был	14	1
421	себя а	1	1
422	путь путь	1	1
423	тем как	1	1
424	в юности	1	1
425	людей на	1	1
426	отказ от	1	1
427	то он	1	1
428	к которой	1	1
429	к богу	3	1
430	не все	2	1
431	него все	1	1
432	менее всего	7	1
433	раскольникова со	1	1
434	сих пор	2	1
435	в центре	2	1
436	судьбу его	1	1
437	почувствовал что	2	1
438	как последняя	1	1
439	совершенно другой	1	1
440	в различные	1	1
441	в душу	1	1
442	ней в	1	1
443	может найти	1	1
444	и преступление	1	1
445	говорит что	1	1
446	жизни нет	1	1
447	кажется в	1	1
448	письма достоевского	1	1
449	человек у	1	1
450	за это	1	1
451	того ни	1	1
452	является лишь	1	1
453	в этой	6	1
454	чистый человек	2	1
455	с их	2	1
456	и до	1	1
457	и кто	1	1
458	роль в	1	1
459	чем его	4	1
460	говорят о	1	1
461	во многих	1	1
462	но ведь	1	1
463	все человеческие	1	1
464	уже иное	1	1
465	в такую	1	1
466	человек не	10	1
467	этот процесс	3	1
468	к миру	2	1
469	после этого	1	1
470	раз когда	2	1
471	к героям	1	1
472	же достоевского	1	1
473	ведь не	1	1
474	этого вопроса	1	1
475	зрения его	1	1
476	ивана не	1	1
477	с последней	1	1
478	из него	1	1
479	лишь с	1	1
480	заключает в	3	1
481	достоевского как	2	1
482	и заключается	1	1
483	человека в	13	1
484	значительной степени	1	1
485	достоевским как	1	1
486	нем есть	1	1
487	об этом	1	1
488	к другу	1	1
489	говорил что	1	1
490	в глубине	8	1
491	них не	1	1
492	то есть	3	1
493	боли о	1	1
494	это имел	1	1
495	понять его	2	1
496	и мы	2	1
497	в свой	2	1
498	любовь к	2	1
499	делает его	1	1
500	по целым	1	1
501	был очень	2	1
502	в мир	3	1
503	только одно	3	1
504	достоевский и	3	1
505	период его	1	1
506	все было	1	1
507	личности не	1	1
508	и вопреки	1	1
509	и скажет	1	1
510	выйти за	1	1
511	и ничего	1	1
512	она была	1	1
513	же есть	1	1
514	перед собой	1	1
515	его образ	2	1
516	которую он	2	1
517	в этих	4	1
518	в еще	1	1
519	почти нет	1	1
520	чему бы	1	1
521	можно найти	1	1
522	не столько	1	1
523	оказывается что	2	1
524	нельзя понять	1	1
525	но путь	2	1
526	должны были	1	1
527	знал и	1	1
528	стало быть	1	1
529	и эти	1	1
530	и более	1	1
531	человеку на	1	1
532	бы быть	1	1
533	возвращается к	2	1
534	имел в	1	1
535	в исступлении	1	1
536	самого ивана	1	1
537	человек так	1	1
538	своего образа	1	1
539	мир он	2	1
540	человека нет	1	1
541	эта мысль	1	1
542	она не	4	1
543	от нас	1	1
544	на два	1	1
545	них идет	1	1
546	что их	1	1
547	у кого	1	1
548	достоевский не	6	1
549	в основе	2	1
550	миру но	1	1
551	мысли в	1	1
552	и именно	1	1
553	все мои	1	1
554	творчества достоевского	1	1
555	тайну и	1	1
556	не разрешает	1	1
557	котором не	2	1
558	а во	1	1
559	и по	4	1
560	настасьей филипповной	1	1
561	его он	1	1
562	не видит	1	1
563	и страстный	1	1
564	иван карамазов	8	1
565	не могут	5	1
566	такого отношения	3	1
567	когда мы	2	1
568	всего в	2	1
569	себе что	1	1
570	все еще	1	1
571	для того	2	1
572	оно не	1	1
573	которой она	1	1
574	время он	1	1
575	него как	2	1
576	и самое	1	1
577	приходит к	1	1
578	и о	1	1
579	того чтобы	2	1
580	момент в	2	1
581	на нем	1	1
582	сравнению со	1	1
583	достоевского к	5	1
584	он мог	2	1
585	с сего	1	1
586	его творчества	2	1
587	приводит к	2	1
588	рассудка и	2	1
589	значение в	1	1
590	верит в	1	1
591	с собой	3	1
592	можно было	1	1
593	достоевского отличается	1	1
594	бы признать	1	1
595	вершины своего	1	1
596	как ему	1	1
597	по сравнению	2	1
598	но у	1	1
599	является в	1	1
600	поэтому в	1	1
601	из одного	1	1
602	достоевского особенно	1	1
603	в разных	1	1
604	ним можно	1	1
605	и человека	5	1
606	каждый раз	1	1
607	на все	1	1
608	ивану карамазову	1	1
609	этой мысли	1	1
610	это потому	1	1
611	уже знают	1	1
612	ли она	2	1
613	карамазова со	1	1
614	раскольникова и	2	1
615	самому себе	2	1
616	самого достоевского	2	1
617	в значительной	1	1
618	преступлению и	1	1
619	нет у	3	1
620	все в	6	1
621	и рогожиным	1	1
622	путь к	1	1
623	главное и	1	1
624	во всей	1	1
625	не видел	1	1
626	даже для	1	1
627	боли в	1	1
628	в середине	4	1
629	природы он	2	1
630	достигает вершины	2	1
631	подойти нельзя	1	1
632	не должен	1	1
633	новый момент	2	1
634	и она	2	1
635	о своих	2	1
636	от всех	1	1
637	друг к	1	1
638	уходит в	1	1
639	карамазовых но	1	1
640	на которой	1	1
641	по своей	2	1
642	сразу же	1	1
643	что только	1	1
644	все уже	1	1
645	и бунт	5	1
646	характерна для	1	1
647	достоевского его	1	1
648	нем не	2	1
649	и действительно	1	1
650	те которые	9	1
651	должен быть	2	1
652	это очень	3	1
653	образа в	1	1
654	между этими	1	1
655	достоевского вообще	1	1
656	герои достоевского	4	1
657	себя в	3	1
658	николай ставрогин	1	1
659	мог это	1	1
660	сохранить за	1	1
661	быть что	1	1
662	этот момент	1	1
663	о великом	4	1
664	потому в	1	1
665	участие в	1	1
666	ответ на	1	1
667	не так	3	1
668	себе в	1	1
669	и их	3	1
670	бы тот	1	1
671	никто не	2	1
672	ведь это	2	1
673	записки из	1	1
674	идет в	1	1
675	и показывает	1	1
676	не хотел	3	1
