N	3gram	Bakhtin_Fr_4	Vladivir
1	о том что	2	7
2	в том что	1	7
3	дело в том	1	4
4	то же время	8	4
5	и то что	1	4
6	в то же	8	4
7	на этот раз	1	4
8	более или менее	3	3
9	в конце концов	4	3
10	с другой стороны	3	3
11	не может быть	1	3
12	как мы уже	5	3
13	один и тот	2	2
14	но даже и	1	2
15	на первый план	1	2
16	и в то	4	2
17	как мы увидим	1	2
18	не только в	2	2
19	в то время	2	2
20	и тот же	2	2
21	мы уже сказали	1	2
22	к этому времени	1	2
23	можно сказать что	1	2
24	как было сказано	1	2
25	для того чтобы	3	2
26	что и в	1	2
27	к тому же	1	2
28	и в конце	1	1
29	а следовательно и	1	1
30	да и в	1	1
31	нет и не	1	1
32	в чем не	1	1
33	и вообще в	1	1
34	в дальнейшем в	1	1
35	в том же	1	1
36	было сказано выше	1	1
37	самом же деле	2	1
38	что у нее	1	1
39	и не может	1	1
40	и в дальнейшем	1	1
41	на самом же	2	1
42	но все это	1	1
43	то что тот	1	1
44	большую роль в	1	1
45	ко всякого рода	1	1
46	одно и то	1	1
47	в это время	1	1
48	как раз в	1	1
49	то время как	1	1
50	но в то	1	1
51	с одной стороны	2	1
52	смысле этого слова	1	1
53	в связи с	1	1
54	и то же	1	1
55	а также и	1	1
56	а с другой	1	1
57	мы уже знаем	1	1
58	в году то	1	1
59	это конечно не	2	1
60	была у него	1	1
61	тех кто не	1	1
62	в разных местах	2	1
63	ни в чем	1	1
64	что они мне	1	1
65	раз и навсегда	1	1
66	в этом же	1	1
67	так и в	1	1
68	но как раз	1	1
69	даже и в	1	1
70	в свою очередь	1	1
71	это и есть	3	1
72	и без того	1	1
73	правда в очень	1	1
74	за то что	1	1
75	в этой же	3	1
76	и в литературе	1	1
77	но это не	1	1
78	в особенности же	1	1
79	не без влияния	1	1
80	лицом к лицу	1	1
81	и с его	2	1
82	конце концов он	2	1
83	в этом отношении	1	1
