N	4gram	Bakhtin_Pr_2	FransuaR
1	в то же время	3	5
2	до сих пор еще	1	3
3	в большей или меньшей	1	2
4	мы уже говорили что	1	2
5	большей или меньшей степени	1	2
6	как бы в точке	1	1
7	начала и до конца	2	1
8	в целом ряде других	2	1
9	мы уже говорили в	1	1
10	и на равных правах	1	1
11	можно сказать что в	1	1
12	хотя и в ослабленной	1	1
13	было бы нелепо думать	1	1
14	проявляется и в целом	1	1
15	но в то же	3	1
16	с начала и до	2	1
17	в той или иной	2	1
18	а потому что они	1	1
19	дело в том что	1	1
20	в самом деле в	1	1
21	одного и того же	1	1
22	никогда не совпадает с	1	1
23	в большинстве случаев в	1	1
24	в одном из своих	1	1
25	на равных правах с	1	1
26	бы нелепо думать что	1	1
27	и в целом ряде	2	1
