N	4gram	Tiupa_Hudo_1	Narrotol
1	в то же время	5	4
2	мы имеем дело с	1	2
3	одно и то же	3	2
4	в войне и мире	2	2
5	состоит в том что	4	2
6	друга местом временем действия	1	1
7	состоит как раз в	1	1
8	деталей в пределах кадрового	1	1
9	даже самая тривиальная в	1	1
10	поименованное в тексте а	1	1
11	последовательно вводятся автором в	1	1
12	лишь поименованное в тексте	1	1
13	текста так и не	1	1
14	тривиальная в общеязыковом отношении	1	1
15	восприятия в каждый малый	1	1
16	на ее полные розовые	1	1
17	так и не происходит	1	1
18	что душевная характеристика душечки	1	1
19	мягким взглядом очень здоровая	1	1
20	тихая добродушная жалостливая барышня	1	1
21	а не все что	1	1
22	на мягкую белую шею	1	1
23	ее полные розовые щеки	1	1
24	была тихая добродушная жалостливая	1	1
25	вдруг заслоняется крупным планом	1	1
26	самая тривиальная в общеязыковом	1	1
27	восприятие определений таков что	1	1
28	заслоняется крупным планом заключительного	1	1
29	или движется один отдельный	1	1
30	автором в кадры повествования	1	1
31	во втором эпизоде в	1	1
32	пределах кадрового единства фразы	1	1
33	кадры читательского восприятия в	1	1
34	в том случае если	1	1
35	состав такого кадра входит	1	1
36	бы то ни было	1	1
37	в пределах кадрового единства	1	1
38	не все что может	1	1
39	может или пожелает представить	1	1
40	все что может или	1	1
41	лишь в самом начале	1	1
42	является искусством непрямого говорения	1	1
43	то же время они	1	1
44	в поле зрения читателя	1	1
45	задаваемый читателю ракурс видения	1	1
46	в смерти чиновника или	1	1
47	с темной родинкой и	1	1
48	место лишь в самом	1	1
49	в той или иной	2	1
50	кадры повествования а читателем	1	1
51	щеки на мягкую белую	1	1
52	характеристика душечки постепенно углубляемая	1	1
53	раз в том что	1	1
54	кадра входит лишь поименованное	1	1
55	определений таков что душевная	1	1
56	читателя находится или движется	1	1
57	зрения читателя находится или	1	1
58	добродушная жалостливая барышня с	1	1
59	в кадры читательского восприятия	1	1
60	читаем это была тихая	1	1
61	взглядом очень здоровая порядок	1	1
62	самом начале этой цепочки	1	1
63	от друга местом временем	1	1
64	в кадры повествования а	1	1
65	одного и того же	2	1
66	единства фразы устанавливает задаваемый	1	1
67	белую шею с темной	1	1
68	жалостливая барышня с кротким	1	1
69	вводятся автором в кадры	1	1
70	времени в поле зрения	1	1
71	местом временем действия и	1	1
72	отрезок времени в поле	1	1
73	как раз в том	1	1
74	войне и мире толстого	1	1
75	еще и потому что	1	1
76	в том числе и	1	1
77	было и не могло	1	1
78	с кротким мягким взглядом	1	1
79	временем действия и составом	1	1
80	кротким мягким взглядом очень	1	1
81	глядя на ее полные	1	1
82	малый отрезок времени в	1	1
83	и в то же	1	1
84	мягкую белую шею с	1	1
85	поле зрения читателя находится	1	1
86	читателю ракурс видения в	1	1
87	устанавливает задаваемый читателю ракурс	1	1
88	входит лишь поименованное в	1	1
89	кадрового единства фразы устанавливает	1	1
90	полные розовые щеки на	1	1
91	читательского восприятия в каждый	1	1
92	насыщенный деталями кадр внутреннего	1	1
93	движется один отдельный кадр	1	1
94	литература является искусством непрямого	1	1
95	деталями кадр внутреннего зрения	1	1
96	каждый малый отрезок времени	1	1
97	бы место лишь в	1	1
98	барышня с кротким мягким	1	1
99	не тот кто говорит	1	1
100	таков что душевная характеристика	1	1
101	очень здоровая порядок фокусирующих	1	1
102	фразы устанавливает задаваемый читателю	1	1
103	в самом начале этой	1	1
104	душевная характеристика душечки постепенно	1	1
105	что может или пожелает	1	1
106	розовые щеки на мягкую	1	1
107	казалось бы место лишь	1	1
108	тексте а не все	1	1
109	не было и не	1	1
110	в каждый малый отрезок	1	1
111	или пожелает представить себе	1	1
112	такого кадра входит лишь	1	1
113	действия и составом участников	1	1
114	а в то же	1	1
115	находится или движется один	1	1
116	в тексте а не	1	1
117	друг от друга местом	1	1
118	у себя в комнате	1	1
119	и не могло быть	2	1
120	это была тихая добродушная	1	1
121	шею с темной родинкой	1	1
122	души вдруг заслоняется крупным	1	1
123	темной родинкой и т.д	1	1
