N	3gram	Bakhtin_Pr_4	formyVre
1	то же время	5	9
2	как мы уже	2	8
3	в то же	5	6
4	и в то	1	5
5	в связи с	1	5
6	в конце романа	2	5
7	героя и героини	1	5
8	к себе самому	3	4
9	и в других	2	4
10	в том числе	4	4
11	времени и пространства	1	4
12	мы уже указывали	1	4
13	по отношению к	5	3
14	пространства и времени	1	3
15	до сих пор	8	3
16	с самим собою	3	3
17	одно и то	1	3
18	не могло быть	1	3
19	в нем не	1	3
20	не может быть	8	3
21	между этими двумя	1	3
22	и то же	1	3
23	и в сущности	2	2
24	но все же	1	2
25	друг за другом	1	2
26	дело в том	2	2
27	как мы видим	1	2
28	мы уже сказали	2	2
29	также и в	1	2
30	одной стороны и	1	2
31	же как и	1	2
32	как раз и	3	2
33	как если бы	2	2
34	с точки зрения	9	2
35	здесь не место	2	2
36	не было и	1	2
37	в мировой литературе	1	2
38	в отличие от	3	2
39	друг на друга	2	2
40	в строгом смысле	2	2
41	но и в	2	2
42	том числе и	3	2
43	с самим собой	2	2
44	так же как	1	2
45	не только в	1	2
46	с одной стороны	1	2
47	может быть и	1	2
48	по сравнению с	1	2
49	в точном смысле	1	2
50	в широком смысле	1	2
51	жизни то есть	1	2
52	в его мире	1	2
53	с самого начала	1	2
54	той или иной	2	2
55	типы и разновидности	1	2
56	в этом романе	2	2
57	в том что	2	2
58	как и в	3	2
59	к тому же	1	2
60	быть конечно и	1	2
61	по своей природе	2	1
62	то есть для	1	1
63	а следовательно и	2	1
64	в той или	1	1
65	мы и в	1	1
66	остается тем же	1	1
67	и во всех	1	1
68	к третьему типу	1	1
69	ровно ничего не	1	1
70	прежде всего на	1	1
71	а вовсе не	1	1
72	в виду что	1	1
73	прежде всего в	1	1
74	имеем в виду	3	1
75	том что все	1	1
76	и до сих	2	1
77	в самом деле	4	1
78	и внутренне не	1	1
79	в средние века	1	1
80	в том же	1	1
81	то есть к	1	1
82	я для себя	1	1
83	типа то есть	1	1
84	вступают в брак	1	1
85	ко второму типу	1	1
86	мы находим в	2	1
87	мы говорили в	1	1
88	сами по себе	2	1
89	в той же	1	1
90	не входит в	1	1
91	как мы увидим	3	1
92	не только и	1	1
93	в себе и	1	1
94	и подходом к	1	1
95	что в нем	1	1
96	нет ничего что	1	1
97	с его специфической	1	1
98	так сказать в	1	1
99	остановимся прежде всего	1	1
100	все это время	1	1
101	в значительной степени	1	1
102	не место для	1	1
103	на этой почве	1	1
104	как мы сказали	3	1
105	в данном случае	1	1
106	но в то	2	1
107	таким образом и	1	1
108	романа и в	1	1
109	но она не	1	1
110	как мы это	1	1
111	была бы совершенно	1	1
112	так и в	1	1
113	же время оно	1	1
114	в биографическом времени	1	1
115	поэтому все эти	1	1
116	влияние на всю	1	1
117	во всяком случае	1	1
118	здесь не только	1	1
119	то перед нами	4	1
120	и в самой	2	1
121	смертной казни и	1	1
122	было и не	1	1
123	и в словах	2	1
124	и различные способы	1	1
125	не исчерпали всех	1	1
126	сих пор не	2	1
127	смысле слова и	1	1
128	степени и в	1	1
129	вся внутренняя жизнь	1	1
130	лишь то что	1	1
131	из того же	1	1
132	как во всякой	1	1
133	в этом случае	1	1
134	и т.п в	1	1
135	биографического времени и	1	1
136	о том что	2	1
137	то что не	1	1
138	то есть в	4	1
139	но и на	1	1
140	зрения этого нового	1	1
141	никогда не бывает	1	1
142	эта форма в	1	1
143	но в этом	1	1
144	мы будем говорить	1	1
145	в него как	1	1
146	средние века и	1	1
147	как своего рода	1	1
148	его и нет	1	1
149	мы имеем в	3	1
150	между собой поэтому	1	1
151	к смертной казни	1	1
152	его специфической логикой	1	1
153	и ту же	1	1
154	может быть лишь	1	1
155	в различных произведениях	1	1
156	но дело в	1	1
157	жизни не может	1	1
158	вот для этого-то	1	1
159	это не внешняя	1	1
160	непосредственно переходит в	1	1
161	роль в романе	1	1
162	о которых мы	1	1
163	сама по себе	2	1
164	но конечно не	2	1
165	друг с другом	5	1
166	снова и снова	1	1
167	во всех его	2	1
168	все это не	1	1
169	в высшей степени	1	1
170	и не могло	1	1
171	в жизни и	1	1
172	и время и	1	1
173	романах мы находим	1	1
174	одну и ту	1	1
175	в своей жизни	1	1
