N	2gram	Vygotskiy__6	formyVre
1	и в	28	50
2	в этом	27	25
3	в нем	7	24
4	человека в	1	17
5	и его	3	16
6	прежде всего	2	15
7	как мы	10	14
8	и не	11	14
9	в его	3	13
10	вовсе не	1	13
11	как раз	6	13
12	по существу	2	12
13	так и	6	12
14	то же	7	11
15	мы уже	2	11
16	таким образом	18	11
17	может быть	13	11
18	и как	6	10
19	но в	5	10
20	с его	3	9
21	все эти	2	9
22	не только	16	9
23	в то	6	9
24	в том	28	9
25	в конце	2	9
26	в других	2	9
27	и др	2	9
28	того же	7	8
29	и на	5	8
30	в самом	8	8
31	ни в	1	8
32	но и	10	8
33	и их	1	8
34	как и	6	8
35	и во	1	7
36	например в	4	6
37	между двумя	2	6
38	во всех	4	6
39	как в	3	6
40	с этим	4	6
41	все же	2	6
42	не оставляет	1	6
43	это не	5	6
44	и того	4	6
45	в их	3	6
46	так как	10	6
47	в ее	1	6
48	связи с	3	6
49	у него	2	6
50	то что	28	6
51	в частности	4	6
52	не может	19	6
53	так же	15	6
54	в результате	1	6
55	и все	5	6
56	отношению к	10	5
57	и до	1	5
58	время как	5	5
59	еще не	8	5
60	но не	10	5
61	отнюдь не	1	5
62	и у	1	5
63	не в	4	5
64	этот ряд	1	5
65	он не	7	5
66	всех этих	1	5
67	значение в	1	5
68	одного и	4	5
69	в основе	3	5
70	того чтобы	10	5
71	точки зрения	13	5
72	не могло	2	5
73	в разных	5	5
74	только и	1	5
75	могут быть	5	5
76	но все	1	5
77	в пределах	5	5
78	если бы	7	5
79	для того	8	5
80	в связи	2	5
81	в основном	1	5
82	что в	17	5
83	и другие	2	5
84	и то	4	4
85	и это	1	4
86	мы и	4	4
87	в своем	7	4
88	конечно не	1	4
89	то время	6	4
90	раз в	3	4
91	но на	2	4
92	и с	1	4
93	в них	3	4
94	том что	19	4
95	в котором	2	4
96	в процессе	9	4
97	не имеет	6	4
98	потому что	22	4
99	в последующие	1	4
100	жизнь и	1	4
101	и следовательно	4	4
102	только в	18	4
103	между этими	4	4
104	влияние на	1	4
105	до конца	3	4
106	на этой	5	4
107	в той	4	4
108	все это	2	4
109	между собой	9	4
110	кроме того	1	4
111	том числе	1	4
112	отношения к	3	3
113	есть не	1	3
114	мы не	6	3
115	в сущности	7	3
116	всем этим	2	3
117	по отношению	10	3
118	себе и	2	3
119	хотя и	3	3
120	в себе	4	3
121	при этом	3	3
122	вообще не	6	3
123	одно и	1	3
124	его в	6	3
125	входит в	1	3
126	и других	7	3
127	с другими	2	3
128	между ними	7	3
129	в этих	2	3
130	в отношении	10	3
131	мы говорили	1	3
132	их в	1	3
133	но они	1	3
134	друг друга	4	3
135	этом отношении	3	3
136	не могут	5	3
137	к тому	10	3
138	все его	1	3
139	нас в	2	3
