N	3gram	Propp_Isto_1	Formalny
1	и т д	22	8
2	более или менее	5	6
3	до сих пор	5	6
4	не может быть	7	5
5	по отношению к	3	4
6	одной стороны и	1	4
7	с одной стороны	4	4
8	и т п	1	4
9	прежде всего в	1	3
10	бы то ни	2	3
11	смысле этого слова	1	3
12	сводится к тому	1	2
13	в нем и	1	2
14	в своей книге	1	2
15	в зависимости от	2	2
16	сами по себе	1	2
17	как мы увидим	2	2
18	при таком положении	1	2
19	в большинстве случаев	4	2
20	в том чтобы	1	2
21	но в то	1	2
22	и в этом	1	2
23	в связи с	3	2
24	того или иного	1	2
25	мы не можем	2	2
26	увидим что и	1	1
27	и глубже чем	1	1
28	в этой роли	1	1
29	как один из	1	1
30	не говоря уже	1	1
31	не непосредственно а	1	1
32	эти две формы	2	1
33	в этом смысле	1	1
34	ложные представления о	1	1
35	не мешает ему	1	1
36	же как и	1	1
37	говоря уже о	1	1
38	можно говорить о	1	1
39	в том что	4	1
40	сказать что и	1	1
41	но и в	2	1
42	на самом же	1	1
43	в этом отношении	1	1
44	к тому чтобы	1	1
45	сюжет или мотив	1	1
46	в противном случае	1	1
47	вместе с тем	2	1
48	в это время	1	1
49	и зависит от	1	1
50	мы видим что	8	1
51	то ни было	2	1
52	и в пределах	1	1
53	в отличие от	2	1
54	так и с	1	1
55	а не как	1	1
56	это конечно не	2	1
57	но и с	1	1
58	с другой стороны	5	1
59	в частности например	1	1
60	так же как	2	1
61	самом же деле	1	1
62	по себе не	1	1
63	в эту сторону	1	1
64	и должен быть	2	1
65	один из возможных	1	1
66	прежде всего мы	1	1
67	до тех пор	1	1
68	не только с	1	1
69	хотя бы в	1	1
70	с самого начала	2	1
71	в одном месте	2	1
72	глубже чем это	1	1
73	что не мешает	1	1
74	происходит и в	1	1
75	в том отношении	1	1
76	но все же	3	1
77	том отношении что	1	1
78	в этой книге	1	1
79	по себе но	1	1
80	не только на	1	1
81	в действиях в	1	1
82	к тому что	1	1
83	и социальной жизни	1	1
84	и пр каждый	1	1
85	тех или иных	1	1
86	тем не менее	6	1
87	то же что	1	1
88	все это не	1	1
89	что и в	1	1
90	мы увидим что	5	1
91	что он в	1	1
92	и здесь не	1	1
