N	3gram	Potebnia_M_3	Problemy
1	и т п	2	9
2	до сих пор	3	7
3	по отношению к	5	5
4	сам по себе	5	5
5	то же время	5	5
6	в то же	5	5
7	в одном слове	1	4
8	сама по себе	2	4
9	не может быть	3	4
10	друг с другом	1	4
11	в самом деле	1	4
12	и т д	3	4
13	более или менее	3	3
14	в эту минуту	1	3
15	к тому же	1	3
16	с другой стороны	4	3
17	как и в	2	3
18	слово может быть	4	2
19	том что он	2	2
20	нам кажется что	1	2
21	и та же	1	2
22	того и другого	1	2
23	и то же	5	2
24	то время как	1	2
25	по себе еще	1	2
26	одно и то	5	2
27	одна и та	1	2
28	тем не менее	3	2
29	и в словах	1	2
30	в то время	4	2
31	на то что	1	2
32	друг от друга	1	2
33	точек зрения и	1	2
34	себе еще не	1	2
35	себе не только	1	1
36	точки зрения и	1	1
37	и в поэзии	1	1
38	а между тем	2	1
39	представим себе что	1	1
40	в этом рассказе	1	1
41	того что и	1	1
42	мысли к мысли	1	1
43	мере того как	3	1
44	то есть не	4	1
45	их в наглядный	1	1
46	с большим количеством	1	1
47	в этом последнем	2	1
48	так что в	1	1
49	по мере того	3	1
50	то же самое	1	1
51	в том же	2	1
52	одной стороны и	1	1
53	по крайней мере	5	1
54	живет только в	1	1
55	в таком случае	2	1
56	а не как	1	1
57	и в других	1	1
58	сами по себе	1	1
59	бы ни было	1	1
60	в сознании и	2	1
61	что он не	3	1
62	и следовательно к	1	1
63	у него в	1	1
64	лишь тогда когда	1	1
65	но и в	4	1
66	а может быть	1	1
67	в собственном смысле	2	1
68	нет но на	1	1
69	рано или поздно	1	1
70	мы не знаем	2	1
71	с одной стороны	3	1
72	то к чему	1	1
73	смысле этого слова	7	1
74	если мы не	1	1
75	предмет о котором	1	1
76	так или иначе	1	1
77	случае он был	1	1
78	один из его	1	1
79	то же слово	2	1
80	и в том	2	1
81	самом деле в	1	1
82	о том что	1	1
83	гораздо сложнее и	1	1
84	здесь не только	1	1
85	по себе и	1	1
86	в сознание и	1	1
87	но тем не	2	1
88	над всеми остальными	3	1
89	так и в	2	1
90	в такой форме	1	1
91	его жизни и	1	1
92	само по себе	3	1
93	на самом деле	1	1
94	не только не	2	1
95	до и после	1	1
96	не может стать	1	1
97	еще один пример	1	1
98	можно сказать что	2	1
99	но не в	1	1
100	но эти слова	1	1
101	после того как	1	1
102	как мы уже	1	1
103	таким образом и	1	1
104	с первым и	1	1
105	в том что	16	1
106	с такими же	1	1
107	и все что	1	1
108	и в каждом	1	1
