N	2gram	Vygotskiy__2	Komedia
1	и в	32	26
2	едва ли	4	14
3	и не	10	14
4	и его	7	12
5	к тому	7	12
6	так и	3	12
7	тому же	1	11
8	может быть	18	11
9	в том	37	11
10	в этом	13	10
11	но и	10	10
12	столь же	4	9
13	том что	21	9
14	если бы	6	9
15	вместе с	2	9
16	что в	20	9
17	ясно что	7	8
18	было бы	11	8
19	и на	5	7
20	не только	12	7
21	что и	17	7
22	из них	4	7
23	ли не	1	7
24	еще не	2	6
25	о том	6	6
26	в нем	4	6
27	таким образом	21	6
28	в то	5	6
29	того чтобы	14	6
30	потому что	21	6
31	и здесь	2	6
32	в двух	1	6
33	наряду с	4	6
34	то что	21	6
35	в которой	2	5
36	с его	2	5
37	что он	13	5
38	так что	3	5
39	в истории	1	5
40	независимо от	1	5
41	с этим	4	5
42	для того	13	5
43	ни в	2	5
44	на основании	1	5
45	с тем	11	5
46	и с	4	5
47	один из	3	5
48	действующих лиц	3	5
49	в качестве	1	5
50	к этому	1	5
51	меньше всего	2	4
52	более чем	1	4
53	в самом	12	4
54	что это	8	4
55	в целом	4	4
56	из этих	1	4
57	это было	3	4
58	в них	2	4
59	как и	10	4
60	в этих	2	4
61	место в	2	4
62	тому что	4	4
63	не менее	8	4
64	важно что	1	4
65	не по	1	4
66	с и	12	4
67	как будто	7	4
68	больше того	2	4
69	как мы	1	4
70	что у	5	4
71	можно было	7	4
72	за то	1	4
73	еще в	1	4
74	его в	1	4
75	восходит к	1	4
76	между тем	4	4
77	в его	2	4
78	только в	7	4
79	так как	12	4
80	на этот	2	4
81	что для	7	4
82	прежде всего	1	4
83	в руках	2	4
84	в частности	3	4
85	как это	4	4
86	о его	1	4
87	все же	4	4
88	и для	4	4
89	и от	2	4
90	точки зрения	17	4
91	речь идет	1	3
92	например в	3	3
93	в котором	1	3
94	то же	13	3
95	в их	3	3
96	той же	8	3
97	похожи на	1	3
98	того же	2	3
99	в ней	5	3
100	что его	5	3
101	во всех	3	3
102	но не	2	3
103	как в	9	3
104	что касается	1	3
105	но в	3	3
106	в этой	6	3
107	как он	2	3
108	но все	1	3
109	в каждом	2	3
110	при всем	3	3
111	но если	1	3
112	не имеет	4	3
113	того как	4	3
114	в самой	2	3
115	же время	2	3
116	связи с	1	3
117	что на	4	3
118	и сам	4	3
119	то время	3	3
120	и поэтому	4	3
121	из произведений	1	3
122	к нему	2	3
123	а у	1	3
124	тех пор	1	3
125	дело с	8	3
126	для всех	1	3
127	ответ на	2	3
128	мы знаем	7	3
129	искать в	1	3
130	и их	3	3
131	представить себе	3	3
132	мы можем	3	3
133	тем что	9	3
134	возможно что	1	3
135	даже не	1	3
136	не было	2	3
137	так называемой	1	3
138	в связи	1	3
139	из которых	2	3
140	в тех	1	3
141	с этой	4	3
142	все это	5	3
143	или в	1	3
144	для нас	2	3
145	интерес к	2	3
146	а в	4	3
147	до тех	1	3
148	в своей	3	3
149	жизни и	4	3
150	по поводу	1	3
151	не может	17	3
152	как известно	1	2
153	и т	10	2
154	одним из	1	2
155	только потому	2	2
156	стали бы	1	2
157	в первом	1	2
158	из его	1	2
159	и за	1	2
160	мы имеем	4	2
161	мы не	3	2
162	из самых	2	2
163	время как	3	2
164	не вполне	2	2
165	то это	3	2
166	в виду	3	2
167	бы то	2	2
168	в ее	2	2
169	чем это	1	2
170	и другие	1	2
171	если в	2	2
172	отличие от	2	2
173	отнюдь не	5	2
174	идет о	1	2
175	что именно	3	2
176	целый ряд	6	2
177	что по	2	2
178	имеет в	1	2
179	в действительности	4	2
180	с той	4	2
181	бы и	3	2
182	в нашем	1	2
183	роль в	2	2
184	и если	1	2
185	что она	16	2
186	не следует	1	2
187	всех остальных	2	2
188	он не	6	2
