N	2gram	Voloshinov_1	KulturaY
1	и в	3	23
2	точки зрения	1	23
3	не только	1	17
4	с точки	1	16
5	может быть	1	14
6	не менее	1	12
7	в его	1	11
8	а не	1	11
9	и не	1	10
10	если бы	1	8
11	в языке	1	7
12	то же	1	6
13	связи с	1	6
14	не может	4	6
15	из этих	1	5
16	и должно	1	5
17	тех же	1	4
18	языка как	1	4
19	тому что	1	4
20	один из	2	4
21	в ней	1	3
22	литературного языка	1	3
23	в то	1	3
24	но и	1	3
25	к тому	1	3
26	изучение языка	1	2
27	о формах	1	2
28	он в	1	2
29	с другими	1	2
30	смысл и	1	2
31	русского литературного	1	2
32	в особенности	1	2
33	подхода к	1	2
34	зрения их	1	1
35	язык как	1	1
36	конечно и	1	1
37	и на	1	1
38	нет и	1	1
39	ни один	1	1
40	его от	1	1
41	в каждом	1	1
42	лучше всего	1	1
43	на месте	1	1
44	языка было	1	1
45	из контекста	1	1
46	общей системы	1	1
47	первая часть	1	1
48	речь и	1	1
49	науку о	1	1
50	именно с	1	1
51	же время	1	1
52	можно и	1	1
53	социального общения	2	1
54	может не	1	1
55	в лингвистике	1	1
56	мы видим	1	1
57	нуждаются в	1	1
58	для него	1	1
59	общения и	2	1
60	на примере	1	1
61	по своим	1	1
62	чисто формальных	1	1
63	исходя из	1	1
64	несмотря на	1	1
65	русской литературы	1	1
