N	3gram	Propp_Isto_7	FransuaR
1	как мы уже	1	6
2	о том что	5	5
3	в другом месте	1	4
4	в самом деле	1	4
5	с одной стороны	4	4
6	в большинстве случаев	1	4
7	до сих пор	2	3
8	не только во	1	2
9	сказать что в	1	2
10	и в особенности	1	2
11	никак не может	1	2
12	с точки зрения	1	2
13	как мы увидим	1	2
14	но уже в	1	2
15	в предыдущей главе	1	2
16	в данном случае	3	2
17	и тот же	1	2
18	во всех этих	6	2
19	но и в	2	2
20	одним из самых	1	2
21	с другой стороны	8	2
22	в том что	4	2
23	конечно не в	1	2
24	в частности и	1	1
25	до наших дней	1	1
26	по отношению к	1	1
27	с тем и	1	1
28	по этому вопросу	1	1
29	и др все	1	1
30	более или менее	1	1
31	мы увидим в	1	1
32	о том как	1	1
33	один и тот	1	1
34	о том почему	1	1
35	в нем и	1	1
36	в одной из	2	1
37	в преисподнюю в	1	1
38	что он может	1	1
39	физическая сила и	1	1
40	а так как	1	1
41	к себе в	1	1
42	на этот вопрос	2	1
43	принимает фантастические размеры	1	1
44	он не мог	1	1
45	всего мы встречаем	1	1
46	и что это	1	1
47	говорит о том	1	1
48	вместе с тем	1	1
49	мы увидим дальше	1	1
50	она никогда не	1	1
51	на которой он	1	1
52	мы видим что	3	1
53	все же не	1	1
54	в связи с	1	1
55	то что он	1	1
56	другой стороны с	2	1
57	не может быть	3	1
58	мы видели что	1	1
59	в зависимости от	1	1
60	в то время	2	1
61	не там где	1	1
62	почву на которой	1	1
63	например в образе	1	1
64	после того как	2	1
65	до xix века	1	1
66	не только в	5	1
67	но все же	2	1
68	от всех других	2	1
69	мы можем коснуться	1	1
70	и что он	1	1
71	тем более не	1	1
72	а именно в	1	1
73	что и в	2	1
74	уже известную нам	2	1
