N	2gram	Voloshinov_2	VerxiiNi
1	и в	19	26
2	таким образом	14	22
3	с тем	1	18
4	в этом	15	15
5	вместе с	2	15
6	точки зрения	17	13
7	как бы	19	12
8	в том	7	11
9	из этих	1	10
10	не только	13	10
11	и с	2	10
12	может быть	28	10
13	связи с	13	9
14	так как	3	9
15	но и	10	9
16	что в	2	9
17	но не	2	8
18	главным образом	1	8
19	и у	2	8
20	с другой	3	8
21	и не	19	8
22	как на	2	8
23	но в	7	7
24	связанные с	1	7
25	но все	1	7
26	из них	1	7
27	том что	10	7
28	потому что	1	7
29	к нему	5	7
30	с одной	3	7
31	то что	4	7
32	а с	2	7
33	одной стороны	3	7
34	того же	5	6
35	все же	5	6
36	все эти	3	6
37	в себе	4	6
38	всяком случае	2	6
39	с точки	13	6
40	в отношении	4	6
41	к тому	6	6
42	так и	10	6
43	и т.д	4	6
44	о том	3	6
45	что и	3	6
46	несмотря на	1	6
47	и потому	2	6
48	все это	1	6
49	мы должны	1	6
50	во всяком	3	6
51	сих пор	3	5
52	тому же	2	5
53	в силу	1	5
54	лишь в	14	5
55	или менее	2	5
56	по крайней	2	5
57	не имеет	3	5
58	того чтобы	6	5
59	никогда не	7	5
60	с другом	1	5
61	для того	6	5
62	образом в	1	5
63	в его	5	5
64	крайней мере	2	5
65	до сих	3	5
66	а не	9	5
67	к жизни	1	5
68	друг с	1	5
69	и для	7	5
70	так же	5	5
71	одной из	3	5
72	более или	2	5
73	том числе	1	5
74	в котором	3	4
75	то же	16	4
76	в течение	1	4
77	в самом	6	4
78	учение о	3	4
79	в этой	3	4
80	что все	1	4
81	то есть	2	4
82	с другими	3	4
83	он не	3	4
84	далеко не	2	4
85	и тогда	2	4
86	в то	8	4
87	в нем	11	4
88	а в	3	4
89	числе и	1	4
90	что оно	3	4
91	и что	1	4
92	и только	1	4
93	только в	8	4
94	не может	18	4
95	в смысле	6	4
96	и от	3	4
97	в этих	3	4
98	во время	1	4
99	что он	4	4
100	в виде	2	4
101	если в	1	3
102	в своем	2	3
103	и нет	1	3
104	когда он	1	3
105	и как	6	3
106	в которой	1	3
107	что это	2	3
108	так или	1	3
109	и если	1	3
110	при этом	9	3
111	всегда и	2	3
112	подойти к	1	3
113	тем не	1	3
114	если бы	11	3
115	не менее	1	3
116	как о	2	3
117	в других	1	3
118	и о	2	3
119	но по	2	3
120	уже с	1	3
121	с самого	5	3
122	на нее	1	3
123	ясно что	1	3
124	можно сказать	1	3
125	в значительной	2	3
126	того что	4	3
127	но с	1	3
128	хотя бы	6	3
129	в качестве	3	3
130	так что	1	3
131	уже не	1	3
132	что эти	1	3
133	для него	9	3
134	в одном	1	3
135	к ним	1	3
136	случае не	1	3
137	и даже	2	3
138	или иначе	1	3
139	своей индивидуальности	1	3
140	в связи	7	3
141	у них	1	3
142	отношению к	8	3
143	и другие	1	3
144	к этому	5	3
145	в таком	7	3
146	одним из	2	2
147	связана с	2	2
148	восточные славяне	1	2
149	и это	3	2
150	его не	1	2
151	еще не	3	2
152	и на	5	2
153	бы то	4	2
154	с его	8	2
155	во всех	6	2
156	оно является	2	2
157	или иное	1	2
158	относится к	3	2
159	что именно	1	2
160	и наконец	1	2
161	на то	4	2
162	не могла	1	2
163	из этой	1	2
164	перестает быть	1	2
165	они в	1	2
166	не к	3	2
167	не как	3	2
168	и связанные	1	2
169	из него	2	2
170	то ни	5	2
171	было конечно	1	2
172	на все	2	2
173	с целью	1	2
174	что большинство	1	2
175	в них	1	2
176	к которым	3	2
177	мы видели	4	2
178	нужно чтобы	1	2
179	с идеей	1	2
180	не в	10	2
181	как от	2	2
182	иной раз	1	2
183	самого начала	5	2
184	тогда когда	1	2
185	не могло	1	2
186	в разных	1	2
187	в самой	1	2
188	же время	8	2
189	с одним	1	2
190	в русском	4	2
191	и является	2	2
192	так например	1	2
193	этом отношении	1	2
194	ли это	2	2
195	и здесь	5	2
196	и проч	1	2
197	грубой и	1	2
198	не могут	1	2
199	и другой	1	2
200	той или	4	2
201	но при	1	2
202	то или	1	2
203	приводит к	2	2
204	не с	2	2
205	связанных с	1	2
206	можно только	1	2
207	по сравнению	1	2
208	мысль о	1	2
209	к одной	1	2
210	должно было	1	2
211	между тем	6	2
212	быть и	6	2
213	тот же	1	2
214	и действительно	1	2
215	со всеми	1	2
216	конечно не	4	2
217	уже в	2	2
218	в начале	2	2
219	свидетельствует о	2	2
220	одно из	1	2
221	мы можем	6	2
222	нее не	1	2
223	или иной	5	2
224	и из	1	2
225	именно в	2	2
226	к которому	1	2
227	прежде всего	7	2
228	связано с	3	2
229	превращается в	1	2
230	не было	3	2
231	и все	6	2
232	так называемой	2	2
233	когда же	1	2
234	если не	1	2
235	связь с	4	2
236	и особенно	2	2
237	без помощи	1	2
238	и иной	1	2
239	и мир	1	2
