N	3gram	Vygotskiy__4	Problemy
1	то же время	1	12
2	в то же	1	12
3	на самом деле	5	10
4	с самого начала	5	8
5	и т п	3	6
6	не может быть	1	6
7	по отношению к	1	5
8	и в то	1	5
9	во всяком случае	3	5
10	в этом смысле	1	4
11	с точки зрения	4	4
12	бы то ни	1	4
13	то ни было	1	4
14	в самом деле	7	3
15	в конце концов	3	3
16	мы уже говорили	1	3
17	и в самом	2	3
18	все это было	2	3
19	с другой стороны	2	3
20	смысле этого слова	3	2
21	сводится к тому	2	2
22	и к тому	1	2
23	подобно тому как	1	2
24	что они действительно	1	2
25	знает что он	1	2
26	и не может	1	2
27	вместе с тем	2	2
28	сама по себе	3	2
29	а может быть	1	2
30	что в нем	5	2
31	к тому чтобы	3	2
32	что все это	1	2
33	даже в пределах	1	2
34	героя и его	1	2
35	этого и что	1	2
36	и в этом	3	2
37	на тему о	1	2
38	а не в	1	2
39	о том что	10	2
40	этого слова и	2	2
41	было вовсе не	1	2
42	друг с другом	4	2
43	к тому же	2	2
44	мы увидим что	1	2
45	и т д	2	2
46	как она есть	2	1
47	как он не	1	1
48	увидим что это	1	1
49	всю жизнь и	1	1
50	или хотя бы	1	1
51	какой бы то	1	1
52	в том и	1	1
53	и так до	1	1
54	потому что не	1	1
55	из него все	1	1
56	самом деле не	1	1
57	до сих пор	3	1
58	что он не	4	1
59	мы должны признать	1	1
60	тому чтобы заставить	1	1
61	и которая в	1	1
62	мы могли бы	1	1
63	то что в	3	1
64	за то что	3	1
65	этого признания и	1	1
66	говорит что он	1	1
67	как мы уже	1	1
68	она только что	1	1
69	со всех сторон	1	1
70	у него нет	1	1
71	к тому что	5	1
72	то что оно	1	1
73	и в своих	1	1
74	ни в одном	1	1
75	и заставляет его	1	1
76	лежит в основе	1	1
77	что может быть	2	1
78	и не было	1	1
79	с ним и	1	1
80	но может быть	2	1
81	то что он	3	1
82	и основной стилистический	1	1
83	мы сейчас увидим	1	1
84	друг к другу	1	1
85	для правильного понимания	1	1
86	по себе и	2	1
87	в нем есть	1	1
88	должны признать что	1	1
89	потому что они	1	1
90	нет ни одного	1	1
91	так с самого	1	1
92	от самого себя	1	1
93	себя что он	1	1
94	в нем нет	2	1
95	боится как бы	1	1
96	что в сущности	1	1
97	имел в виду	1	1
98	вовсе не для	1	1
99	но только в	1	1
100	и вместе с	1	1
101	он все время	2	1
102	основной стилистический прием	1	1
103	в свою очередь	1	1
104	он нисколько не	2	1
105	рядом с этим	1	1
106	не только не	2	1
107	но в этом	1	1
108	и кажется как	1	1
109	можно сказать что	1	1
110	или во всяком	1	1
111	на то что	6	1
112	мы вовсе не	1	1
113	такая же точно	1	1
114	все время перед	1	1
115	как бы в	1	1
116	это как бы	1	1
117	и что он	2	1
118	для того чтобы	19	1
119	в том что	12	1
120	что и в	1	1
121	с ним что	1	1
122	в глубине души	1	1
