N	2gram	Bakhtin_Pr_1	Hudozhes
1	и в	38	28
2	том что	3	19
3	в ее	4	18
4	и не	42	18
5	в том	8	15
6	а не	5	14
7	в этом	15	13
8	не в	7	13
9	о том	4	12
10	не только	9	11
11	при этом	5	11
12	как и	7	11
13	в его	43	11
14	уже не	1	10
15	в себе	4	9
16	но и	9	9
17	так и	5	8
18	между тем	7	8
19	что он	2	8
20	себя в	2	8
21	в душе	1	8
22	может быть	26	8
23	о чем	1	8
24	я не	2	7
25	по отношению	21	7
26	в мире	3	7
27	к тому	1	7
28	в частности	2	7
29	как это	2	7
30	и все	3	7
31	с ним	5	7
32	жизни в	1	7
33	отношению к	19	7
34	в котором	2	6
35	то же	5	6
36	не было	2	6
37	и с	17	6
38	в глазах	1	6
39	в своей	7	6
40	в то	4	6
41	тем что	2	6
42	если бы	3	6
43	можно сказать	2	6
44	это не	5	6
45	человеческой жизни	1	6
46	а в	6	6
47	то что	8	6
48	жизни и	1	6
49	жизни как	1	5
50	с его	2	5
51	в этой	1	5
52	как в	4	5
53	в самом	7	5
54	что это	2	5
55	не могла	1	5
56	рядом с	5	5
57	в своем	5	5
58	не менее	4	5
59	никогда не	5	5
60	ничего не	6	5
61	и его	16	5
62	она не	2	5
63	только на	1	5
64	для него	1	5
65	художественного целого	1	5
66	как бы	22	5
67	да и	3	5
68	с ее	1	5
69	что в	7	5
70	и другие	2	5
71	а между	1	4
72	и т	14	4
73	но не	12	4
74	в художественном	20	4
75	то в	1	4
76	подобно тому	1	4
77	человека в	2	4
78	он не	3	4
79	и уже	1	4
80	в других	4	4
81	тем не	3	4
82	для нее	8	4
83	тому что	1	4
84	же время	3	4
85	и о	5	4
86	того чтобы	2	4
87	в конечном	4	4
88	только в	13	4
89	что и	2	4
90	для того	2	4
91	не может	27	4
92	тому как	1	4
93	бы и	1	4
94	была бы	2	3
95	человека и	1	3
96	едва ли	3	3
97	на себя	1	3
98	и он	2	3
99	в ней	4	3
100	еще не	7	3
101	и на	3	3
102	столь же	2	3
103	не все	2	3
104	бы не	2	3
105	как он	1	3
106	в нем	15	3
107	можно было	4	3
108	что все	2	3
109	и ей	1	3
110	мы уже	1	3
111	с другими	3	3
112	было бы	8	3
113	в них	5	3
114	несмотря на	3	3
115	в этих	2	3
116	как о	1	3
117	на него	3	3
118	со своим	1	3
119	личности в	1	3
120	к себе	2	3
121	как только	3	3
122	же самое	2	3
123	и это	3	3
124	что у	1	3
125	и ему	1	3
126	к нему	10	3
127	одной из	3	3
128	с ними	4	3
129	и ее	2	3
130	с одной	3	3
131	для нас	1	3
132	конечном счете	4	3
133	в одном	1	3
134	с другой	7	3
135	на ее	3	3
136	все время	1	3
137	прежде всего	13	3
138	человек в	2	3
139	так же	1	3
140	одной стороны	3	3
141	все это	3	3
142	или в	2	3
143	все они	5	3
144	на фоне	3	3
145	есть и	1	3
146	по поводу	2	3
147	самом деле	6	3
148	все что	3	3
149	в первом	1	2
150	а как	3	2
151	который в	1	2
152	не во	2	2
153	который был	1	2
154	говорить о	3	2
155	тем как	5	2
156	различия между	1	2
157	если в	1	2
158	отношение к	10	2
159	все же	6	2
160	как уже	1	2
161	и к	3	2
162	но в	4	2
163	говорится в	1	2
164	в нашем	4	2
165	не более	2	2
166	и становится	7	2
167	чего не	1	2
168	мысли и	1	2
169	т д	1	2
170	но именно	1	2
171	в принципе	1	2
172	не как	1	2
173	на этом	2	2
174	оно не	3	2
175	однако в	1	2
176	могла бы	1	2
177	его характера	1	2
178	зрения на	1	2
179	не с	4	2
180	лишь в	2	2
181	его в	9	2
182	это было	1	2
183	о которых	2	2
184	характер и	1	2
185	ответственности перед	1	2
186	автора и	1	2
187	обратимся к	1	2
188	только тем	1	2
189	место в	8	2
190	с точки	6	2
191	ибо в	2	2
192	одна из	2	2
193	в основе	5	2
194	самостоятельную позицию	1	2
195	представляется нам	2	2
196	данности и	1	2
197	в строгом	2	2
198	приходит к	1	2
199	как мы	7	2
200	данном случае	4	2
201	самим собою	2	2
202	она может	3	2
203	приводит к	3	2
204	с самим	2	2
205	до сих	1	2
206	том как	2	2
207	на скрипке	1	2
208	все те	1	2
209	поэтому она	1	2
210	в другом	2	2
211	а также	1	2
212	того или	2	2
213	только когда	1	2
214	во втором	1	2
215	нуждается в	2	2
216	и только	4	2
217	здесь не	4	2
218	дело с	6	2
219	ли он	1	2
220	именно на	1	2
221	и у	2	2
222	в виде	2	2
223	произведения не	1	2
224	его и	1	2
225	ни с	2	2
226	из них	1	2
227	т п	13	2
228	вовсе не	2	2
229	сих пор	1	2
230	или иной	2	2
231	именно в	1	2
232	личной жизни	1	2
233	себя и	3	2
234	что не	4	2
235	вместе с	1	2
236	этот смысл	1	2
237	в данном	4	2
238	видит в	1	2
239	или иного	2	2
240	в контексте	1	2
241	и от	3	2
242	не является	3	2
243	и для	11	2
244	отнюдь не	19	2
245	в двух	2	2
246	это уже	1	2
247	хотя бы	4	2
248	точки зрения	8	2
249	а о	1	2
250	между ними	4	2
251	и эта	2	2
252	сказать что	4	2
253	тем самым	4	2
254	отношения к	6	1
255	и завершается	2	1
256	например в	3	1
257	в сфере	1	1
258	не остается	2	1
259	становится в	1	1
260	мир где	1	1
261	есть форма	3	1
262	тех же	1	1
263	это и	1	1
264	к другому	1	1
265	его же	1	1
266	самостоятельной позиции	1	1
267	высшей степени	5	1
268	целого произведения	2	1
269	обойтись без	1	1
270	также и	3	1
271	на материале	3	1
272	мы имеем	2	1
273	содержания в	4	1
274	стремится найти	1	1
275	нам в	1	1
276	время как	1	1
277	жизненной позиции	1	1
278	так она	1	1
279	не совсем	1	1
280	что можно	1	1
281	в каждой	1	1
282	не чуждо	1	1
283	и самого	1	1
284	не нужно	5	1
285	на них	3	1
286	со словами	2	1
287	бы то	3	1
288	во всех	11	1
289	природы и	3	1
290	во внешнем	1	1
291	то он	1	1
292	точка зрения	3	1
293	к которой	1	1
294	его во	1	1
295	в общем	1	1
296	иногда и	3	1
297	себе и	1	1
298	не просто	1	1
299	нет и	3	1
300	или иное	2	1
301	в свои	1	1
302	за пределы	12	1
303	ни одна	2	1
304	во что	1	1
305	в той	1	1
306	показать что	2	1
307	как к	2	1
308	она как	1	1
309	более и	1	1
310	ней в	1	1
311	хотя и	3	1
312	я должен	2	1
313	но для	1	1
314	имеет в	1	1
315	себе не	2	1
316	от своей	1	1
317	в которой	1	1
318	и внутреннего	1	1
319	ни один	1	1
320	все эти	5	1
321	осознает себя	1	1
322	нами в	2	1
323	но ведь	1	1
324	лица и	2	1
325	и человеке	1	1
326	независимость от	1	1
327	к миру	3	1
328	именно то	1	1
329	нее и	1	1
330	которому она	1	1
331	душу и	1	1
332	в корне	2	1
333	свое время	1	1
334	серьезность и	1	1
335	переводит его	1	1
336	случайной в	1	1
337	произведении не	1	1
338	не должно	1	1
339	значительной степени	1	1
340	не следует	2	1
341	слова не	3	1
342	в каждом	2	1
343	здесь мы	2	1
344	то ни	3	1
345	то есть	46	1
346	в музыке	5	1
347	и других	2	1
348	и иных	1	1
349	эти два	1	1
350	и тем	3	1
351	бы уже	1	1
352	не удовлетворяется	1	1
353	быть только	5	1
354	она и	1	1
355	ли может	1	1
356	этого не	1	1
357	в слове	3	1
358	не всегда	6	1
359	выйти за	1	1
360	в один	1	1
361	и при	2	1
362	где мы	1	1
363	ценность в	1	1
364	себе самой	1	1
365	рядом в	1	1
366	нем он	1	1
367	односторонней и	1	1
368	образом и	1	1
369	но он	1	1
370	и более	2	1
371	лежит не	1	1
372	не могли	2	1
373	позиции по	1	1
374	том же	2	1
375	не должна	4	1
376	же мы	1	1
377	случае мы	2	1
378	произведения и	2	1
379	стороной их	1	1
380	раз и	2	1
381	момент художественной	2	1
382	каждого отдельного	1	1
383	с миром	4	1
384	и какие	1	1
385	а иногда	2	1
386	что с	1	1
387	виду что	1	1
388	и начинает	1	1
389	дело в	2	1
390	чем не	2	1
391	та или	1	1
392	найти в	1	1
393	и всегда	1	1
394	в самой	2	1
395	имеем дело	3	1
396	о ней	1	1
397	этих двух	1	1
398	или иная	1	1
399	к произведению	3	1
400	того в	1	1
401	к определенному	1	1
402	к концу	1	1
403	а лишь	2	1
404	и чувство	1	1
405	не столь	1	1
406	за его	3	1
407	в области	11	1
408	однако это	1	1
409	ему не	1	1
410	познанием не	1	1
411	в момент	1	1
412	есть только	2	1
413	отличается от	2	1
414	его с	1	1
415	от нее	1	1
416	той или	2	1
417	а ее	2	1
418	говоря словами	1	1
419	такова в	1	1
420	то внешнее	1	1
421	и значительность	2	1
422	и понять	2	1
423	не существует	1	1
424	ни стало	1	1
425	можно показать	1	1
426	то или	2	1
