N	2gram	Voloshinov_1	Formalny
1	и в	3	38
2	может быть	1	23
3	и не	1	20
4	формального метода	1	15
5	не может	4	14
6	связи с	1	13
7	но и	1	13
8	языка как	1	11
9	с другими	1	10
10	в его	1	10
11	не только	1	9
12	язык как	1	8
13	точки зрения	1	8
14	для него	1	7
15	с точки	1	7
16	художественного произведения	1	6
17	в ней	1	6
18	то же	1	6
19	в языке	1	6
20	а не	1	6
21	в то	1	5
22	же время	1	5
23	если бы	1	5
24	и должно	1	5
25	бы в	1	5
26	его от	1	4
27	к тому	1	4
28	социального общения	2	4
29	в особенности	1	4
30	и на	1	3
31	если в	2	3
32	из этих	1	3
33	искусство как	1	3
34	литературного языка	1	3
35	литературного произведения	1	3
36	можно и	1	3
37	и все	1	3
38	о литературе	1	3
39	и методологически	1	2
40	при анализе	1	2
41	он в	1	2
42	смысл и	1	2
43	лучше всего	1	2
44	во второй	1	2
45	тому что	1	2
46	с теми	1	2
47	русского литературного	1	2
48	один из	2	2
49	в школе	1	2
50	общения и	2	2
51	методологического приема	1	2
52	подхода к	1	2
53	метода он	1	1
54	в конкретном	1	1
55	и больше	1	1
56	конечно и	1	1
57	не оказать	1	1
58	и заставляет	1	1
59	истории русского	1	1
60	становится особенно	1	1
61	увидеть в	1	1
62	русской почве	1	1
63	методов ее	1	1
64	теми или	1	1
65	не менее	1	1
66	и форму	1	1
67	на русской	1	1
68	в каждом	1	1
69	фосслера и	1	1
70	художественной структуры	1	1
71	или иными	1	1
72	оторвано от	1	1
73	не из	1	1
74	по своим	1	1
75	методы и	1	1
76	художественного целого	1	1
77	влияния на	1	1
78	несмотря на	1	1
79	к историческому	1	1
80	в системе	1	1
81	школе фосслера	1	1
82	можно назвать	1	1
83	русской литературы	1	1
