N	3gram	Potebnia_M_4	Formalny
1	не может быть	5	10
2	в связи с	1	10
3	и т п	4	9
4	в самом языке	1	7
5	с точки зрения	3	7
6	в этом отношении	1	7
7	и в этом	4	5
8	с тем что	4	5
9	то же время	3	5
10	в то же	3	5
11	во всяком случае	3	5
12	и т д	3	5
13	вместе с тем	3	4
14	не могут быть	2	4
15	на самом деле	3	3
16	и не может	1	3
17	сам по себе	4	3
18	но и в	1	3
19	может быть и	1	3
20	в большинстве случаев	2	3
21	не в том	2	3
22	в том смысле	2	3
23	с другой стороны	1	3
24	до известной степени	2	3
25	для того чтобы	4	3
26	не было и	2	2
27	и то и	1	2
28	сами по себе	2	2
29	в том случае	3	2
30	что в нем	1	2
31	к тому чтобы	1	2
32	то и другое	2	2
33	с самого начала	1	2
34	мы говорим о	1	2
35	с тем и	2	2
36	к тому что	1	2
37	том смысле что	1	2
38	в том что	7	2
39	и не в	1	2
40	можем судить о	1	1
41	лишь один из	1	1
42	что иное как	2	1
43	к дальнейшему развитию	1	1
44	что же касается	1	1
45	в своем развитии	2	1
46	иметь в виду	1	1
47	в виду что	1	1
48	что перед нами	1	1
49	равно как и	2	1
50	и до сих	2	1
51	в настоящее время	1	1
52	же время и	1	1
53	в этом случае	5	1
54	потому что не	1	1
55	того что язык	1	1
56	с одной стороны	1	1
57	только в том	2	1
58	до сих пор	4	1
59	смысле в каком	1	1
60	в таком случае	2	1
61	как будто несколько	1	1
62	можно говорить о	1	1
63	можно было говорить	2	1
64	это не так	1	1
65	в поэтическом произведении	1	1
66	поэтического произведения от	1	1
67	в данное время	1	1
68	языка таким образом	1	1
69	на этот вопрос	2	1
70	что если бы	2	1
71	и поэтическое произведение	1	1
72	а все остальное	1	1
73	по крайней мере	5	1
74	трудная и сложная	1	1
75	том случае если	1	1
76	роль в истории	1	1
77	если же мы	1	1
78	что в первый	1	1
79	мы не можем	3	1
80	и многие другие	1	1
81	можно думать что	2	1
82	в данном случае	2	1
83	в том чтобы	1	1
84	могут быть названы	1	1
85	и тот же	2	1
86	смысле этого слова	1	1
87	в той же	1	1
88	одним из первых	1	1
89	как один из	1	1
90	но при этом	1	1
91	так или иначе	2	1
92	и еще более	1	1
93	один из моментов	1	1
94	а не как	1	1
95	все более и	2	1
96	выходя за пределы	1	1
97	лишь в том	1	1
98	до настоящего времени	1	1
99	том смысле в	1	1
100	говорить о нем	1	1
101	именно в том	1	1
102	один и тот	2	1
103	не было бы	1	1
104	может быть что	1	1
105	быть что даже	1	1
106	очевидно что в	2	1
107	есть не что	1	1
108	таким образом в	1	1
109	из них новые	1	1
110	в общих чертах	2	1
111	но тем не	2	1
112	той или другой	1	1
113	не была бы	1	1
114	таким образом мы	2	1
115	области гуманитарных наук	1	1
116	мы говорим не	2	1
117	поэтического произведения с	1	1
118	в свою очередь	1	1
119	фундамент на котором	1	1
120	ничего общего с	1	1
121	происходит таким образом	1	1
122	более и более	2	1
123	он не есть	1	1
124	не выходя за	1	1
125	и только потому	1	1
126	не что иное	2	1
127	различия между этими	1	1
128	тем не менее	4	1
129	и мы получим	1	1
130	не так то	1	1
131	к действительности но	1	1
132	а не в	1	1
133	как и в	1	1
134	ее так и	1	1
135	что и в	2	1
136	но и к	1	1
