N	3gram	Vygotskiy__4	Marksizm
1	с точки зрения	4	20
2	не может быть	1	13
3	в самом деле	7	9
4	и не может	1	9
5	до сих пор	3	8
6	бы то ни	1	8
7	то ни было	1	8
8	с другой стороны	2	5
9	с самого начала	5	4
10	то же самое	6	3
11	на этот вопрос	1	3
12	и здесь мы	1	3
13	в конце концов	3	3
14	то же время	1	3
15	можно сказать что	1	3
16	в то же	1	3
17	для того чтобы	19	3
18	в том что	12	3
19	или хотя бы	1	2
20	тех пор пока	2	2
21	сводится к тому	2	2
22	же как и	1	2
23	и той же	2	2
24	самом деле если	1	2
25	в таком случае	1	2
26	сама по себе	3	2
27	можно было бы	4	2
28	со всех сторон	1	2
29	так же как	3	2
30	во всяком случае	3	2
31	смысле этого слова	3	2
32	одной и той	2	2
33	по отношению к	1	2
34	до тех пор	2	2
35	в свою очередь	1	2
36	это и есть	3	2
37	в нем нет	2	2
38	в этом смысле	1	2
39	ничего общего с	1	2
40	и в сущности	1	1
41	так же нелепо	1	1
42	оно может быть	1	1
43	равно как и	1	1
44	подобно тому как	1	1
45	как она есть	2	1
46	критики второго направления	1	1
47	ни о какой	1	1
48	правильного понимания и	1	1
49	том что он	3	1
50	как это делает	2	1
51	в одной и	1	1
52	именно то что	1	1
53	сами по себе	3	1
54	мы переходим к	1	1
55	точном смысле этого	2	1
56	не было бы	1	1
57	та и другая	1	1
58	если мы прибавим	1	1
59	с этой точки	1	1
60	ни в какой	1	1
61	так или иначе	1	1
62	деле если мы	1	1
63	а не только	1	1
64	и другую в	1	1
65	или как говорит	1	1
66	если бы это	1	1
67	лежит в основе	1	1
68	и с точки	1	1
69	с одной стороны	3	1
70	же нелепо как	1	1
71	и не было	1	1
72	быть отделен от	1	1
73	какой бы то	1	1
74	и есть та	1	1
75	тесно связаны с	1	1
76	и та же	2	1
77	одна и та	2	1
78	того чтобы сделать	1	1
79	в целом ряде	1	1
80	а не в	1	1
81	тем что в	1	1
82	вместо того чтобы	2	1
83	именно в том	2	1
84	нет согласия и	1	1
85	мы уже знаем	2	1
86	таким образом в	2	1
87	вовсе не в	1	1
88	в точном смысле	1	1
89	рядом с этим	1	1
90	она и не	1	1
91	этой точки зрения	1	1
92	с тем что	1	1
93	только после этого	5	1
94	и в самом	2	1
95	не только не	2	1
96	не только в	1	1
97	и в результате	1	1
98	следует ли отсюда	1	1
99	или во всяком	1	1
100	с другом и	2	1
101	как мы уже	1	1
102	к тому что	5	1
103	в гораздо более	1	1
104	на самом деле	5	1
105	друг с другом	4	1
106	может быть отделен	1	1
107	ли отсюда что	1	1
108	мы тем самым	1	1
109	может быть в	1	1
110	таким образом по	1	1
