N	2gram	Propp_Isto_4	StatiiOP
1	и в	26	25
2	в этом	7	24
3	в том	3	20
4	что он	10	19
5	может быть	14	19
6	тем что	5	19
7	что в	14	19
8	что это	2	16
9	том что	3	15
10	в этой	2	14
11	и пр	11	13
12	не только	15	12
13	в его	5	12
14	то что	16	12
15	в этих	7	11
16	так что	2	11
17	таким образом	10	10
18	прежде всего	1	10
19	и не	9	10
20	у него	5	9
21	но и	12	9
22	и т	27	8
23	все это	2	8
24	о том	4	8
25	в языке	2	8
26	т е	18	8
27	в своих	1	8
28	из его	1	7
29	с этим	2	7
30	это не	5	7
31	было бы	2	7
32	в то	1	7
33	не может	6	7
34	точки зрения	1	7
35	и на	2	6
36	как в	7	6
37	из этих	3	6
38	интересно что	4	6
39	не в	5	6
40	в русской	3	6
41	только в	3	6
42	в области	2	6
43	как бы	3	6
44	а в	8	6
45	как на	1	6
46	то же	8	5
47	независимо от	1	5
48	говорит что	2	5
49	но в	5	5
50	на то	3	5
51	он не	7	5
52	об этом	7	5
53	ни в	2	5
54	мы имеем	7	5
55	в котором	1	5
56	потому что	6	5
57	и это	1	5
58	так и	10	5
59	в них	1	5
60	с другой	4	5
61	связано с	1	5
62	а не	6	5
63	такого рода	2	5
64	того что	2	5
65	другой стороны	4	5
66	например в	3	4
67	что эти	1	4
68	время как	1	4
69	из которых	5	4
70	в чем	1	4
71	относится к	3	4
72	в центре	1	4
73	все же	9	4
74	не было	1	4
75	и к	1	4
76	в целом	2	4
77	на его	3	4
78	лишь в	2	4
79	и тем	2	4
80	с тем	2	4
81	как и	7	4
82	а как	2	4
83	у нас	2	4
84	ничего не	5	4
85	к ней	1	4
86	связана с	2	4
87	в ней	1	4
88	и с	5	4
89	если бы	2	4
90	можно сказать	1	4
91	а также	3	4
92	к нему	6	4
93	мы видим	6	4
94	в качестве	7	4
95	и др	5	4
96	в начале	1	4
97	отношение к	2	4
98	то время	1	4
99	в особенности	2	4
100	связь с	12	4
101	он говорит	2	4
102	что здесь	7	4
103	но это	3	4
104	сказать что	2	4
105	в своей	4	4
106	это в	1	4
107	по мнению	1	3
108	он был	1	3
109	своего рода	1	3
110	что по	1	3
111	и наконец	1	3
112	все эти	3	3
113	и если	3	3
114	всех этих	1	3
115	на этом	2	3
116	что этот	4	3
117	в другом	5	3
118	о которых	1	3
119	показывает что	10	3
120	попадает в	3	3
121	нет никакого	1	3
122	что я	2	3
123	но он	4	3
124	и более	3	3
125	тому что	1	3
126	во время	7	3
127	это слово	1	3
128	связи с	3	3
129	такие выражения	1	3
130	и здесь	5	3
131	со стороны	1	3
132	на вопрос	3	3
133	и что	5	3
134	раньше чем	5	3
135	нельзя сказать	1	3
136	это несомненно	1	3
137	и его	10	3
138	уже не	5	3
139	уже в	2	3
140	так как	9	3
141	в некоторых	5	3
142	как раз	1	3
143	связан с	3	3
144	к которому	1	3
145	с которым	1	3
146	что мы	3	3
147	его как	2	3
148	в связи	2	3
149	с этой	2	3
150	между прочим	2	3
151	тем более	1	3
152	обращается к	1	3
153	к этому	5	3
154	в виде	2	3
155	он может	2	2
156	к своей	3	2
157	выражения как	1	2
158	такое же	4	2
159	и за	2	2
160	той же	1	2
161	выходит из	1	2
162	во всех	1	2
163	то он	1	2
164	но как	1	2
165	только тогда	3	2
166	если в	1	2
167	вступают в	2	2
168	не просто	4	2
169	что они	6	2
170	что именно	1	2
171	им в	1	2
172	вот тебе	1	2
173	его к	3	2
174	он делает	2	2
175	и тот	2	2
176	имеем в	2	2
177	т д	24	2
178	не как	1	2
179	том чтобы	1	2
180	и по	5	2
181	но все	5	2
182	и может	1	2
183	а по	4	2
184	случаях и	1	2
185	известно что	2	2
186	а с	1	2
187	он и	1	2
188	мы не	1	2
189	в развитии	1	2
190	такой же	1	2
191	и тогда	1	2
192	не мог	3	2
193	можно найти	2	2
194	в которых	4	2
195	тем не	2	2
196	если я	1	2
197	для этого	1	2
198	не была	1	2
199	сам он	1	2
200	не менее	2	2
201	что эта	3	2
202	дело не	2	2
203	на котором	3	2
204	тогда когда	1	2
205	одна из	2	2
206	к этим	2	2
207	так чтобы	1	2
208	не имеет	3	2
209	никогда не	2	2
210	найти в	1	2
211	этих двух	1	2
212	в русском	1	2
213	более что	1	2
214	он хочет	1	2
215	от того	2	2
216	могут быть	6	2
217	к тому	1	2
218	для его	1	2
219	любопытно что	1	2
220	утверждать что	1	2
221	на это	2	2
222	как мы	5	2
223	не совсем	1	2
224	с ее	1	2
225	в виду	1	2
226	говорит и	1	2
227	на основе	1	2
228	что у	3	2
229	на нее	1	2
230	или в	3	2
231	и которые	1	2
232	здесь нет	1	2
233	нас к	7	2
234	до нас	1	2
235	внимание на	1	2
236	одного из	1	2
237	на что	1	2
238	и во	2	2
239	он его	1	2
240	от них	2	2
241	в форме	2	2
242	и только	5	2
243	и других	3	2
244	еще не	6	2
245	есть в	2	2
246	и у	5	2
247	него есть	1	2
248	то и	1	2
249	что если	1	2
250	при помощи	10	2
251	несомненно в	1	2
252	одно из	1	2
253	цели и	1	2
254	вовсе не	4	2
255	при всей	1	2
256	должен был	3	2
257	заметить что	1	2
258	до сих	5	2
259	не потому	1	2
260	в ряде	1	2
261	что не	1	2
262	но есть	2	2
263	не на	3	2
264	вместе с	6	2
265	в одной	3	2
