N	3gram	Bakhtin_Fr_7	Myshleni
1	с точки зрения	3	21
2	в том что	3	13
3	с самого начала	1	7
4	по отношению к	2	5
5	то же самое	1	5
6	в данном случае	1	5
7	мысли и слова	1	4
8	о том что	1	4
9	и тем самым	1	4
10	по своей природе	1	4
11	в том и	1	3
12	в этом отношении	2	3
13	находит свое выражение	1	3
14	имеет в виду	1	3
15	в первом случае	1	3
16	содержит в себе	1	3
17	содержат в себе	1	3
18	по этому поводу	1	3
19	как и в	2	3
20	как мы видели	4	3
21	потому что он	1	2
22	прежде всего в	4	2
23	на самом деле	1	2
24	в той же	1	2
25	мы находим в	1	2
26	в большинстве случаев	2	2
27	что в этом	1	2
28	том что они	1	2
29	в свою очередь	3	2
30	друг от друга	1	2
31	было представление о	1	2
32	таким образом в	1	2
33	в себе в	1	2
34	и находит свое	1	1
35	что иное как	1	1
36	и есть то	2	1
37	а следовательно и	2	1
38	имеет дело с	1	1
39	только и может	1	1
40	в свете нового	1	1
41	есть прежде всего	1	1
42	в том числе	4	1
43	так что в	1	1
44	и до конца	2	1
45	в этом смысле	1	1
46	в том же	1	1
47	самом же деле	1	1
48	со всеми ее	1	1
49	в сущности все	1	1
50	сам по себе	1	1
51	есть не что	1	1
52	таким образом все	1	1
53	по аналогии с	1	1
54	том числе и	2	1
55	мы уже упоминали	1	1
56	в гораздо большей	1	1
57	в первых двух	1	1
58	можно было бы	2	1
59	все же в	1	1
60	здесь не в	1	1
61	как мы уже	1	1
62	что все это	1	1
63	то что было	1	1
64	начала и до	2	1
65	здесь как и	1	1
66	но именно этот	1	1
67	не только в	1	1
68	она не имеет	1	1
69	два момента во-первых	1	1
70	и в этом	1	1
71	в одной плоскости	1	1
72	таким образом на	1	1
73	до некоторой степени	1	1
74	он может и	1	1
75	не только для	1	1
76	то новое и	1	1
77	он говорит что	1	1
78	говорят о том	1	1
79	только после того	1	1
80	мы уже говорили	3	1
81	во всяком случае	1	1
82	что у него	2	1
83	здесь как мы	1	1
84	есть в этом	1	1
85	и во всяком	1	1
86	по ту сторону	1	1
87	все они в	2	1
88	на самом же	1	1
89	так например в	1	1
90	таким образом мы	1	1
91	так и в	3	1
92	это и есть	1	1
93	но и для	1	1
94	тот момент когда	1	1
95	после того как	4	1
96	слова таким образом	1	1
97	в силу своей	1	1
98	не что иное	1	1
99	в то же	9	1
100	в конце концов	4	1
