N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	65
2	как бы	12	22
3	и не	29	22
4	вовсе не	10	18
5	в сущности	4	16
6	в том	8	16
7	в этом	4	15
8	но в	5	14
9	в нем	2	13
10	мы уже	3	12
11	прежде всего	9	11
12	все эти	3	10
13	не только	36	10
14	и его	2	10
15	так и	3	10
16	но и	18	10
17	и потому	5	10
18	во всех	2	9
19	в его	2	9
20	все это	5	9
21	всех этих	1	8
22	в своем	6	8
23	в основе	3	8
24	в духе	1	8
25	культуры и	1	8
26	в дальнейшем	1	8
27	и даже	6	8
28	и другие	1	8
29	формы и	1	7
30	его в	2	7
31	точки зрения	5	7
32	только в	14	7
33	жизни и	2	7
34	на самом	1	6
35	в ней	12	6
36	еще не	8	6
37	все же	4	6
38	и у	3	6
39	главным образом	1	6
40	при этом	1	6
41	том что	8	6
42	в отношении	4	6
43	никогда не	2	6
44	тела и	1	6
45	как мы	4	6
46	времени и	1	6
47	искусства и	1	6
48	одно из	1	6
49	так как	7	6
50	может быть	16	6
51	сказать что	17	6
52	связана с	1	5
53	с его	1	5
54	отличие от	1	5
55	как и	8	5
56	есть в	1	5
57	в своей	5	5
58	потому что	16	5
59	той или	2	5
60	для него	4	5
61	в одном	2	5
62	или иной	1	5
63	еще и	8	5
64	и пр	6	5
65	превращается в	1	5
66	в частности	1	5
67	в той	3	5
68	и все	5	5
69	еще более	2	5
70	в своих	1	5
71	жизни в	1	5
72	в общем	1	4
73	и к	1	4
74	поэтому и	1	4
75	в самом	9	4
76	в этой	3	4
77	и еще	2	4
78	в отличие	1	4
79	мысли и	3	4
80	не в	5	4
81	до сих	1	4
82	можно только	4	4
83	в жизни	3	4
84	из них	4	4
85	отношение к	1	4
86	нужно сказать	1	4
87	сих пор	1	4
88	это уже	1	4
89	для нас	2	4
90	между ними	3	4
91	совершенно не	5	4
92	это в	1	4
93	новое время	1	3
94	можно говорить	2	3
95	в применении	1	3
96	самом деле	4	3
97	мы и	1	3
98	конечно и	1	3
99	мы будем	1	3
100	не просто	19	3
101	в себя	13	3
102	уже не	9	3
103	то что	27	3
104	в себе	14	3
105	но на	2	3
106	перестает быть	3	3
107	понимания и	3	3
108	и с	8	3
109	на этой	1	3
110	это не	5	3
111	в новое	1	3
112	далеко не	1	3
113	в ее	7	3
114	он и	1	3
115	отрыве от	2	3
116	с точки	3	3
117	но это	10	3
118	уже сказали	1	3
119	ничего не	3	3
120	по своей	2	3
121	этом отношении	1	3
122	и здесь	4	3
123	и прежде	1	3
124	всегда в	1	3
125	в виду	2	3
126	она была	2	3
127	с ним	8	3
128	о нем	1	3
129	в самой	2	3
130	с другой	6	3
131	и во	3	3
132	к нему	1	3
133	во всей	1	3
134	что он	1	3
135	и новое	1	3
136	где они	1	3
137	как раз	9	3
138	даже и	4	3
139	же деле	1	3
140	самом же	1	3
141	и эта	3	3
142	в ряду	1	3
143	и их	7	3
144	применении к	2	3
145	но для	2	3
146	в более	1	3
147	не является	1	3
148	и ни	1	3
149	от всех	4	3
150	не может	17	3
151	что в	9	3
152	своей части	1	3
153	из всех	1	2
154	для своего	1	2
155	и само	2	2
156	не вполне	2	2
157	бы ни	2	2
158	и он	1	2
159	именно эти	1	2
160	в чем	6	2
161	но не	5	2
162	нет и	1	2
163	форме и	1	2
164	и выражения	2	2
165	связанной с	1	2
166	как начало	1	2
167	и наконец	1	2
168	это определение	1	2
169	в чисто	1	2
170	из этих	1	2
171	и утверждает	1	2
172	тело не	1	2
173	не к	1	2
174	и вот	2	2
175	свое время	2	2
176	его от	1	2
177	и по	1	2
178	через край	1	2
179	а затем	2	2
180	конечно в	1	2
181	а его	1	2
182	это было	1	2
183	в свой	2	2
184	истории и	2	2
185	в этих	1	2
186	и без	3	2
187	их в	3	2
188	раз и	1	2
189	дело в	4	2
190	и вещи	3	2
191	этих двух	2	2
192	во всем	1	2
193	к себе	4	2
194	есть только	7	2
195	могут быть	1	2
196	языках и	1	2
197	к тому	3	2
198	и это	14	2
199	говорили что	1	2
200	приводит к	1	2
201	но у	1	2
202	поэтому в	1	2
203	на что	1	2
204	знает и	2	2
205	из основных	1	2
206	о том	6	2
207	можно сказать	6	2
208	основе своей	2	2
209	ни на	3	2
210	в отрыве	2	2
211	отграничено от	1	2
212	в свете	7	2
213	еще только	1	2
214	но с	2	2
215	мы видим	2	2
216	этот вопрос	1	2
217	с одной	3	2
218	только на	3	2
219	и чисто	1	2
220	ни с	6	2
221	от того	3	2
222	в особенности	1	2
223	что не	5	2
224	одной стороны	3	2
225	на этот	1	2
226	несмотря на	1	2
227	и так	1	2
228	выражения и	1	2
229	его на	1	2
230	наряду с	1	2
231	быть только	3	2
232	да и	3	2
