N	3gram	Vygotskiy__4	Morfolog
1	в этих случаях	1	13
2	в этом случае	3	9
3	мы видим что	2	9
4	в связи с	3	8
5	не может быть	1	8
6	подобно тому как	2	5
7	по отношению к	1	4
8	с точки зрения	11	4
9	а также и	1	4
10	с другой стороны	8	4
11	тем не менее	1	4
12	далеко не все	1	3
13	не могут быть	2	3
14	на самом деле	1	3
15	но все же	1	3
16	как и в	1	3
17	в обоих случаях	3	2
18	состоит в том	3	2
19	оно может быть	2	2
20	в настоящее время	2	2
21	в собственном смысле	7	2
22	точно так же	3	2
23	то время как	1	2
24	с одной стороны	9	2
25	друг на друга	5	2
26	собственном смысле слова	1	2
27	и таким образом	1	2
28	в то время	1	2
29	тем и другим	1	2
30	для того чтобы	5	2
31	в том что	31	2
32	таким образом что	4	1
33	в тот момент	1	1
34	заметим только что	1	1
35	которые не могут	1	1
36	мы видим таким	4	1
37	он может быть	1	1
38	а затем уже	1	1
39	том что он	1	1
40	о том как	1	1
41	что иное как	1	1
42	лежат в основе	1	1
43	как бы в	1	1
44	мы постараемся показать	1	1
45	бы они ни	1	1
46	до сих пор	1	1
47	во всей своей	1	1
48	том случае если	1	1
49	со всеми другими	1	1
50	бы то ни	1	1
51	прежде чем перейти	1	1
52	но прежде чем	1	1
53	в какой степени	2	1
54	они представляют собой	1	1
55	мы имели возможность	2	1
56	можно было бы	5	1
57	но если мы	1	1
58	иметь различное значение	1	1
59	как причины так	1	1
60	вопрос в какой	1	1
61	в том случае	1	1
62	одно и то	6	1
63	чем перейти к	1	1
64	в совершенно другом	1	1
65	в данном случае	2	1
66	в целом и	2	1
67	и то же	6	1
68	не входит в	1	1
69	одновременно с этим	1	1
70	перед нами в	1	1
71	все более и	2	1
72	они даны в	2	1
73	и затем уже	1	1
74	во всяком случае	3	1
75	так же и	1	1
76	и как они	1	1
77	но так как	2	1
78	вместо того чтобы	1	1
79	не имеет ничего	1	1
80	другой стороны они	1	1
81	друг к другу	1	1
82	обоих случаях значение	1	1
83	чем это делает	1	1
84	далеко не всегда	1	1
85	причины так и	1	1
86	о том что	3	1
87	если бы мы	1	1
88	и что следовательно	1	1
89	с самого начала	1	1
90	является одновременно и	1	1
91	это значит что	2	1
92	видим таким образом	4	1
93	можно сказать что	1	1
94	они ни были	1	1
95	тот момент когда	1	1
96	на то что	4	1
97	которые могут быть	1	1
98	то же в	1	1
99	более и более	2	1
100	к тому что	1	1
101	могут иметь различное	1	1
102	не что иное	1	1
103	таким же способом	1	1
104	друг с другом	7	1
105	то что они	2	1
106	иногда может быть	1	1
107	в сущности к	1	1
108	что и в	1	1
