N	3gram	Vygotskiy__5	Mirosoze
1	не может быть	3	17
2	не было бы	1	5
3	вместе с тем	2	5
4	и вместе с	1	4
5	потому что в	2	3
6	это значит что	4	3
7	не может не	1	2
8	по отношению к	12	2
9	по своему значению	1	2
10	до сих пор	3	2
11	и не может	2	2
12	что он не	2	2
13	но он не	4	2
14	к тому чтобы	4	2
15	в том смысле	1	2
16	то время как	4	2
17	не могут быть	1	2
18	он не знает	1	2
19	а не только	1	2
20	в то время	4	2
21	для того чтобы	14	2
22	в высшей степени	2	2
23	должно быть поставлено	2	1
24	что иное как	1	1
25	потому что он	5	1
26	в ней нет	1	1
27	психологической точки зрения	1	1
28	имеем в виду	1	1
29	в самом деле	2	1
30	он мог бы	1	1
31	занимает центральное место	1	1
32	они не могут	1	1
33	в зависимости от	2	1
34	в отличие от	2	1
35	не знает что	2	1
36	нет у него	1	1
37	или потому что	1	1
38	как будет видно	1	1
39	иное отношение к	3	1
40	об отношении между	1	1
41	вообще не существует	1	1
42	отвечает не на	1	1
43	и по отношению	1	1
44	по сравнению с	5	1
45	не до конца	2	1
46	и ничего не	1	1
47	не только для	1	1
48	все более и	1	1
49	друг к другу	1	1
50	во всяком случае	1	1
51	одним из самых	1	1
52	но не может	1	1
53	бы установить что	1	1
54	между этими двумя	1	1
55	что он был	1	1
56	что совершается в	1	1
57	в котором она	1	1
58	от того что	2	1
59	том смысле что	1	1
60	и никогда не	1	1
61	мы имеем в	1	1
62	о том что	4	1
63	в вопросе о	1	1
64	более и более	1	1
65	не что иное	1	1
66	можно было бы	3	1
67	не знает и	1	1
68	в том что	11	1
