N	3gram	Bakhtin_Pr_1	Mirosoze
1	не может быть	3	8
2	друг к другу	1	5
3	для того чтобы	2	4
4	что и в	1	4
5	же как и	1	3
6	до сих пор	2	3
7	и иван карамазов	1	3
8	к тому что	1	3
9	так же как	1	3
10	в высшей степени	1	3
11	и в этом	3	3
12	это и есть	3	3
13	потому что она	2	3
14	в творчестве достоевского	4	3
15	что она не	2	2
16	подобно тому как	3	2
17	потому что он	2	2
18	может быть назван	1	2
19	и для него	1	2
20	но достоевский не	1	2
21	но это не	3	2
22	с самим собою	1	2
23	и никогда не	1	2
24	в братьях карамазовых	1	2
25	может быть и	1	2
26	в отношении к	1	2
27	о том что	2	2
28	по отношению к	11	2
29	для него нет	1	2
30	что это не	1	2
31	может быть лишь	1	2
32	в том что	7	2
33	только это и	1	2
34	из подполья и	2	2
35	для него не	1	1
36	а следовательно и	1	1
37	по замыслу достоевского	1	1
38	записок из подполья	3	1
39	он хотел бы	1	1
40	обычном смысле слова	1	1
41	том что он	4	1
42	и его любовь	1	1
43	так и не	1	1
44	в нем и	1	1
45	с точки зрения	15	1
46	достоевского нельзя найти	1	1
47	и его жизнь	1	1
48	а не к	1	1
49	и в той	1	1
50	в своей книге	1	1
51	переносится в вечность	1	1
52	в романах достоевского	6	1
53	личности в этом	1	1
54	между тем как	4	1
55	в себе и	1	1
56	в этом отношении	5	1
57	тому как в	1	1
58	достоевского не только	1	1
59	выход за пределы	1	1
60	достоевский не знает	1	1
61	он остается в	2	1
62	у достоевского не	3	1
63	что действие романа	1	1
64	сам достоевский в	1	1
65	в своем творчестве	1	1
66	и тогда когда	1	1
67	в значительной степени	1	1
68	которые могли бы	1	1
69	не потому что	2	1
70	преступления и наказания	1	1
71	у достоевского нельзя	1	1
72	смысле этого слова	1	1
73	в обычном смысле	1	1
74	по сравнению с	1	1
75	достоевского не есть	1	1
76	и хоть и	1	1
77	по природе своей	1	1
78	что он сам	1	1
79	место в творчестве	1	1
80	за пределы своего	1	1
81	ни в какие	1	1
82	не дает никакой	1	1
83	и не раскрывает	1	1
84	самого достоевского его	1	1
85	по ту сторону	1	1
86	том что это	1	1
87	идеи в нем	2	1
88	в себе он	1	1
89	а не о	1	1
90	та или иная	1	1
91	но он не	1	1
92	и у достоевского	1	1
93	он не знал	1	1
94	на самом деле	3	1
95	и в нем	1	1
96	то же что	1	1
97	творчестве достоевского но	1	1
98	она не может	1	1
99	в письме к	1	1
100	в конце концов	4	1
101	том что все	1	1
102	именно потому что	2	1
