N	3gram	Potebnia_M_4	Dialekti
1	и т д	3	15
2	по крайней мере	5	9
3	с точки зрения	3	8
4	в том что	7	6
5	и не только	1	5
6	и та же	1	4
7	в связи с	1	4
8	одна и та	1	4
9	и стало быть	1	4
10	то же время	3	4
11	о том что	5	4
12	с другой стороны	1	4
13	в том смысле	2	4
14	только тогда когда	4	4
15	что иное как	2	3
16	том смысле что	1	3
17	в таком случае	2	3
18	сами по себе	2	3
19	в то же	3	3
20	может быть и	1	3
21	не есть только	3	3
22	сам по себе	4	3
23	не что иное	2	3
24	той или другой	1	3
25	не может быть	5	3
26	в то время	1	3
27	можно сказать что	4	3
28	не в состоянии	2	2
29	и говорить о	1	2
30	иметь в виду	1	2
31	в виду что	1	2
32	как бы ни	1	2
33	тогда когда оно	2	2
34	до сих пор	4	2
35	и т п	4	2
36	может быть только	1	2
37	в данном случае	2	2
38	то что есть	1	2
39	тем не менее	4	2
40	не могут быть	2	2
41	так или иначе	2	2
42	выходя за пределы	1	2
43	это не значит	2	2
44	во всяком случае	3	2
45	есть не что	1	2
46	от того что	3	2
47	само по себе	5	2
48	с самого начала	1	2
49	что в нем	1	2
50	не выходя за	1	2
51	как же это	1	2
52	то же самое	4	2
53	но уже и	1	1
54	того как эта	1	1
55	можем судить о	1	1
56	всем известно что	1	1
57	и то что	4	1
58	несколько слов об	2	1
59	образ может быть	1	1
60	тех пор пока	2	1
61	мы говорим о	1	1
62	возможна только потому	1	1
63	только потому что	2	1
64	мере того как	4	1
65	да и не	1	1
66	это было бы	1	1
67	не только о	1	1
68	равно как и	2	1
69	на самом деле	3	1
70	и до сих	2	1
71	подобно тому как	2	1
72	в том и	2	1
73	так что в	1	1
74	по мере того	4	1
75	о том как	1	1
76	и во многих	1	1
77	не было и	2	1
78	не отличаются от	1	1
79	оно не есть	1	1
80	и не может	1	1
81	и то и	1	1
82	сказать несколько слов	2	1
83	видно что в	1	1
84	но и в	1	1
85	мы уже не	1	1
86	в этом отношении	1	1
87	того и другого	1	1
88	всякую мысль о	1	1
89	точно так же	1	1
90	со всех сторон	1	1
91	то и другое	2	1
92	главным образом в	1	1
93	вместе с тем	3	1
94	не то что	3	1
95	тому и другому	1	1
96	из тех которые	2	1
97	в это время	1	1
98	вопрос об отношении	1	1
99	не в том	2	1
100	что есть в	1	1
101	с одной стороны	1	1
102	на первый взгляд	1	1
103	по себе он	1	1
104	если она и	1	1
105	но при этом	1	1
106	это делается не	1	1
107	и в этом	4	1
108	все более и	2	1
109	поэзия как и	1	1
110	в разной мере	1	1
111	или быть может	1	1
112	о котором мы	1	1
113	на что не	1	1
114	когда мы говорим	3	1
115	и в том	2	1
116	при всей своей	1	1
117	в свое время	1	1
118	именно в том	1	1
119	что у меня	1	1
120	и как бы	2	1
121	заключается в том	1	1
122	сказать и о	1	1
123	и вместе с	1	1
124	нельзя сказать чтобы	2	1
125	всего того что	1	1
126	поэтический образ может	1	1
127	и не могу	1	1
128	что и в	2	1
129	тем и другим	3	1
130	вопрос о том	2	1
131	более и более	2	1
132	нам в голову	1	1
133	речь идет о	1	1
134	не менее в	1	1
135	он не есть	1	1
136	между тем и	3	1
137	до тех пор	6	1
138	которые могут быть	1	1
139	к тому что	1	1
140	дело не в	1	1
141	на всю жизнь	1	1
142	это показывает что	1	1
143	все эти качества	1	1
144	так и из	1	1
145	можем сказать что	2	1
