N	2gram	Nazirov_Tv_2	Istorich
1	и в	20	25
2	вместе с	3	22
3	что он	6	22
4	и т	13	20
5	т д	11	18
6	может быть	8	17
7	представление о	7	17
8	не только	13	13
9	но и	8	13
10	в его	10	12
11	так как	3	11
12	уже не	3	11
13	и не	9	11
14	в этом	8	10
15	тем что	3	10
16	все же	5	10
17	и его	9	9
18	его в	3	9
19	в виде	2	9
20	с другой	2	9
21	таким образом	10	9
22	героя в	4	9
23	еще не	5	8
24	и на	5	8
25	все эти	4	8
26	что в	7	8
27	на него	2	8
28	связи с	1	8
29	и что	2	8
30	мы видим	4	8
31	мы знаем	1	8
32	другой стороны	2	8
33	связь с	2	8
34	том что	4	8
35	представляет собой	1	7
36	в нем	3	7
37	а затем	3	7
38	как и	6	7
39	мы видели	1	7
40	во время	1	7
41	потому что	7	7
42	о том	5	7
43	и здесь	1	7
44	то что	3	7
45	только в	2	7
46	с одной	1	7
47	при помощи	2	7
48	превращается в	3	7
49	но это	5	7
50	в частности	2	7
51	знаем что	1	6
52	как в	4	6
53	это не	7	6
54	не может	7	6
55	в этих	1	6
56	не в	4	6
57	и он	2	6
58	что и	1	6
59	себя в	2	6
60	прежде всего	8	6
61	могут быть	2	6
62	в том	8	6
63	например в	5	5
64	ясно что	1	5
65	мы не	4	5
66	но не	5	5
67	с этим	1	5
68	что это	1	5
69	входит в	1	5
70	живет в	1	5
71	как мы	1	5
72	в образе	3	5
73	связано с	1	5
74	показывает что	4	5
75	так же	5	5
76	для нас	1	5
77	же как	3	4
78	и это	3	4
79	то же	7	4
80	мы уже	1	4
81	в ее	2	4
82	в истории	2	4
83	он видит	1	4
84	в которой	2	4
85	он не	3	4
86	что все	1	4
87	с другими	2	4
88	не менее	2	4
89	в пределах	1	4
90	в дальнейшем	4	4
91	что у	4	4
92	наряду с	7	4
93	с ним	3	4
94	раньше чем	1	4
95	когда герой	1	4
96	если не	4	4
97	герой в	1	4
98	в основном	6	4
99	все это	6	4
100	в связи	1	4
101	в которых	3	3
102	или же	1	3
103	на себя	1	3
104	то это	1	3
105	что его	2	3
106	если в	1	3
107	и как	1	3
108	его к	1	3
109	в целом	6	3
110	в этой	5	3
111	в жертву	1	3
112	их в	2	3
113	человека в	3	3
114	предположение что	1	3
115	в ином	1	3
116	но уже	3	3
117	в таких	1	3
118	в то	10	3
119	в русской	2	3
120	друг друга	2	3
121	встречается в	1	3
122	но эти	2	3
123	представляют собой	1	3
124	в себя	1	3
125	никогда не	11	3
126	и с	8	3
127	и вообще	2	3
128	о нем	1	3
129	и требует	1	3
130	и др	3	3
131	он живет	1	3
132	нем и	1	3
133	и она	1	3
134	в книге	1	3
135	ее и	1	3
136	но когда	1	3
137	в свете	3	3
138	а в	4	3
139	в целях	1	3
140	в свою	1	3
