N	3gram	Vygotskiy__3	DiskursI
1	в том что	11	13
2	с одной стороны	5	9
3	о том что	3	5
4	в отличие от	1	4
5	к тому же	1	4
6	а с другой	1	3
7	не в том	2	3
8	не может быть	1	3
9	и как бы	2	3
10	в свою очередь	2	3
11	с другой стороны	5	3
12	подобно тому как	1	2
13	то же самое	8	2
14	а в том	1	2
15	в наше время	2	2
16	обратить внимание на	1	2
17	в основе своей	1	2
18	далеко не ограничивается	1	2
19	в данном случае	2	2
20	в том чтобы	1	2
21	состоит в том	1	2
22	более или менее	1	2
23	можно сказать что	1	2
24	только в том	2	2
25	то все же	1	1
26	и может быть	1	1
27	на самом деле	2	1
28	перед нами было	1	1
29	внимание на то	1	1
30	о том как	2	1
31	он не может	1	1
32	с точки зрения	9	1
33	том что всякое	1	1
34	до сих пор	5	1
35	как и все	1	1
36	одной стороны это	1	1
37	том случае если	1	1
38	что он не	1	1
39	в котором они	1	1
40	только то что	2	1
41	и что это	1	1
42	вместе с тем	2	1
43	одно и то	2	1
44	как мы видели	2	1
45	не заметить что	1	1
46	перед своими глазами	1	1
47	к которому мы	1	1
48	в том случае	1	1
49	в евгении онегине	1	1
50	потому что в	1	1
51	каждый из них	1	1
52	одновременно с этим	1	1
53	бы это явление	1	1
54	во всяком случае	2	1
55	в целом ряде	1	1
56	басни что он	1	1
57	в тех случаях	1	1
58	она могла бы	1	1
59	того или иного	1	1
60	в этом отношении	1	1
61	так например в	1	1
62	в которых она	1	1
63	с самого начала	6	1
64	легко заметить что	1	1
65	этого как и	1	1
66	когда указывает на	1	1
67	заключается в том	6	1
68	речь идет о	3	1
69	если бы я	1	1
70	или во всяком	1	1
71	на то что	12	1
72	по аналогии с	2	1
73	и все прочие	2	1
74	и то же	2	1
75	в том и	1	1
76	но все же	1	1
77	дело не в	1	1
78	заключать в себе	1	1
79	в своей основе	1	1
80	что не только	1	1
81	отличается от басни	1	1
82	и в другом	2	1
