N	3gram	Bakhtin_Pr_2	Literetu
1	в то же	5	7
2	то же время	5	7
3	к тому же	3	5
4	в отличие от	4	5
5	о том что	1	4
6	с одной стороны	1	4
7	по отношению к	5	4
8	в том что	1	4
9	в том числе	1	3
10	не может быть	4	3
11	с точки зрения	8	3
12	так или иначе	1	2
13	с другой стороны	3	2
14	к себе самому	3	2
15	то же самое	1	2
16	в третьем лице	1	2
17	в одном из	1	2
18	берет на себя	1	2
19	той или иной	3	2
20	одной стороны и	1	2
21	в самом деле	4	2
22	но в отличие	1	2
23	бы то ни	1	2
24	а не как	1	2
25	но и в	1	2
26	том числе и	1	2
27	на то что	2	2
28	не в одном	1	2
29	то ни было	1	2
30	то что было	1	1
31	в самую гущу	1	1
32	романтизм принес с	1	1
33	о том как	1	1
34	в связи с	1	1
35	при этом не	1	1
36	лишь тогда когда	1	1
37	и в словах	2	1
38	мы чувствуем что	2	1
39	не только не	1	1
40	героя никогда не	1	1
41	а затем и	2	1
42	не знает что	1	1
43	и т п	9	1
44	по себе но	2	1
45	между тем как	1	1
46	но кто же	1	1
47	но не в	1	1
48	хотя бы и	1	1
49	уже не может	1	1
50	в каждом своем	1	1
51	и наконец в	1	1
52	только на то	1	1
53	этой точки зрения	1	1
54	как бы в	4	1
55	в этом его	1	1
56	на самом деле	1	1
57	в отношении к	2	1
58	там на суде	1	1
59	никогда не бывает	1	1
60	в значительной степени	1	1
61	более или менее	3	1
62	как бы не	1	1
63	на этой почве	1	1
64	нельзя не согласиться	1	1
65	у него не	1	1
66	почти никогда не	1	1
67	сама по себе	4	1
68	уже и не	1	1
69	но при этом	2	1
70	и в том	1	1
71	как бы уже	1	1
72	в себе и	1	1
73	там где есть	1	1
74	оно должно быть	2	1
75	друг от друга	2	1
76	но уже и	1	1
77	по существу своему	1	1
78	в той или	3	1
79	я не могу	2	1
80	обойтись без другого	1	1
81	как и всякое	1	1
82	тем не менее	2	1
83	внутренний диалог с	1	1
84	я и мир	1	1
85	мысли в каждом	1	1
86	хотя и не	2	1
