N	2gram	Tiupa_Lite_3	DiskursI
1	в себе	6	19
2	при этом	15	17
3	в этом	14	16
4	как и	5	16
5	состоит в	6	16
6	и в	16	16
7	в качестве	5	16
8	может быть	12	16
9	и не	22	15
10	а не	12	14
11	отличие от	5	12
12	то есть	5	12
13	в отличие	5	12
14	и т.п	6	12
15	в частности	11	12
16	тогда как	17	11
17	но в	3	11
18	представляет собой	2	11
19	в мире	16	11
20	но и	14	11
21	со стороны	7	10
22	не только	14	10
23	том что	8	10
24	своего рода	10	10
25	так и	9	9
26	не может	8	9
27	такого рода	10	9
28	как в	5	8
29	в том	12	8
30	а также	4	8
31	но не	4	7
32	в данном	4	7
33	в рамках	4	7
34	в лирике	1	7
35	в нем	2	7
36	не менее	2	7
37	при всей	1	7
38	прежде всего	3	7
39	то же	9	6
40	еще не	6	6
41	с его	6	6
42	данном случае	4	6
43	себя в	7	6
44	отнюдь не	3	6
45	все же	2	6
46	по мысли	6	6
47	в своей	7	6
48	тем самым	7	6
49	по своей	3	6
50	в своих	2	6
51	и на	2	5
52	в противовес	7	5
53	в своем	1	5
54	в противоположность	2	5
55	в то	9	5
56	коммуникативного события	5	5
57	с другой	6	5
58	же время	7	5
59	что в	2	5
60	для него	2	5
61	то что	12	5
62	а с	1	5
63	лирического героя	7	5
64	ни к	3	5
65	я в	7	5
66	я и	10	4
67	и то	1	4
68	разумеется не	3	4
69	по отношению	4	4
70	в этой	8	4
71	человека в	2	4
72	с позиции	1	4
73	в основе	5	4
74	потому что	3	4
75	этом отношении	5	4
76	о том	6	4
77	одного из	2	4
78	времени в	1	4
79	с одной	4	4
80	одно из	4	4
81	в одном	4	4
82	картину мира	1	4
83	одной стороны	4	4
84	художественного целого	1	4
85	как бы	8	4
86	мира и	2	4
87	точки зрения	7	4
88	в период	1	4
89	к его	1	4
90	к этому	2	4
91	отношению к	4	4
92	например в	3	3
93	и ее	2	3
94	принадлежит к	1	3
95	жизненной позиции	1	3
96	не знают	1	3
97	проявляется в	1	3
98	столь же	1	3
99	к жизни	2	3
100	перед нами	1	3
101	и как	3	3
102	и наконец	3	3
103	он не	1	3
104	в другом	6	3
105	с позиций	1	3
106	его в	2	3
107	это не	5	3
108	соответствии с	5	3
109	жизни но	1	3
110	ведет к	1	3
111	в этих	1	3
112	в котором	1	3
113	не столько	1	3
114	одном из	2	3
115	не в	10	3
116	коммуникативное событие	4	3
117	в русской	1	3
118	с лирическим	1	3
119	в тексте	4	3
120	мире и	1	3
121	но одновременно	2	3
122	той или	2	3
123	речевых жанров	1	3
124	еще в	3	3
125	не чуя	1	3
126	в его	6	3
127	восходит к	1	3
128	только в	7	3
129	субъекта в	2	3
130	с читателем	1	3
131	и его	6	3
132	уже не	3	3
133	из них	4	3
134	присутствия в	6	3
135	в них	1	3
136	лирический герой	5	3
137	из двух	1	3
138	или иной	2	3
139	очевидным образом	1	3
140	не было	1	3
141	не знает	2	3
142	мира в	3	3
143	было в	1	3
144	как будто	4	3
145	в контексте	1	3
146	можно сказать	2	3
147	но это	1	3
148	и того	1	3
149	самоопределения в	1	3
150	и все	1	3
151	жизни в	4	3
152	следует признать	2	3
153	жизни а	2	3
154	жизни и	3	3
155	как на	3	3
156	в личностном	1	2
157	того же	2	2
158	идет о	1	2
159	перед лицом	4	2
160	по преимуществу	1	2
161	являет собой	1	2
162	той же	3	2
163	я как	4	2
164	место в	4	2
165	совпадает с	1	2
166	говорить о	1	2
167	жизни как	2	2
168	в цикле	1	2
169	в ней	1	2
170	к своему	1	2
171	в сочетании	1	2
172	жизненный путь	2	2
173	время в	2	2
174	всякий раз	2	2
