N	3gram	Tiupa_Vved_1	Myshleni
1	по отношению к	7	12
2	в том что	3	11
3	в этом отношении	4	5
4	можно сказать что	1	5
5	подобно тому как	2	4
6	то же самое	1	4
7	из того что	1	4
8	к тому чтобы	1	4
9	в сущности говоря	1	4
10	о том что	4	4
11	друг от друга	1	4
12	и того же	1	3
13	состоит в том	2	3
14	в этом случае	1	3
15	вместо того чтобы	1	3
16	можно было бы	2	3
17	с одной стороны	5	3
18	и тот же	1	3
19	в свою очередь	4	3
20	мере в какой	2	3
21	не может быть	3	3
22	один и тот	1	3
23	одного и того	1	3
24	той мере в	2	3
25	в той мере	2	3
26	о том как	1	2
27	что он может	1	2
28	в зависимости от	1	2
29	в отличие от	2	2
30	в высшей степени	2	2
31	но при этом	2	2
32	а с другой	2	2
33	то что он	1	2
34	с другой стороны	1	2
35	свою очередь не	1	2
36	само по себе	1	2
37	связанные между собой	1	2
38	как мы видели	2	2
39	в сознании ребенка	1	1
40	по своей природе	2	1
41	что иное как	1	1
42	если бы она	1	1
43	более или менее	2	1
44	мы узнаем что	1	1
45	на самом деле	3	1
46	в этом последнем	1	1
47	не столько в	1	1
48	в этом смысле	1	1
49	в том числе	1	1
50	того что происходит	1	1
51	те же самые	1	1
52	в том же	1	1
53	потому что я	1	1
54	одной стороны и	1	1
55	которая состоит в	2	1
56	только по отношению	1	1
57	совершается переход от	1	1
58	как мы увидим	1	1
59	том числе и	1	1
60	именно то что	1	1
61	которой не может	1	1
62	не могло быть	1	1
63	не что иное	1	1
64	а не только	1	1
65	в первом случае	1	1
66	это не так	1	1
67	мы должны были	1	1
68	благодаря тому что	1	1
69	и тем самым	2	1
70	из которых в	1	1
71	в связи с	1	1
72	потому что она	1	1
73	а не как	1	1
74	во всяком случае	1	1
75	в этом и	1	1
76	в полной мере	1	1
77	тем не менее	3	1
78	не было бы	1	1
79	тем что они	1	1
80	мы не можем	1	1
81	по аналогии с	1	1
82	в том чтобы	2	1
83	но в этом	1	1
84	но и по	1	1
85	что это не	1	1
86	в то же	4	1
87	и т.п и	1	1
88	так и по	1	1
89	но и что	1	1
90	отношению к ним	1	1
91	той или иной	2	1
