N	2gram	Losev_Dial_2	StatiiOP
1	и в	19	29
2	борис годунов	1	28
3	том что	10	27
4	в том	14	27
5	в этом	8	21
6	не только	19	19
7	но и	12	19
8	что в	7	19
9	о том	5	17
10	в его	1	13
11	что он	6	13
12	у пушкина	2	12
13	в которой	2	11
14	то что	14	11
15	все это	4	11
16	таким образом	4	10
17	к тому	2	10
18	т е	30	10
19	и т	17	9
20	в своем	4	9
21	он не	4	9
22	потому что	14	9
23	так и	10	9
24	этом отношении	1	9
25	и не	30	9
26	как на	1	9
27	но в	2	8
28	как раз	5	8
29	и пр	5	8
30	я не	6	7
31	в ней	2	7
32	в самом	5	7
33	но все	2	7
34	в своей	8	7
35	в котором	1	7
36	тому что	2	7
37	того как	2	7
38	в виду	5	7
39	с тем	2	7
40	вместе с	2	7
41	вопрос о	3	6
42	и на	1	6
43	все же	4	6
44	т д	15	6
45	факт что	1	6
46	вовсе не	13	6
47	и его	5	6
48	об этом	3	6
49	и что	5	6
50	в одном	4	6
51	до сих	2	6
52	было бы	3	5
53	точки зрения	12	5
54	не знали	1	5
55	была бы	3	5
56	того что	6	5
57	между тем	2	5
58	прежде всего	8	5
59	а не	16	5
60	о чем	3	5
61	в той	3	5
62	как бы	14	5
63	сих пор	2	5
64	речь идет	1	4
65	кроме того	3	4
66	и к	7	4
67	в нем	10	4
68	что у	2	4
69	в другом	4	4
70	и с	5	4
71	не в	8	4
72	ничего не	3	4
73	и о	1	4
74	времени и	9	4
75	внимание на	1	4
76	но с	1	4
77	связи с	4	4
78	при помощи	1	4
79	с другой	5	4
80	именно в	2	4
81	в частности	2	4
82	например в	2	3
83	же как	3	3
84	самом деле	4	3
85	на самом	2	3
86	идет о	1	3
87	в их	2	3
88	по его	1	3
89	его не	2	3
90	хотя бы	4	3
91	и он	1	3
92	не был	1	3
93	но не	6	3
94	не то	5	3
95	в общем	2	3
96	которые не	2	3
97	меньше всего	1	3
98	как в	2	3
99	с этим	3	3
100	не было	3	3
101	что это	10	3
102	тому же	1	3
103	вообще не	1	3
104	из них	3	3
105	ни в	10	3
106	в эту	1	3
107	в этих	3	3
108	и сейчас	1	3
109	но он	4	3
110	по себе	18	3
111	не менее	3	3
112	что эта	1	3
113	в обоих	1	3
114	самого начала	2	3
115	что ему	1	3
116	иметь в	2	3
117	никогда не	9	3
118	и по	4	3
119	это слово	1	3
120	тем что	2	3
121	у меня	3	3
122	сомневаться в	2	3
123	оно не	1	3
124	с самого	2	3
125	в образе	1	3
126	на нее	1	3
127	за то	1	3
128	и здесь	1	3
129	как у	1	3
130	наконец в	1	3
131	но это	7	3
132	мне кажется	1	3
133	так что	7	3
134	с нею	3	3
135	ни одного	1	3
136	всяком случае	2	3
137	т п	2	3
