N	3gram	Losev_Prob_5	Psycholo
1	для того чтобы	2	19
2	на то что	2	16
3	в том что	8	14
4	с одной стороны	3	12
5	о том что	9	6
6	в самом деле	1	5
7	до сих пор	2	5
8	с другой стороны	5	5
9	мы могли бы	1	4
10	тот факт что	1	4
11	а с другой	3	4
12	и как бы	1	4
13	по этому поводу	2	4
14	одним и тем	1	3
15	никак не может	2	3
16	сам по себе	1	3
17	вместе с тем	3	3
18	и то что	3	3
19	и тем же	1	3
20	с самого начала	1	3
21	можно было бы	1	3
22	и т д	1	3
23	в этом отношении	1	3
24	что иное как	3	2
25	состоит в том	1	2
26	с точки зрения	8	2
27	обратить внимание на	3	2
28	потому что он	2	2
29	в данном случае	2	2
30	таким образом мы	1	2
31	не только в	1	2
32	в конце концов	6	2
33	указывает на то	1	2
34	в этой трагедии	2	2
35	не может быть	2	2
36	или вернее сказать	1	2
37	вопрос о том	1	2
38	нам думается что	1	2
39	не что иное	3	2
40	по его мнению	1	2
41	той или иной	1	2
42	можно сказать что	3	2
43	и таким образом	1	2
44	на самом деле	1	2
45	жизнь была бы	1	1
46	в следующем виде	1	1
47	все что угодно	1	1
48	в чем не	1	1
49	одному тому что	1	1
50	только потому что	1	1
51	другой стороны он	1	1
52	по одному тому	1	1
53	обстоятельство что трагедия	1	1
54	чуть ли не	1	1
55	дело в том	2	1
56	по отношению к	2	1
57	равно как и	2	1
58	как это мы	1	1
59	в этом смысле	3	1
60	том что он	2	1
61	в силу того	1	1
62	и в этом	1	1
63	втором месте в	1	1
64	в одной из	1	1
65	одной стороны это	1	1
66	что он должен	1	1
67	мы находим в	2	1
68	и для того	1	1
69	которого мы уже	1	1
70	что и здесь	1	1
71	в значительной мере	2	1
72	несмотря на то	1	1
73	с этой точки	1	1
74	по крайней мере	4	1
75	и не в	2	1
76	то или иное	1	1
77	вызывает у него	1	1
78	и в частности	3	1
79	что от него	1	1
80	то время как	3	1
81	к другому и	1	1
82	и если в	1	1
83	и в его	1	1
84	на задний план	1	1
85	потому что оно	1	1
86	как будто бы	3	1
87	и никак не	2	1
88	мы встречаем и	1	1
89	еще в большей	1	1
90	как и вообще	1	1
91	едва ли не	1	1
92	все же не	3	1
93	на тот факт	1	1
94	что у него	1	1
95	не только о	1	1
96	и в том	1	1
97	потому что они	2	1
98	этой точки зрения	1	1
99	ни в чем	1	1
100	в большей части	1	1
101	внимание на тот	1	1
102	то обстоятельство что	1	1
103	означает не что	1	1
104	в то время	3	1
105	одной стороны он	1	1
106	после того как	3	1
107	и сейчас в	1	1
108	во времени и	1	1
109	в трагедии нет	2	1
110	никак не могут	2	1
111	в том смысле	1	1
112	а как раз	1	1
113	и все же	1	1
114	силу того что	1	1
115	но не только	1	1
116	в русской литературе	3	1
