N	2gram	Bakhtin_fo_2	Analitik
1	в этом	22	18
2	не только	11	16
3	и в	46	16
4	в частности	5	16
5	так и	7	15
6	как и	8	14
7	но и	9	12
8	и не	9	12
9	том что	4	12
10	в том	10	12
11	в качестве	3	11
12	при этом	6	10
13	в эпизоде	7	10
14	могут быть	2	10
15	а не	4	10
16	как бы	10	10
17	в этой	2	9
18	лишь в	2	9
19	в пределах	5	9
20	и даже	3	9
21	то есть	10	9
22	в данном	2	8
23	и т.п	2	8
24	отнюдь не	4	8
25	особенно в	2	7
26	к тому	3	7
27	а также	3	7
28	о том	4	7
29	в себе	4	7
30	то что	7	7
31	в самом	1	6
32	и на	7	6
33	но в	10	6
34	в мире	4	6
35	говорить о	2	6
36	может быть	7	6
37	с другой	2	6
38	как это	2	6
39	и к	2	5
40	данном случае	1	5
41	с одной	2	5
42	того же	3	4
43	по преимуществу	1	4
44	в сущности	2	4
45	но не	5	4
46	за пределы	1	4
47	как в	4	4
48	в своем	5	4
49	хотя и	3	4
50	в себя	2	4
51	на этом	2	4
52	то же	8	4
53	и тем	1	4
54	для него	3	4
55	точки зрения	10	4
56	не в	9	4
57	в конце	2	4
58	и является	1	4
59	имеет место	3	4
60	можно сказать	2	4
61	времени в	7	4
62	во всех	11	4
63	только в	11	4
64	и его	12	4
65	уже не	3	4
66	у него	9	4
67	одной стороны	1	4
68	не может	2	4
69	и смерти	1	4
70	этом случае	2	4
71	о его	2	4
72	все это	6	4
73	в аспекте	2	4
74	в один	1	4
75	и то	1	3
76	в их	3	3
77	мы имеем	2	3
78	со смертью	1	3
79	ему в	3	3
80	проявляется в	1	3
81	не был	2	3
82	как уже	3	3
83	в нашем	1	3
84	на его	1	3
85	ключ к	1	3
86	и сам	1	3
87	его от	1	3
88	несмотря на	1	3
89	автора и	2	3
90	не мог	2	3
91	место в	4	3
92	не столько	1	3
93	никогда не	6	3
94	сводится к	1	3
95	тем что	3	3
96	этом отношении	2	3
97	что на	3	3
98	той или	1	3
99	как мы	6	3
100	в организации	1	3
101	в результате	1	3
102	если бы	1	3
103	и т.д	1	3
104	борьба с	3	3
105	что и	3	3
106	и все	6	3
107	так что	4	3
108	есть в	1	3
109	борьбы с	1	3
110	из них	8	3
111	или иной	2	3
112	именно в	2	3
113	было бы	2	3
114	в речи	1	3
115	этого слова	1	3
116	и одновременно	1	3
117	романа в	2	3
118	бы в	1	3
119	прежде всего	14	3
120	а в	3	3
121	не знает	2	3
122	по поводу	1	3
123	с самим	1	3
124	отношения к	4	2
125	эту жизнь	2	2
126	и до	2	2
127	а как	1	2
128	во времени	3	2
129	имеют место	1	2
130	и он	4	2
131	еще не	6	2
132	он был	2	2
133	иного рода	1	2
134	на основе	3	2
135	в общем	1	2
136	отличие от	1	2
137	как говорит	1	2
138	смерти на	1	2
139	в значительной	1	2
140	о жизни	1	2
141	художественного мира	1	2
142	в случае	1	2
143	вследствие этого	1	2
144	вообще не	1	2
145	он не	5	2
146	картины мира	2	2
147	таким образом	3	2
148	а затем	3	2
149	что все	2	2
150	них не	1	2
151	на этой	1	2
152	это было	1	2
153	на протяжении	3	2
154	по себе	2	2
155	он же	1	2
156	он и	1	2
157	жизни но	2	2
158	еще в	1	2
159	в этих	3	2
160	в своей	1	2
161	в котором	4	2
162	с точки	8	2
163	в отличие	1	2
164	стало быть	1	2
165	но эта	2	2
166	в устах	1	2
167	в таких	1	2
168	она не	2	2
169	в то	5	2
170	не имеет	1	2
171	на котором	2	2
172	на него	1	2
173	появляется в	1	2
174	же время	4	2
175	так например	1	2
176	особого рода	1	2
177	всего в	3	2
178	роль в	3	2
179	с ее	1	2
180	для читателя	1	2
181	те же	6	2
182	того и	1	2
183	в борьбе	3	2
184	мира вокруг	1	2
185	строго говоря	2	2
186	с ним	4	2
187	и смерть	4	2
188	что в	5	2
189	в произведении	1	2
190	за пределами	1	2
191	никак не	1	2
192	его в	6	2
193	и во	6	2
194	на всех	1	2
195	между тем	1	2
196	в его	8	2
197	борьбе с	2	2
198	того что	3	2
199	один из	2	2
200	целого и	1	2
201	времени как	1	2
202	себя в	1	2
203	для всех	1	2
204	в поэзии	2	2
205	свидетельствует о	1	2
206	ни с	1	2
207	и их	4	2
208	ведь это	1	2
209	в одном	7	2
210	вовсе не	13	2
211	уже и	1	2
212	здесь в	6	2
213	на этот	1	2
214	его как	1	2
215	одну из	1	2
216	о чем	3	2
217	и слово	1	2
218	вместе с	9	2
219	так же	2	2
220	и иной	1	2
221	при переходе	1	2
222	этих случаях	1	2
223	по существу	5	2
224	в состоянии	1	2
225	этот хронотоп	1	2
226	и для	9	2
227	этого рода	1	2
228	при описании	2	2
229	он по	1	2
230	в двух	2	2
231	внимание на	1	2
232	еще более	4	2
233	сказать что	1	2
234	другой стороны	1	2
235	частности в	1	2
236	все что	2	2
237	к этому	3	2
238	в таком	1	2
239	и т	14	1
240	также и	4	1
241	еще ряд	1	1
242	самом деле	1	1
243	значении этого	1	1
244	идет о	1	1
245	этого мира	2	1
246	здесь и	1	1
247	указанных выше	1	1
248	смерть в	1	1
249	вне своего	1	1
250	и больше	1	1
251	действительности и	1	1
252	как история	2	1
253	мы уже	9	1
254	их и	1	1
255	есть не	1	1
256	со всех	1	1
257	принадлежит только	1	1
258	бы уже	1	1
259	на место	1	1
260	почти все	3	1
261	целого но	1	1
262	которые при	1	1
263	в полной	1	1
264	из того	1	1
265	они были	2	1
266	всех сторон	1	1
267	повсюду в	1	1
268	взгляде на	1	1
269	в чем	1	1
270	в сюжете	2	1
271	тем как	1	1
272	это имеет	1	1
273	так для	1	1
274	и всего	1	1
275	мы надеемся	1	1
276	истинный смысл	1	1
277	совсем не	2	1
278	о смерти	2	1
279	сил и	1	1
280	тех же	1	1
281	образ смерти	3	1
282	одни из	1	1
283	из уст	1	1
284	не спотыкается	1	1
285	однако не	1	1
286	в полном	1	1
287	когда он	1	1
288	и наконец	6	1
289	дается в	2	1
290	и тот	1	1
291	его к	1	1
292	тем же	2	1
293	следующим образом	1	1
294	детализация и	2	1
295	есть на	1	1
296	в которой	1	1
297	бы и	1	1
298	всего романа	2	1
299	все эти	5	1
300	жизни так	1	1
301	бы не	1	1
302	из этих	4	1
303	которые в	1	1
304	в главе	7	1
305	еще один	1	1
306	смеха в	1	1
307	что даже	1	1
308	впечатление совершенно	1	1
309	и те	1	1
310	как он	2	1
311	в наших	1	1
312	от природы	1	1
313	так сказать	7	1
314	быть только	1	1
315	с чем	1	1
316	рядов мы	1	1
317	смерть оказывается	1	1
318	в нем	5	1
319	внутренняя форма	1	1
320	ряда в	1	1
321	смерти имеет	1	1
322	всех этих	7	1
323	состоит именно	1	1
324	не как	1	1
325	различия в	1	1
326	борьбу с	1	1
327	чтобы в	1	1
328	этой темы	1	1
329	никому не	1	1
330	и по	3	1
331	человека в	6	1
332	в каждом	1	1
333	об этом	1	1
334	мифологии в	1	1
335	времени и	1	1
336	в несколько	1	1
337	это не	2	1
338	что один	1	1
339	смерть и	8	1
340	ни в	1	1
341	останавливаться на	1	1
342	в них	7	1
343	все равно	1	1
344	далеко не	2	1
345	как об	1	1
346	пространственных и	1	1
347	наибольшей степени	1	1
348	со своими	2	1
349	которой он	2	1
350	такой же	1	1
351	нисколько не	1	1
352	и помимо	1	1
353	в наибольшей	1	1
354	не становится	1	1
355	с идеей	1	1
356	имеется в	1	1
357	жизнь и	3	1
358	на каждом	1	1
359	его жизнь	1	1
360	вплоть до	2	1
361	особое место	2	1
362	времени не	1	1
363	соотнесении с	1	1
364	обращение к	1	1
365	и эти	1	1
366	и более	2	1
367	однако в	1	1
368	том же	4	1
369	тому что	1	1
370	что те	1	1
371	было с	1	1
372	раз и	1	1
373	виду что	1	1
374	одна из	1	1
375	материала в	1	1
376	облекается в	1	1
377	и имеет	2	1
378	но только	1	1
379	имеет отношение	1	1
380	каждый из	2	1
381	в разных	1	1
382	слова как	1	1
383	такова что	1	1
384	рассуждение об	1	1
385	этих двух	1	1
386	как она	1	1
387	по своей	1	1
388	потому что	8	1
389	связи с	8	1
390	только с	1	1
391	всякого личного	1	1
392	конечно и	1	1
393	с другом	4	1
394	и несколько	2	1
395	есть у	1	1
396	у нас	2	1
397	всему этому	1	1
398	одно и	1	1
399	начиная с	1	1
400	места для	1	1
401	на границе	3	1
402	смерти так	1	1
403	во все	2	1
404	похож на	2	1
405	сама жизнь	1	1
406	же самое	3	1
407	должны быть	1	1
408	бы он	1	1
409	частной жизни	1	1
410	если же	1	1
411	для себя	1	1
412	некоторой степени	1	1
413	образы и	1	1
414	и о	2	1
415	и тогда	1	1
416	существенное значение	1	1
417	в виду	3	1
418	свою очередь	1	1
419	но при	1	1
420	в ее	1	1
421	самим собою	2	1
422	по земле	1	1
423	характер и	1	1
424	в совершенно	3	1
425	основе весьма	1	1
426	в образе	4	1
427	с собой	1	1
428	в отношении	2	1
429	здесь он	1	1
430	связан с	1	1
431	свиньи и	2	1
432	она была	1	1
433	и пространстве	1	1
434	из одного	1	1
435	автора к	1	1
436	это мне	1	1
437	диалога с	1	1
438	и здесь	1	1
439	видение и	1	1
440	в другом	3	1
441	но к	1	1
442	таков например	2	1
443	видения жизни	1	1
444	но мы	1	1
445	и что	1	1
446	близки к	1	1
447	все его	4	1
448	может не	1	1
449	но когда	1	1
450	каждом из	2	1
451	событий как	1	1
452	с его	1	1
453	при взгляде	1	1
454	утрачивает свою	1	1
455	непосредственно в	1	1
456	других по	1	1
457	этом ряду	2	1
458	даже для	1	1
459	в литературе	2	1
460	что здесь	2	1
461	рассуждение о	1	1
462	мы видим	2	1
463	тот же	3	1
464	в основном	8	1
465	дело с	1	1
466	нуждается в	1	1
467	лишь на	1	1
468	и ее	1	1
469	в уста	2	1
470	все они	3	1
471	внимание в	1	1
472	тем временем	1	1
473	уже в	4	1
474	то и	1	1
475	же явления	1	1
476	как более	1	1
477	на этих	1	1
478	светом а	1	1
479	сами по	2	1
480	так как	6	1
481	с настоящим	2	1
482	к ним	2	1
483	себе и	1	1
484	до некоторой	1	1
485	как его	2	1
486	другом в	1	1
487	вечных ценностей	1	1
488	к самому	1	1
489	античности в	1	1
490	и речи	1	1
491	нам не	1	1
492	смерти за	1	1
493	мы это	1	1
494	как у	3	1
495	на ее	1	1
496	особое внимание	1	1
497	что тот	1	1
498	миру и	1	1
499	я был	1	1
500	в свою	1	1
501	характерно для	1	1
502	может показаться	1	1
503	еще и	1	1
504	себя и	3	1
505	совмещается с	1	1
506	чужой и	1	1
507	смерти но	1	1
508	более того	1	1
509	в рассказе	1	1
510	выступают в	1	1
511	на смерть	3	1
512	было для	1	1
513	а так	1	1
514	в ряду	4	1
515	или с	1	1
516	мира в	3	1
517	если не	2	1
518	в связи	8	1
519	оно ни	1	1
520	мире в	1	1
521	было в	1	1
522	и потому	2	1
523	в присутствии	1	1
524	рассыпается на	1	1
525	и временных	1	1
526	установкой на	1	1
527	в тех	1	1
528	с игрой	1	1
529	ко всему	1	1
530	для человека	1	1
531	да и	1	1
532	и старухе	1	1
533	друг с	4	1
534	исходя из	1	1
535	и мотивы	1	1
536	с этой	4	1
537	этот не	2	1
538	слова и	3	1
539	только для	2	1
540	скажем в	1	1
541	и действия	1	1
542	между прочим	1	1
543	говоря это	1	1
544	но одновременно	1	1
545	не является	3	1
546	и сама	1	1
547	прежде чем	3	1
548	как на	2	1
549	а все	1	1
550	с установкой	1	1
551	здесь по	1	1
552	за исключением	1	1
553	почти вовсе	2	1
554	тем более	3	1
555	и как	3	1
556	зрения в	1	1
557	действительной жизни	1	1
558	но это	2	1
559	все остальные	1	1
560	же в	4	1
561	всю полноту	1	1
562	романа мы	1	1
563	в системе	1	1
564	зрения может	1	1
565	в романе	13	1
566	состоит из	1	1
567	совершенно не	1	1
568	в отдельности	1	1
569	и жизнь	1	1
570	ли он	1	1
571	борьба и	1	1
572	ее в	3	1
573	этой точки	1	1
574	из многих	1	1
