N	3gram	Voloshinov_1	Problema
1	в настоящее время	1	16
2	о том что	1	14
3	тем не менее	2	12
4	в таком случае	2	10
5	во всяком случае	3	10
6	то что мы	1	7
7	в этом случае	1	7
8	по крайней мере	1	6
9	и т д	1	6
10	в данном случае	3	5
11	с одной стороны	1	5
12	как будто бы	1	5
13	до сих пор	3	4
14	тот или иной	1	4
15	что же такое	2	4
16	ни в каком	1	4
17	в то же	5	4
18	есть прежде всего	1	4
19	в том что	4	4
20	хотя бы и	2	3
21	но и в	1	3
22	только то что	2	3
23	или по крайней	1	3
24	в каком случае	1	3
25	не может быть	3	3
26	можно сказать что	3	3
27	вовсе не является	1	3
28	или хотя бы	1	2
29	том что в	1	2
30	и той же	1	2
31	и в данном	1	2
32	на самом деле	2	2
33	в самом деле	5	2
34	с самого начала	5	2
35	бы то ни	1	2
36	а может быть	1	2
37	но если мы	2	2
38	то или иное	2	2
39	может быть и	1	2
40	для того чтобы	1	2
41	в этой работе	1	2
42	и тот же	2	2
43	один и тот	2	2
44	одной и той	1	2
45	и ни в	1	2
46	это и есть	1	2
47	ничего общего с	1	2
48	и прежде всего	5	2
49	таким образом что	1	1
50	но как раз	1	1
51	как в отношении	1	1
52	только потому что	1	1
53	во все те	1	1
54	и что поэтому	1	1
55	то ни стало	1	1
56	иметь в виду	1	1
57	ни в каких	1	1
58	это было бы	1	1
59	возможно только в	1	1
60	и нет ничего	1	1
61	что в данном	1	1
62	чем иным как	1	1
63	и неожиданным а	1	1
64	нам кажется что	1	1
65	как мы надеемся	1	1
66	том что это	1	1
67	во что бы	1	1
68	и во многих	1	1
69	он не был	1	1
70	и не может	1	1
71	или может быть	1	1
72	в зависимости от	2	1
73	и со стороны	1	1
74	все тот же	2	1
75	того что мы	1	1
76	в этом отношении	2	1
77	а во время	1	1
78	в собственном смысле	1	1
79	к тому чтобы	3	1
80	в первых двух	1	1
81	и значение в	1	1
82	как мы уже	4	1
83	и тем не	1	1
84	ни в какой	1	1
85	что бы то	1	1
86	только в условиях	1	1
87	и осуществляется в	1	1
88	не чем иным	1	1
89	вообще не существует	1	1
90	это прежде всего	1	1
91	очень важный момент	1	1
92	мы не знаем	1	1
93	на первый взгляд	1	1
94	но оно в	1	1
95	и то же	1	1
96	и в отношении	1	1
97	все больше и	1	1
98	а с другой	1	1
99	все они при	1	1
100	во всех отношениях	1	1
101	но вместе с	2	1
102	только в его	1	1
103	что же это	1	1
104	то обстоятельство что	1	1
105	мы не можем	1	1
106	или другими словами	1	1
107	в то время	1	1
108	так и в	2	1
109	относится и к	1	1
110	мы не будем	1	1
111	мы говорим в	1	1
112	но все же	1	1
113	же это за	1	1
114	узком смысле слова	2	1
115	тоже еще не	1	1
116	больше и больше	1	1
117	в вопросе о	1	1
118	в узком смысле	1	1
119	и совсем не	1	1
120	это вовсе не	1	1
121	во многих отношениях	1	1
122	и в вопросе	1	1
123	и входит в	1	1
124	в свое время	1	1
125	и только в	1	1
126	может быть даже	1	1
