N	2gram	Medvedev_F_1	Analitik
1	не только	7	22
2	тогда как	1	20
3	и в	24	18
4	как и	11	14
5	так и	18	14
6	в этом	15	14
7	и его	10	13
8	но и	7	13
9	том что	1	12
10	и не	20	12
11	в частности	4	12
12	при этом	5	11
13	а в	6	10
14	как бы	6	10
15	что в	4	9
16	может быть	14	9
17	со стороны	5	9
18	а не	10	9
19	в том	6	9
20	с его	4	8
21	своего рода	1	8
22	и даже	3	8
23	в первой	1	8
24	по отношению	4	7
25	в русской	1	7
26	как раз	2	7
27	в его	23	7
28	с другой	5	7
29	во второй	1	7
30	но не	3	7
31	отношению к	4	7
32	еще не	6	6
33	в этой	6	6
34	он не	3	6
35	в их	11	6
36	не в	8	6
37	к тому	3	6
38	для него	3	6
39	художественного целого	2	6
40	художественное целое	1	6
41	той же	1	5
42	как нам	1	5
43	в самом	5	5
44	лишь в	8	5
45	в слове	1	5
46	в мире	4	5
47	или иной	1	5
48	что и	2	5
49	между тем	2	5
50	уже не	2	5
51	никогда не	4	5
52	в свою	8	5
53	прежде всего	22	5
54	не является	1	5
55	в результате	2	5
56	другой стороны	1	5
57	и на	8	4
58	что он	3	4
59	отнюдь не	6	4
60	в своем	11	4
61	и как	3	4
62	и к	4	4
63	таким образом	13	4
64	приводит к	2	4
65	в итоге	1	4
66	состоит в	1	4
67	по себе	5	4
68	тем самым	3	4
69	в одном	2	4
70	не менее	11	4
71	свою очередь	6	4
72	в пределах	6	4
73	произведение искусства	2	4
74	можно сказать	1	4
75	себя в	1	4
76	не есть	2	4
77	далеко не	1	4
78	в данном	1	4
79	все же	3	4
80	перед нами	1	4
81	едва ли	1	3
82	его не	2	3
83	который в	1	3
84	мы не	3	3
85	всех без	1	3
86	говорить о	1	3
87	в целом	6	3
88	здесь не	3	3
89	если в	1	3
90	что они	1	3
91	как в	8	3
92	с этим	2	3
93	что касается	1	3
94	из этих	1	3
95	с их	1	3
96	роль в	1	3
97	роли в	3	3
98	литературных произведений	3	3
99	нашего времени	1	3
100	в году	2	3
101	без исключения	1	3
102	то же	10	3
103	в каждом	3	3
104	его в	3	3
105	лишь на	1	3
106	точки зрения	16	3
107	и без	1	3
108	не столько	1	3
109	все это	9	3
110	в то	9	3
111	только не	2	3
112	ничего не	2	3
113	же время	8	3
114	с ее	7	3
115	в ее	8	3
116	данном случае	1	3
117	не должно	1	3
118	в произведении	2	3
119	так в	1	3
120	жизнь и	3	3
121	именно в	8	3
122	было бы	6	3
123	на языке	2	3
124	во всем	2	3
125	к содержанию	1	3
126	этом отношении	1	3
127	в особенности	3	3
128	что не	1	3
129	не было	3	3
130	однако и	1	3
131	он и	1	3
132	вступает в	2	3
133	его как	3	3
134	как это	6	3
135	впервые в	1	3
136	по поводу	1	3
137	к этому	1	3
138	отношения к	6	2
139	например в	1	2
140	самом деле	6	2
141	в первом	1	2
142	по преимуществу	1	2
143	в становлении	1	2
144	а для	1	2
145	на себя	1	2
146	в составе	1	2
147	целого в	1	2
148	в ней	10	2
149	не от	2	2
150	во всех	5	2
151	в противовес	2	2
152	со всеми	3	2
153	в общем	3	2
154	отличие от	1	2
155	это и	3	2
156	сама по	2	2
157	к третьему	1	2
158	как к	3	2
159	нам кажется	1	2
160	когда он	3	2
161	но в	5	2
162	бы и	1	2
163	все эти	6	2
164	конструктивную функцию	1	2
165	в себе	3	2
166	не могла	2	2
167	так сказать	3	2
168	на его	2	2
169	в нем	14	2
170	не как	4	2
171	и вот	2	2
172	и по	1	2
173	могла бы	2	2
174	входит в	6	2
175	это не	2	2
176	в жизни	3	2
177	в них	3	2
178	с тем	2	2
179	несмотря на	1	2
180	не мог	1	2
181	с точки	13	2
182	в отличие	1	2
183	от его	1	2
184	этих моментов	1	2
185	тем не	1	2
186	одна из	2	2
187	без остатка	1	2
188	которого он	1	2
189	на наш	1	2
190	по своей	1	2
191	углом зрения	1	2
192	сводится к	3	2
193	могут быть	1	2
194	подход к	2	2
195	не с	2	2
196	в борьбе	1	2
197	осуществляется в	1	2
198	приобщается к	1	2
199	произведения как	2	2
200	и здесь	6	2
201	в форме	1	2
202	глубоко не	1	2
203	тех пор	1	2
204	один из	3	2
205	только в	2	2
206	то в	1	2
207	и ее	10	2
208	тот или	2	2
209	с одной	4	2
210	в точке	1	2
211	для всех	1	2
212	в большинстве	3	2
213	всяком случае	4	2
214	не для	3	2
215	произведения и	8	2
216	одной стороны	4	2
217	одну из	1	2
218	там где	1	2
219	в пушкинском	1	2
220	не может	16	2
221	о себе	1	2
222	вместе с	2	2
223	и потому	9	2
224	по своему	1	2
225	в той	1	2
226	этого слова	3	2
227	в контексте	1	2
228	и для	1	2
229	и от	7	2
230	мира и	1	2
231	хотя и	1	2
232	и все	6	2
233	не должен	1	2
234	же в	3	2
235	то что	8	2
236	сказать что	1	2
237	совершенно не	1	2
238	а также	1	2
239	в искусстве	5	2
240	во всяком	4	2
241	а между	1	1
242	произведения но	1	1
243	также что	1	1
244	и развитие	2	1
245	в дальнейшей	1	1
246	на самом	7	1
247	ее до	2	1
248	и есть	1	1
249	из самых	1	1
250	и до	5	1
251	из его	1	1
252	в зависимости	2	1
253	художественную значимость	1	1
254	мы уже	1	1
255	элементы и	1	1
256	и само	1	1
257	на первом	1	1
258	что между	1	1
259	что если	1	1
260	вопрос о	2	1
261	единство и	2	1
262	время от	1	1
263	начинается с	1	1
264	целого это	1	1
265	этой роли	1	1
266	бы ни	5	1
267	мы и	1	1
268	но напротив	2	1
269	зависимости от	3	1
270	литературой в	2	1
271	проявляется в	1	1
272	между собой	1	1
273	на их	2	1
274	время в	3	1
275	всего этого	2	1
276	взаимодействии с	3	1
277	в сюжете	1	1
278	тем как	1	1
279	как если	2	1
280	это бывает	1	1
281	данное произведение	1	1
282	уже как	2	1
283	отношение к	3	1
284	были глубоко	1	1
285	произведение не	1	1
286	друг от	2	1
287	за пределы	2	1
288	к литературе	1	1
289	один и	1	1
290	с литературой	1	1
291	предполагает как	1	1
292	в истории	4	1
293	идет о	2	1
294	независимо от	4	1
295	с чисто	1	1
296	имела бы	1	1
297	этой стороны	1	1
298	и точность	1	1
299	самом начале	1	1
300	себе не	1	1
301	и свою	5	1
302	от этого	2	1
303	и отчасти	3	1
304	что произведение	1	1
305	не можем	2	1
306	та же	1	1
307	же самой	1	1
308	так или	1	1
309	с художественной	2	1
310	на то	1	1
311	этот конструктивный	1	1
312	не следует	1	1
313	в отдельности	1	1
314	в статье	1	1
315	конструктивный момент	1	1
316	время и	1	1
317	к миру	2	1
318	определенной жанровой	1	1
319	они в	1	1
320	в восприятии	1	1
321	свою собственную	1	1
322	в силу	1	1
323	содержания а	1	1
324	том чтобы	2	1
325	однако той	1	1
326	какой бы	1	1
327	как момент	1	1
328	всех своих	1	1
329	серьезность и	1	1
330	в нее	1	1
331	которое как	1	1
332	от других	1	1
333	могла не	1	1
334	и может	4	1
335	произведения с	1	1
336	в другом	1	1
337	связанных с	1	1
338	есть одна	1	1
339	бы быть	2	1
340	большинстве случаев	2	1
341	в художественном	3	1
342	заключается в	1	1
343	не умеет	1	1
344	с другими	4	1
345	этом смысле	1	1
346	есть и	1	1
347	отражение в	2	1
348	только одно	1	1
349	как формулирует	1	1
350	его частей	1	1
351	в самую	2	1
352	но лишь	1	1
353	место и	1	1
354	как целого	1	1
355	должно быть	11	1
356	со всей	3	1
357	всех этих	3	1
358	или к	1	1
359	в эту	2	1
360	в г	1	1
361	в своей	11	1
362	таким же	2	1
363	никаких оснований	1	1
364	к истории	1	1
