N	3gram	Tiupa_Disk_1	FransuaR
1	в том числе	2	10
2	том числе и	2	7
3	в том что	13	6
4	той или иной	3	5
5	большей или меньшей	2	4
6	до сих пор	1	4
7	в отличие от	4	4
8	или меньшей степени	1	4
9	в большей или	1	4
10	то есть в	2	4
11	в нем только	1	3
12	с точки зрения	1	3
13	в этом отношении	1	3
14	в новое время	1	3
15	и прежде всего	1	3
16	существенную роль в	3	2
17	дело в том	1	2
18	на самом деле	1	2
19	как раз и	1	2
20	в основе своей	2	2
21	в xvii веке	1	2
22	с одной стороны	9	2
23	во всех этих	1	2
24	в свое время	1	2
25	и в том	1	2
26	в значительной степени	2	2
27	так и в	1	2
28	но все же	1	2
29	в большинстве случаев	1	2
30	во всех его	1	2
31	можно сказать что	2	1
32	по своей природе	2	1
33	и может быть	1	1
34	литературы нового времени	1	1
35	нет и не	1	1
36	точки зрения на	1	1
37	в тех или	1	1
38	звено в цепи	1	1
39	по отношению к	9	1
40	мог быть только	1	1
41	в xix веке	1	1
42	том что он	1	1
43	они принадлежат к	1	1
44	и не только	2	1
45	и не может	1	1
46	сами по себе	2	1
47	в последующие века	1	1
48	и т.п но	3	1
49	то есть без	1	1
50	и далеко не	1	1
51	это в значительной	1	1
52	во всех областях	1	1
53	на ранних этапах	1	1
54	до известной степени	1	1
55	можно даже сказать	1	1
56	тех или иных	1	1
57	это прежде всего	3	1
58	в основе этих	1	1
59	еще и в	1	1
60	но при этом	3	1
61	в известном смысле	1	1
62	в связи с	1	1
63	во всяком случае	1	1
64	или иных отношениях	1	1
65	могла бы быть	2	1
66	до настоящего времени	1	1
67	своего значения и	1	1
68	в целом ряде	1	1
69	с другой стороны	3	1
70	не может быть	3	1
71	до наших дней	1	1
72	можно определить как	2	1
73	но одновременно и	1	1
74	то же время	4	1
75	так например в	1	1
76	в нем нет	1	1
77	одной стороны он	1	1
78	он направлен на	1	1
79	имея в виду	1	1
80	в то же	3	1
81	это приводит к	1	1
82	не только в	2	1
83	и др на	1	1
84	к тому же	4	1
85	не может стать	1	1
