N	3gram	Propp_Isto_7	TeoriaLi
1	по отношению к	1	8
2	в том что	4	6
3	в данном случае	3	5
4	состоит в том	1	4
5	более или менее	1	4
6	с другой стороны	8	3
7	тем не менее	4	3
8	с точки зрения	1	2
9	но он не	1	2
10	тогда как в	1	2
11	в самом начале	1	2
12	с одной стороны	4	2
13	сама по себе	1	2
14	не может быть	3	2
15	как и в	2	2
16	таким образом что	1	1
17	в чистом виде	1	1
18	и потому что	1	1
19	он мог бы	1	1
20	этой точки зрения	3	1
21	а не с	1	1
22	никак не может	1	1
23	в этом случае	1	1
24	в одной из	2	1
25	в таких случаях	1	1
26	только в условиях	1	1
27	в иных случаях	1	1
28	что он не	1	1
29	не входит в	1	1
30	бы то ни	1	1
31	этих случаях оказывается	1	1
32	точно так же	2	1
33	и здесь мы	2	1
34	здесь мы имеем	2	1
35	обращает на себя	1	1
36	то ни было	1	1
37	таким образом и	1	1
38	легко может быть	1	1
39	имеем дело с	1	1
40	и тычет в	1	1
41	в связи с	1	1
42	перед тем как	1	1
43	так же как	4	1
44	только о том	1	1
45	на вопрос о	1	1
46	в то время	2	1
47	а в том	2	1
48	с этой точки	3	1
49	может быть это	1	1
50	на свое место	2	1
51	о том что	5	1
52	в том-то и	2	1
53	также своего рода	1	1
54	ту или иную	1	1
55	мы имеем в	4	1
56	в этих случаях	10	1
57	в большинстве случаев	1	1
58	в чем собственно	1	1
59	данном случае это	1	1
60	дело не в	3	1
61	он не только	1	1
