N	3gram	Losev_Prob_1	Vvedenie
1	и т д	10	36
2	для того чтобы	8	20
3	в том что	5	12
4	о том что	5	12
5	в этом смысле	6	8
6	не может быть	2	8
7	тем не менее	18	8
8	до сих пор	3	6
9	в самом деле	2	6
10	в то же	4	6
11	том что такое	1	6
12	и т п	1	5
13	в том чтобы	1	5
14	с другой стороны	3	5
15	что иное как	2	4
16	в этом случае	2	4
17	в этом отношении	1	4
18	можно было бы	2	4
19	по крайней мере	2	4
20	в данном случае	8	4
21	не только в	1	4
22	и в этом	2	4
23	так или иначе	2	4
24	во всяком случае	3	4
25	не что иное	2	4
26	также и в	1	3
27	с тем что	2	3
28	именно в этом	2	3
29	вместе с тем	1	3
30	и тем не	8	3
31	но в то	1	3
32	в известном смысле	1	3
33	и в том	1	3
34	что может быть	2	3
35	заключается в том	1	3
36	и в самом	2	3
37	можно сказать что	3	3
38	сама по себе	4	3
39	как мы видели	1	3
40	на том что	2	2
41	до наших дней	1	2
42	в чем же	1	2
43	дело в том	3	2
44	не говоря уже	2	2
45	подобно тому как	2	2
46	то же самое	9	2
47	что же касается	3	2
48	как будто бы	1	2
49	с точки зрения	3	2
50	всего то что	1	2
51	что в нем	3	2
52	обратить внимание на	1	2
53	точно так же	4	2
54	может быть и	3	2
55	в известной мере	1	2
56	дело не с	1	2
57	в конце концов	4	2
58	в первом из	1	2
59	не могут быть	1	2
60	чтобы понять что	1	2
61	в связи с	4	2
62	т д все	1	2
63	а также и	2	2
64	есть не что	2	2
65	в этих случаях	2	2
66	как мы уже	1	2
67	по этому поводу	3	2
68	это не только	1	2
69	той или иной	4	2
70	здесь идет речь	1	1
71	но уже и	1	1
72	много общего с	1	1
73	и того же	2	1
74	а между тем	1	1
75	а потому что	1	1
76	он должен быть	1	1
77	того чтобы действительно	1	1
78	сказать что он	1	1
79	только потому что	2	1
80	но как мы	2	1
81	мы имеем дело	1	1
82	более или менее	3	1
83	а есть только	2	1
84	на самом деле	4	1
85	но это только	2	1
86	действительности а именно	1	1
87	в настоящее время	3	1
88	никак не может	1	1
89	в том же	1	1
90	в нем то	1	1
91	в языке и	1	1
92	того чтобы этот	1	1
93	мы хорошо знаем	1	1
94	то или иное	1	1
95	как бы ее	1	1
96	говоря уже о	1	1
97	в таком случае	6	1
98	сам по себе	7	1
99	также и то	2	1
100	не было бы	1	1
101	бы оно было	1	1
102	только то что	4	1
103	и это есть	1	1
104	не сам по	1	1
105	отчет в том	1	1
106	уже в первом	1	1
107	д все это	1	1
108	так как обычно	1	1
109	не то что	1	1
110	и то что	2	1
111	одно и то	1	1
112	если же мы	1	1
113	это не просто	1	1
114	так же как	2	1
115	а не только	2	1
116	вообще не существует	1	1
117	как раз в	1	1
118	именно в этой	1	1
119	об этом сказано	1	1
120	есть в нем	1	1
121	может пониматься как	1	1
122	вопроса о природе	1	1
123	так значило бы	1	1
124	и как нечто	1	1
125	и то же	1	1
126	а именно как	1	1
127	и потому что	1	1
128	но уже в	2	1
129	то более то	1	1
130	потому что она	1	1
131	идет речь не	1	1
132	еще и потому	1	1
133	бы то ни	1	1
134	более то менее	1	1
135	в одно целое	2	1
136	науки а именно	1	1
137	когда мы говорим	2	1
138	тем что в	2	1
139	же самое и	1	1
140	того о чем	1	1
141	и до наших	1	1
142	в этом понятии	1	1
143	вопрос что же	1	1
144	вообще и т	1	1
145	потому что все	1	1
146	имел в виду	2	1
147	не потому что	2	1
148	есть особого рода	1	1
149	и что такое	1	1
150	одним из самых	1	1
151	это заставляет нас	1	1
152	связи с этим	1	1
153	того или иного	2	1
154	думать так значило	1	1
155	уже и здесь	1	1
156	в этом втором	1	1
157	только тогда когда	1	1
158	одного и того	2	1
159	вырастает на почве	1	1
160	и все прочие	1	1
161	т д и	4	1
162	этом смысле и	2	1
163	к тому что	1	1
164	бы ее ни	1	1
165	не значит что	1	1
166	только в этом	1	1
167	если бы оно	1	1
168	в сравнении с	1	1
169	которая вырастает на	1	1
170	но в силу	1	1
171	а именно в	1	1
172	но ведь это	1	1
173	все это не	1	1
174	и в результате	1	1
175	философии и науки	1	1
176	да притом еще	1	1
