N	3gram	Vinokur_Ku_3	Istorich
1	и т д	8	16
2	с другой стороны	3	8
3	не только в	3	5
4	о том что	3	5
5	так же как	1	4
6	с одной стороны	4	4
7	в тех случаях	1	4
8	мы имеем в	1	4
9	тем не менее	9	4
10	в том что	8	4
11	уже выше в	1	3
12	этой точки зрения	1	3
13	с этой точки	1	3
14	не может быть	3	3
15	в данном случае	4	3
16	тех случаях когда	1	3
17	дело не в	2	3
18	в одной из	1	2
19	все эти случаи	1	2
20	в прямой связи	1	2
21	но и в	1	2
22	после того как	4	2
23	на этот вопрос	1	2
24	до сих пор	8	2
25	так как он	2	2
26	в том чтобы	3	2
27	так и в	3	2
28	т е в	1	2
29	а в том	1	2
30	мы не можем	1	2
31	в то время	1	2
32	в том-то и	1	2
33	но все же	1	2
34	что и в	2	2
35	мы увидим что	1	2
36	он пишет у	1	1
37	хотя и не	1	1
38	с точки зрения	16	1
39	тому что она	1	1
40	и дело что	1	1
41	а не с	1	1
42	по отношению к	2	1
43	и такие случаи	1	1
44	те случаи когда	1	1
45	связь между собой	1	1
46	в самом деле	11	1
47	здесь прежде всего	1	1
48	т д и	1	1
49	в этом случае	4	1
50	он мог бы	1	1
51	то же самое	1	1
52	указать что в	1	1
53	только в том	2	1
54	того как они	1	1
55	в зависимости от	7	1
56	в иных случаях	1	1
57	в другом месте	1	1
58	сама по себе	2	1
59	что он не	1	1
60	о том чтобы	1	1
61	ответить на вопрос	1	1
62	пока он не	1	1
63	бы то ни	1	1
64	т д но	1	1
65	а так как	1	1
66	и т п	41	1
67	из этих задач	1	1
68	можно было бы	10	1
69	есть вопрос о	1	1
70	сколько угодно о	1	1
71	для нее в	1	1
72	вместе с тем	1	1
73	обращает на себя	1	1
74	стоит в прямой	1	1
75	и тот же	2	1
76	заключается не только	1	1
77	т е с	1	1
78	т е если	1	1
79	одной стороны она	1	1
80	все свое внимание	1	1
81	в связи с	4	1
82	то что он	1	1
83	в связи со	1	1
84	и здесь можно	1	1
85	по своим результатам	1	1
86	том-то и дело	1	1
87	только о том	1	1
88	от того в	1	1
89	один и тот	2	1
90	на вопрос о	1	1
91	а именно в	1	1
92	более или менее	2	1
93	в котором можно	1	1
94	из этих форм	1	1
95	этого можно будет	1	1
96	но дело не	1	1
97	далеко еще не	1	1
98	по тому что	1	1
99	ту или иную	1	1
100	в главе о	1	1
101	сюда же относится	1	1
102	прямой связи с	1	1
103	один из самых	1	1
104	создает благоприятную почву	1	1
105	к тому что	1	1
106	он приходит в	1	1
107	вопроса обратимся к	1	1
108	как мы видели	2	1
