N	3gram	Bakhtin_KF_1	Istorich
1	вместе с тем	1	6
2	в иной мир	1	6
3	тем не менее	2	4
4	не превращается в	1	3
5	здесь мы имеем	2	3
6	не может быть	11	3
7	для того чтобы	1	3
8	в нем и	3	3
9	это уже не	1	2
10	на том что	1	2
11	по отношению к	22	2
12	он не может	1	2
13	мы имеем здесь	1	2
14	но это не	1	2
15	в том что	2	2
16	на то что	1	2
17	что и в	1	2
18	но это уже	2	1
19	сводится к следующему	1	1
20	а не в	2	1
21	на самом деле	3	1
22	себя в нем	1	1
23	в соответствии с	2	1
24	и все эти	2	1
25	отражается и в	1	1
26	с точки зрения	9	1
27	только в том	1	1
28	в зависимости от	1	1
29	конечно не может	1	1
30	со всем что	1	1
31	может быть в	3	1
32	ведь это не	1	1
33	и тем не	1	1
34	но не было	1	1
35	не знать что	1	1
36	то же время	2	1
37	в непосредственной близости	1	1
38	дело не в	1	1
39	вокруг него в	1	1
40	здесь мы видим	1	1
41	это может быть	1	1
42	с ним и	1	1
43	том смысле в	1	1
44	не в том	1	1
45	на задний план	1	1
46	место это не	1	1
47	во всех этих	2	1
48	потому что в	1	1
49	в одном случае	1	1
50	во всяком случае	1	1
51	что может быть	1	1
52	в свою очередь	1	1
53	само по себе	1	1
54	и тем самым	1	1
55	вопрос о том	2	1
56	или в виде	1	1
57	и входит в	1	1
58	но и здесь	3	1
59	не было ни	1	1
60	по которой он	1	1
61	и не потому	1	1
62	в то же	2	1
63	в том смысле	1	1
64	в себя как	1	1
65	а с точки	1	1
66	все что есть	1	1
67	всех этих случаях	1	1
68	ясно что это	1	1
69	должен быть признан	1	1
70	только тогда когда	1	1
