N	2gram	Propp_Isto_6	Problema
1	то что	6	42
2	вовсе не	2	35
3	то есть	1	33
4	и в	26	32
5	и не	10	31
6	не есть	2	29
7	есть ее	1	24
8	не просто	1	23
9	в этом	12	19
10	не менее	1	19
11	тем не	1	18
12	не только	10	17
13	потому что	13	16
14	в себе	3	15
15	в виде	6	15
16	а не	2	15
17	но в	7	14
18	у нас	5	14
19	может быть	11	14
20	как бы	4	14
21	что мы	2	13
22	в нем	8	13
23	и тем	4	13
24	при помощи	3	13
25	сказать что	3	13
26	том что	10	12
27	что в	12	12
28	так и	5	12
29	а именно	9	12
30	и т	10	11
31	также и	1	11
32	так как	18	11
33	о том	7	11
34	и даже	1	11
35	если мы	1	11
36	то же	5	10
37	в этой	2	10
38	т д	8	10
39	об этом	1	10
40	ничего не	2	10
41	прежде всего	4	10
42	еще не	9	9
43	но не	2	9
44	того чтобы	1	9
45	и это	8	9
46	и что	5	9
47	но и	9	9
48	в данном	3	9
49	это есть	1	9
50	что же	2	9
51	в том	12	9
52	так же	2	9
53	в таком	1	9
54	и о	1	8
55	и ее	3	8
56	и на	12	8
57	все эти	8	8
58	на то	2	8
59	для того	1	8
60	было бы	2	8
61	он и	2	8
62	в своей	3	8
63	когда мы	2	8
64	есть только	1	8
65	данном случае	3	8
66	как нечто	1	8
67	не может	6	8
68	но это	4	8
69	во всех	1	7
70	ни в	2	7
71	в них	3	7
72	как мы	4	7
73	здесь не	2	7
74	никогда не	13	7
75	того что	2	7
76	что он	9	7
77	только в	5	7
78	тем что	5	7
79	все это	1	7
80	во всяком	2	7
81	таком случае	1	6
82	и то	3	6
83	и есть	1	6
84	есть не	1	6
85	но как	4	6
86	и как	2	6
87	и если	1	6
88	при этом	3	6
89	его в	5	6
90	это не	4	6
91	в то	5	6
92	таким образом	12	6
93	и здесь	1	6
94	в его	5	6
95	так что	3	6
96	то и	2	6
97	о чем	2	6
98	как это	5	6
99	не существует	1	6
100	хотя и	1	6
101	не имеют	1	5
102	мы уже	6	5
103	в своем	2	5
104	перед нами	2	5
105	что она	3	5
106	но уже	1	5
107	далеко не	3	5
108	с тем	4	5
109	в котором	1	5
110	можно ли	1	5
111	можно сказать	2	5
112	для нас	2	5
113	есть в	1	5
114	в других	4	5
115	еще и	1	5
116	подобного рода	1	5
117	не является	1	5
118	тем более	1	5
119	мы должны	2	5
120	с которыми	1	4
121	в истории	1	4
122	как в	6	4
123	как он	6	4
124	после этого	4	4
125	их в	3	4
126	он есть	1	4
127	в отдельности	1	4
128	а есть	1	4
129	не в	3	4
130	самое время	2	4
131	тому что	1	4
132	тем самым	2	4
133	казалось бы	1	4
134	а в	3	4
135	точно так	2	4
136	только то	2	4
137	на том	8	4
138	если бы	3	4
139	никак не	1	4
140	с целью	1	4
141	а также	4	4
142	и только	3	4
143	один из	3	4
144	мы можем	7	4
145	указание на	1	4
146	именно как	1	4
147	именно в	1	4
148	и пр	1	4
149	не было	3	4
150	в одно	2	4
151	и для	1	4
152	в связи	1	4
153	или в	3	4
154	же в	1	4
155	только потому	1	3
156	но она	1	3
157	того же	2	3
158	в ее	1	3
159	что они	2	3
160	которые не	1	3
161	с этим	2	3
162	помнить что	1	3
163	однако не	1	3
164	более или	1	3
165	что это	2	3
166	учение о	1	3
167	но он	2	3
168	в случае	1	3
169	он не	2	3
170	но все	2	3
171	что все	1	3
172	чего он	1	3
173	или на	1	3
174	в жизни	1	3
175	о которых	1	3
176	как и	5	3
177	несмотря на	1	3
178	на этот	1	3
179	или менее	1	3
180	в этих	2	3
181	точки зрения	1	3
182	или вернее	1	3
183	в которых	2	3
184	есть еще	2	3
185	того как	3	3
186	или как	2	3
187	и его	7	3
188	как будто	3	3
189	и вполне	1	3
190	к тому	2	3
191	что оно	4	3
192	можно было	2	3
193	ясно что	1	3
194	для этого	1	3
195	другими словами	3	3
196	что его	1	3
197	к нему	1	3
198	значит что	2	3
199	что здесь	3	3
200	очень много	1	3
201	по этому	1	3
202	именно на	2	3
203	же и	1	3
204	уже не	7	3
205	уже в	1	3
206	всяком случае	2	3
207	случае не	1	3
208	уже и	1	3
209	до сих	4	3
210	с другой	10	3
211	оно не	1	3
212	что не	2	3
213	однако и	1	3
214	этих случаях	1	3
215	сейчас же	1	3
216	быть и	1	3
217	сих пор	4	3
218	но для	2	3
219	с ним	8	3
220	может и	1	3
221	другой стороны	8	3
222	есть и	4	3
223	себе не	1	3
224	как говорят	1	2
225	например в	7	2
226	же как	3	2
227	и до	2	2
228	мы имеем	14	2
229	мы не	6	2
230	что если	1	2
231	что иное	2	2
232	сказать о	1	2
233	себе что	1	2
234	большей частью	2	2
235	иное как	1	2
236	с его	4	2
237	только после	1	2
238	то он	2	2
239	то или	2	2
240	кроме того	3	2
241	же категории	1	2
242	ясно и	1	2
