N	3gram	Potebnia_M_1	Komedia
1	в том что	13	9
2	и т п	2	5
3	в то время	1	5
4	с другой стороны	5	5
5	в одном из	1	4
6	то же время	3	4
7	в то же	3	4
8	и т д	4	4
9	по отношению к	13	3
10	в этом отношении	1	3
11	после того как	1	3
12	с одной стороны	3	3
13	о том что	1	3
14	не в состоянии	1	2
15	из всего этого	1	2
16	не говоря уже	1	2
17	говоря уже о	1	2
18	но и в	4	2
19	до сих пор	1	2
20	как и в	2	2
21	то ни было	1	2
22	бы то ни	2	2
23	во всяком случае	1	2
24	и таким образом	1	2
25	на то что	1	2
26	таким образом в	1	2
27	между людьми и	1	1
28	что иное как	2	1
29	том каким образом	1	1
30	более или менее	1	1
31	подобно тому как	3	1
32	в ответ на	1	1
33	а между тем	3	1
34	не прибавляет к	1	1
35	законы по которым	1	1
36	с этой точки	1	1
37	и не только	1	1
38	следовательно и в	1	1
39	что по мнению	2	1
40	в своем сочинении	1	1
41	сам по себе	1	1
42	и в тех	1	1
43	можно было бы	1	1
44	с так как	1	1
45	он не мог	1	1
46	с тех пор	1	1
47	в применении к	2	1
48	чтобы убедиться в	1	1
49	так же как	1	1
50	не только в	3	1
51	жизни но и	1	1
52	смысле этого слова	1	1
53	но при этом	1	1
54	но едва ли	1	1
55	однако в действительности	1	1
56	если они не	1	1
57	из других источников	1	1
58	и в том	3	1
59	не мог бы	1	1
60	этой точки зрения	1	1
61	и независимо от	1	1
62	с самого начала	3	1
63	ни в одном	1	1
64	не что иное	2	1
65	друг от друга	2	1
66	которые могут быть	1	1
67	к тому что	2	1
68	то время когда	1	1
69	тем не менее	6	1
70	как мы видели	1	1
71	для того чтобы	2	1
72	и все это	1	1
73	к этой чисто	1	1
74	но и все	1	1
