N	3gram	Tiupa_Anal_3	StatiiOP
1	в том что	7	17
2	о том что	5	11
3	для того чтобы	1	10
4	с точки зрения	2	8
5	до сих пор	1	7
6	в этом отношении	3	7
7	на самом деле	1	6
8	в данном случае	3	6
9	с другой стороны	5	6
10	во всяком случае	2	6
11	в самом деле	1	5
12	не может быть	1	5
13	дело в том	2	4
14	то же время	3	4
15	не только в	1	4
16	так и в	1	4
17	того или иного	1	4
18	что и в	1	4
19	в то же	3	4
20	по отношению к	7	3
21	в применении к	1	3
22	в повестях по	1	3
23	тем или иным	2	3
24	заключается в том	1	3
25	в свое время	2	2
26	в прижизненных изданиях	1	2
27	что в новом	1	2
28	в первой строфе	3	2
29	в этом случае	1	2
30	и в данном	1	2
31	хотя бы и	1	2
32	по крайней мере	4	2
33	но с другой	1	2
34	как раз в	1	2
35	с одной стороны	2	2
36	во втором случае	1	2
37	имеем дело с	1	2
38	так или иначе	1	2
39	не в том	1	2
40	вопрос о том	1	2
41	в статье о	1	2
42	речь идет о	1	2
43	тем более что	1	2
44	тем не менее	2	2
45	дело не в	1	2
46	как и в	4	2
47	должны были бы	1	1
48	однако и в	1	1
49	а между тем	1	1
50	в одном из	1	1
51	в той или	1	1
52	судя по его	2	1
53	той или иной	3	1
54	в безударном положении	1	1
55	в пушкинскую эпоху	1	1
56	не говоря уже	1	1
57	в этом смысле	1	1
58	по тем или	1	1
59	том что он	2	1
60	другое дело когда	1	1
61	говоря уже о	1	1
62	в зависимости от	1	1
63	что каждая из	1	1
64	что он не	1	1
65	каждом отдельном случае	1	1
66	ведь это не	1	1
67	обратить внимание на	1	1
68	на этот вопрос	1	1
69	в каждом отдельном	1	1
70	ту или иную	1	1
71	но дело в	1	1
72	однако с другой	1	1
73	тот факт что	1	1
74	в том чтобы	1	1
75	главы евгения онегина	1	1
76	а с другой	1	1
77	всяком случае не	1	1
78	по этому пути	1	1
79	но как бы	1	1
80	и не могла	1	1
81	текста как и	1	1
82	и далее в	1	1
83	а в том	2	1
84	таким образом в	1	1
85	каждом из этих	1	1
86	как бы ни	1	1
87	мысль о том	1	1
88	пушкина в этом	1	1
89	с этой стороны	1	1
90	в каждом из	1	1
91	друг от друга	1	1
92	во многих отношениях	1	1
93	а в тех	1	1
94	мы имеем дело	4	1
95	в отдельных случаях	1	1
