N	3gram	Medvedev_V_1	formyVre
1	и т п	9	11
2	в связи с	3	7
3	для того чтобы	3	7
4	не только в	2	5
5	в том же	1	4
6	то же время	5	4
7	в то же	5	4
8	имеем в виду	1	3
9	в том числе	2	3
10	о том как	3	3
11	и в то	3	3
12	но и в	1	3
13	во всех этих	1	3
14	в том что	5	3
15	и т д	14	3
16	в другом месте	2	2
17	равно как и	4	2
18	то же самое	1	2
19	до сих пор	1	2
20	и во всех	1	2
21	сами по себе	1	2
22	в последнем счете	1	2
23	не было бы	4	2
24	том числе и	2	2
25	может быть и	1	2
26	лежит в основе	1	2
27	в этом отношении	13	2
28	не может не	2	1
29	в той или	1	1
30	другой стороны в	1	1
31	же в этом	1	1
32	человека так сказать	1	1
33	в виду что	1	1
34	об этом свидетельствует	1	1
35	и в каждой	1	1
36	как это обычно	1	1
37	как об этом	2	1
38	только в том	2	1
39	как и все	1	1
40	тот или иной	1	1
41	в конце концов	2	1
42	что он не	1	1
43	и др и	1	1
44	точном смысле слова	2	1
45	то что в	1	1
46	по аналогии с	1	1
47	что должно быть	1	1
48	как пародия на	2	1
49	все это мы	1	1
50	это вовсе не	1	1
51	это мы наблюдаем	2	1
52	вместе с этим	1	1
53	в этом процессе	2	1
54	со всех сторон	1	1
55	с этой точки	1	1
56	вместе с тем	3	1
57	одно и то	1	1
58	то время как	1	1
59	в данном случае	1	1
60	таким образом и	1	1
61	с одной стороны	2	1
62	в значительной мере	3	1
63	и то же	1	1
64	имеют громадное значение	1	1
65	не могут не	2	1
66	быть и речи	1	1
67	по сравнению с	1	1
68	они должны быть	2	1
69	прежде всего необходимо	1	1
70	каждый из них	1	1
71	и в их	1	1
72	и в системе	1	1
73	в большом количестве	1	1
74	в действительной жизни	1	1
75	с другой стороны	8	1
76	не может быть	8	1
77	бы не было	2	1
78	именно в том	1	1
79	но в то	1	1
80	на основе этого	1	1
81	этой точки зрения	2	1
82	только в пределах	1	1
83	в частности в	2	1
84	в своем рассказе	1	1
85	в то время	1	1
86	и вместе с	1	1
87	в свою очередь	1	1
88	о том что	3	1
89	в одном из	3	1
90	между ними нет	1	1
91	т д обычно	1	1
92	можно сказать что	4	1
93	и в результате	1	1
94	также и в	2	1
95	а вместе с	1	1
96	к тому что	3	1
97	всего может быть	1	1
98	у него был	1	1
99	этой жизни и	1	1
100	той или иной	1	1
101	в точном смысле	2	1
102	и в другом	2	1
