N	3gram	Vygotskiy__5	Tvorches
1	в романах достоевского	1	12
2	и т д	3	11
3	по отношению к	1	3
4	до сих пор	5	3
5	не может быть	2	3
6	в самом деле	5	2
7	влечет за собой	1	2
8	в одной из	1	2
9	в отличие от	2	2
10	на этот вопрос	3	2
11	по крайней мере	1	2
12	именно в этом	1	2
13	едва ли не	1	2
14	так же как	2	2
15	все же не	1	2
16	с другой стороны	5	2
17	и т п	3	2
18	о том что	6	2
19	в том что	14	2
20	такой силой как	2	1
21	в другом месте	1	1
22	том что в	1	1
23	он более не	1	1
24	в чем не	1	1
25	сознание как это	1	1
26	рядом с ними	1	1
27	но в самом	1	1
28	потому что в	2	1
29	дело в том	1	1
30	не учитывает того	1	1
31	же как и	1	1
32	говорил что он	1	1
33	столь же ясно	1	1
34	сами по себе	2	1
35	потому что сама	1	1
36	его с женщиной	1	1
37	мы видим в	2	1
38	что в нем	1	1
39	можно было бы	3	1
40	в письме к	1	1
41	она дана в	1	1
42	то или иное	1	1
43	так сказать в	1	1
44	не то что	1	1
45	только потому что	1	1
46	в том смысле	1	1
47	в применении к	1	1
48	мы видим как	1	1
49	и что в	3	1
50	только то что	1	1
51	как будто бы	1	1
52	тем что он	1	1
53	из действующих лиц	1	1
54	только с этой	1	1
55	и в этом	1	1
56	он утверждает что	1	1
57	не могут быть	1	1
58	а с другой	4	1
59	с такой силой	2	1
60	он говорит что	2	1
61	в свою очередь	1	1
62	той или иной	2	1
63	и мы знаем	1	1
64	ответ на этот	2	1
65	что у него	1	1
66	в целом ряде	1	1
67	у нас не	1	1
68	потому что они	1	1
69	мысль о смерти	4	1
70	по себе не	2	1
71	первой части романа	1	1
72	в то время	1	1
73	того или иного	1	1
74	ни в чем	1	1
75	что он был	1	1
76	в нем нет	1	1
77	мы не можем	1	1
78	то что не	1	1
79	ничего общего с	1	1
80	которые сами по	1	1
81	с самого начала	3	1
82	в конечном счете	1	1
83	направо и налево	1	1
84	в частности в	1	1
85	именно потому что	2	1
86	в русской литературе	1	1
87	мы знаем что	2	1
88	на всем протяжении	1	1
89	и в том	1	1
90	что у нас	1	1
91	и в другом	1	1
