N	2gram	Vygotskiy__4	Marksizm
1	точки зрения	6	34
2	второго направления	1	27
3	может быть	22	26
4	и не	13	26
5	не может	10	24
6	с точки	4	20
7	и в	33	19
8	и его	5	19
9	таким образом	13	17
10	в этом	28	16
11	как бы	25	15
12	как мы	4	13
13	прежде всего	2	13
14	как и	5	12
15	если мы	12	11
16	так и	3	11
17	связи с	2	11
18	и для	3	11
19	самом деле	12	10
20	в нем	7	10
21	ни было	1	10
22	в самом	12	10
23	только в	4	9
24	для него	1	9
25	в результате	2	9
26	бы то	2	8
27	все же	5	8
28	не только	7	8
29	при этом	2	8
30	то ни	1	8
31	до сих	3	8
32	но и	3	8
33	сих пор	3	8
34	то что	44	8
35	во всех	2	7
36	в ее	2	7
37	точка зрения	2	7
38	но в	2	7
39	психологии и	1	7
40	все эти	6	7
41	и те	1	7
42	то же	9	7
43	слова как	3	7
44	а не	6	7
45	в связи	1	7
46	так же	13	7
47	так сказать	1	6
48	мы не	5	6
49	ничего не	2	6
50	в пределах	3	6
51	и здесь	3	6
52	в его	10	6
53	в том	21	6
54	в смысле	1	6
55	другой стороны	2	6
56	того же	1	6
57	конечно не	3	5
58	рядом с	1	5
59	не в	2	5
60	необходимо чтобы	1	5
61	того чтобы	22	5
62	ничего общего	1	5
63	те же	2	5
64	совершается в	2	5
65	как ее	1	5
66	и все	12	5
67	этот вопрос	4	5
68	ясно что	5	5
69	в конце	8	5
70	вовсе не	5	5
71	с другой	2	5
72	за пределы	1	5
73	именно в	2	5
74	до конца	7	5
75	мы знаем	2	5
76	и потому	2	5
77	является слово	1	5
78	хотя бы	2	5
79	к этому	4	5
80	во всяком	3	5
81	оно может	1	4
82	вопрос о	2	4
83	и на	5	4
84	как в	3	4
85	здесь мы	3	4
86	не будет	4	4
87	было бы	12	4
88	не столько	1	4
89	мысли и	1	4
90	по себе	9	4
91	в отношении	1	4
92	самого начала	5	4
93	не является	2	4
94	в ней	6	4
95	с самого	5	4
96	еще не	1	4
97	только на	1	4
98	для того	23	4
99	далеко не	3	4
100	и между	1	4
101	с этим	5	4
102	в условиях	1	4
103	тот же	3	4
104	а в	4	4
105	жизни в	1	4
106	и эта	2	4
107	сказать что	13	4
108	что в	21	4
109	формы и	1	3
110	на самом	6	3
111	он может	2	3
112	и есть	4	3
113	между двумя	2	3
114	не имеют	1	3
