N	3gram	Trubetskoy_1	Hudozhes
1	в том что	3	11
2	по отношению к	1	7
3	о том что	4	7
4	то же время	2	4
5	в то же	2	4
6	а между тем	1	3
7	в самом деле	1	3
8	но при этом	1	3
9	не может быть	1	3
10	с одной стороны	7	3
11	для того чтобы	5	3
12	тем не менее	3	3
13	в соответствии с	1	3
14	состоит в том	1	2
15	о том как	1	2
16	и в этом	2	2
17	с точки зрения	6	2
18	до сих пор	5	2
19	и в то	1	2
20	но тем не	1	2
21	так же как	3	2
22	в данном случае	1	2
23	то же самое	2	2
24	все те же	1	2
25	не только не	1	2
26	к тому же	4	2
27	той или иной	2	1
28	так и остается	1	1
29	в котором он	1	1
30	в настоящее время	1	1
31	с собой на	1	1
32	и все же	1	1
33	бы то ни	2	1
34	в этом отношении	2	1
35	том числе и	4	1
36	с этого момента	1	1
37	в то что	1	1
38	а с другой	5	1
39	точно так же	3	1
40	то или иное	2	1
41	в таком случае	1	1
42	найти в нем	1	1
43	у него в	1	1
44	это не означает	1	1
45	как на нечто	1	1
46	с того момента	2	1
47	и потому-то с	1	1
48	а не как	1	1
49	не только для	2	1
50	так или иначе	3	1
51	все более и	1	1
52	оставляя после себя	1	1
53	с другой стороны	1	1
54	того момента когда	1	1
55	а в том	1	1
56	но с другой	1	1
57	в то время	1	1
58	в первом случае	1	1
59	но и для	2	1
60	с самого начала	2	1
61	более и более	1	1
62	именно потому что	1	1
63	но все же	4	1
64	можно сказать что	2	1
65	в этой роли	1	1
66	как бы в	1	1
67	после того как	1	1
68	в одном из	1	1
69	в том числе	5	1
70	что и в	1	1
